movieInfo,intro,url,title,star,quote
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:莱昂纳多·迪卡普里奥L...;2002 / 美国加拿大 / 传记犯罪剧情;;,"
                                　　弗兰克（莱昂纳多·迪卡普里奥 Leonardo DiCaprio饰）是FBI有史以来年龄最小的通缉犯。他的犯罪手段神通广大，伪装身份的能力超乎常人，全美各地几乎都留下他的犯罪足迹。乔装医生、律师、飞行员，统统都是他曾经的身份。当然，弗兰克凭着这个“本领”，骗取了高达几百万的金额。
                                    ",https://movie.douban.com/subject/1305487/,猫鼠游戏 / Catch Me If You Can / 逍遥法外  /  神鬼交锋(台),8,骗子大师和执著警探的你追我跑故事。 
导演:中岛哲也TetsuyaNakashima   主演:松隆子TakakoMatsu/冈田将生...;2010 / 日本 / 剧情惊悚;;,,https://movie.douban.com/subject/4268598/,告白 / 自白  /  母亲,8,没有一人完全善，也没有一人完全恶。
导演:姜炯哲Hyeong-CheolKang   主演:沈恩京Eun-kyungShim/闵孝琳Hy...;2011 / 韩国 / 剧情喜剧;;,,https://movie.douban.com/subject/4917726/,阳光姐妹淘 / 써니 / 阳光姊妹淘(港)  /  桑尼,8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 
导演:杨德昌EdwardYang   主演:吴念真/李凯莉KellyLee/金燕玲Elai...;2000 / 台湾日本 / 剧情爱情家庭;;,,https://movie.douban.com/subject/1292434/,一一 / Yi yi  /  Yi yi: A One and a Two,8,我们都曾经是一一。
导演:李安AngLee   主演:希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...;2005 / 美国加拿大 / 剧情爱情同性家庭;;,,https://movie.douban.com/subject/1418834/,断背山 / Brokeback Mountain / 断臂山,8,每个人心中都有一座断背山。
导演:陈可辛PeterChan   主演:黎明LeonLai/张曼玉MaggieCheung/...;1996 / 香港 / 剧情爱情;;,,https://movie.douban.com/subject/1305164/,甜蜜蜜 / Comrades: Almost a Love Story,8,相逢只要一瞬间，等待却像是一辈子。
导演:JamesMangold   主演:JohnCusack/RayLiotta/AmandaPeet;2003 / 美国 / 剧情悬疑惊悚;;,,https://movie.douban.com/subject/1297192/,致命ID / Identity / 杀人游戏  /  致命身份,8,最不可能的那个人永远是最可能的。
导演:刘镇伟JeffreyLau   主演:梁朝伟TonyLeungChiuWai/林青霞Bri...;1993 / 香港 / 喜剧古装;;,,https://movie.douban.com/subject/1316510/,射雕英雄传之东成西就 / 射鵰英雄傳之東成西就 / 东成西就  /  大英雄 (日本),8,百看不厌。 
导演:ChrisColumbus   主演:DanielRadcliffe/EmmaWatson/RupertGrint;2001 / 美国英国 / 奇幻冒险;;,,https://movie.douban.com/subject/1295038/,哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,8,童话世界的开端。
导演:托马斯·温特伯格ThomasVinterberg   主演:麦斯·米科尔森MadsMik...;2012 / 丹麦瑞典 / 剧情;;,,https://movie.douban.com/subject/6985810/,狩猎 / Jagten / 谎言的烙印(台)  /  诬网(港),9,人言可畏。
导演:韦斯·安德森WesAnderson   主演:拉尔夫·费因斯RalphFiennes/...;2014 / 美国德国英国 / 剧情喜剧;;,"
                                　　故事要从一位无名作家（裘德·洛 Jude Law 饰）说起，为了专心创作，他来到了名为“布达佩斯”的饭店，在这里，作家遇见了饭店的主人穆斯塔法（F·莫里·亚伯拉罕 F. Murray Abraham 饰），穆斯塔法邀请作家共进晚餐，席间，他向作家讲述了这座饱经风雨的大饭店的前世今生。
                                    ",https://movie.douban.com/subject/11525673/,布达佩斯大饭店 / The Grand Budapest Hotel / 布达佩斯大酒店(港)  /  欢迎来到布达佩斯大饭店(台),8,小清新的故事里注入了大历史的情怀。
导演:蒂姆·波顿TimBurton   主演:伊万·麦克格雷格EwanMcGregor/阿...;2003 / 美国 / 剧情家庭奇幻冒险;;,,https://movie.douban.com/subject/1291545/,大鱼 / Big Fish / 大鱼奇缘(港)  /  大智若鱼(台),8,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
导演:MartinScorsese   主演:莱昂纳多·迪卡普里奥LeonardoDiCaprio/...;2010 / 美国 / 剧情悬疑惊悚;;,,https://movie.douban.com/subject/2334904/,禁闭岛 / Shutter Island / 不赦岛(港)  /  隔离岛(台),8,昔日翩翩少年，今日大腹便便。
导演:王家卫KarWaiWong   主演:林青霞BrigitteLin/金城武TakeshiK...;1994 / 香港 / 剧情爱情;;,,https://movie.douban.com/subject/1291999/,重庆森林 / 重慶森林 / Chungking Express,8,寂寞没有期限。
导演:贝纳尔多·贝托鲁奇BernardoBertolucci   主演:尊龙JohnLone/陈...;1987 / 意大利中国大陆英国法国 / 剧情传记历史;;,,https://movie.douban.com/subject/1293172/,末代皇帝 / The Last Emperor / 末代皇帝溥仪(港),8,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...;2009 / 法国瑞士西班牙美国阿联酋 / 纪录片;;,,https://movie.douban.com/subject/3443389/,海洋 / Océans / Oceans  /  海洋,9,大海啊，不全是水。
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/志村乔...;1954 / 日本 / 动作冒险剧情;;,,https://movie.douban.com/subject/1295399/,七武士 / 七人の侍 / 七侠四义(港)  /  The Seven Samurai,9,时代悲歌。
导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:...;2010 / 美国法国 / 喜剧动画冒险;;,,https://movie.douban.com/subject/3287562/,神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港),8,Mr. I Don't Care其实也有Care的时候。
导演:米林宏昌HiromasaYonebayashi   主演:志田未来MiraiShida/神木...;2010 / 日本 / 动画奇幻冒险;;,,https://movie.douban.com/subject/4202302/,借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港),8,曾经的那段美好会沉淀为一辈子的记忆。
导演:周星驰StephenChow/李力持Lik-ChiLee   主演:周星驰StephenCh...;1999 / 香港 / 喜剧剧情爱情;;,,https://movie.douban.com/subject/1302425/,喜剧之王 / 喜劇之王 / King of Comedy,8,我是一个演员。
导演:森淳一JunichiMori   主演:桥本爱AiHashimoto/三浦贵大Takahir...;2014 / 日本 / 剧情;;,,https://movie.douban.com/subject/25814705/,小森林 夏秋篇 / リトル・フォレスト 夏・秋 / 小森食光 / 夏秋篇(台) ,8,那些静得只能听见呼吸的日子里，你明白孤独即生活。
导演:罗启锐AlexLaw   主演:吴君如SandraNg/任达华SimonYam/钟绍...;2010 / 香港中国大陆 / 剧情家庭;;,"
                                　　60年代的香港，风云变幻。一面要忍受港英政府的压制，一面又受到内地运动的波及，更要面对不时登陆的台风暴雨。老字号的永利街就处在这样一个风暴的旋涡中心。
                                    ",https://movie.douban.com/subject/3792799/,岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,8,岁月流逝，来日可追。
导演:北野武TakeshiKitano   主演:北野武TakeshiKitano/关口雄介Yus...;1999 / 日本 / 剧情喜剧;;,,https://movie.douban.com/subject/1293359/,菊次郎的夏天 / 菊次郎の夏 / Kikujirô no natsu  /  菊次郎的夏天,8,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:汤姆·汉克斯TomHanks...;2004 / 美国 / 喜剧剧情爱情;;,,https://movie.douban.com/subject/1292274/,幸福终点站 / The Terminal / 机场客运站(港)  /  航站情缘(台),8,有时候幸福需要等一等。 
导演:迪恩·德布洛斯DeanDeBlois/克里斯·桑德斯ChrisSanders   主演:...;2010 / 美国 / 喜剧动画奇幻冒险家庭;;,,https://movie.douban.com/subject/2353023/,驯龙高手 / How to Train Your Dragon / 驯龙记(港),8,和谐的生活离不开摸头与被摸头。
导演:高畑勋IsaoTakahata   主演:辰己努/白石绫乃/志乃原良子;1988 / 日本 / 动画剧情战争;;,,https://movie.douban.com/subject/1293318/,萤火虫之墓 / 火垂るの墓 / 再见萤火虫(港)  /  萤火挽歌,8,幸福是生生不息，却难以触及的远。 
导演:金秉祐Byeong-wooKim   主演:河正宇Jung-wooHa/李璟荣Kyeong-y...;2013 / 韩国 / 剧情犯罪悬疑;;,,https://movie.douban.com/subject/21360417/,恐怖直播 / 더 테러 라이브 / 死亡“动”新闻(港)  /  恐怖攻击直播(台),8,恐怖分子的“秋菊打官司”。
导演:今敏SatoshiKon   主演:林原惠美MegumiHayashibara/古谷彻T...;2006 / 日本 / 动画悬疑科幻惊悚;;,,https://movie.douban.com/subject/1865703/,红辣椒 / パプリカ / 盗梦侦探  /  帕布莉卡,8,梦的勾结。
导演:托尼·凯耶TonyKaye   主演:艾德里安·布洛迪AdrienBrody/马西...;2011 / 美国 / 剧情;;,"
                                　　亨利•巴赫特（艾德里安•布洛迪 Adrien Brody 饰）来到社区学校担任代课老师。学校因学生反叛、经营不善而濒临绝境，多丽丝（刘玉玲 饰）为首的一批教师备受煎熬。亨利的第一堂课就遭遇了顽劣学生的挑衅，但是被他巧妙地化解。他赢得了女教师萨沙（克里斯蒂娜•亨德里克斯 Christina Hendricks）的好感。同时，他的教学方式引起了同学们的兴趣，其中就包括因肥胖而苦闷的梅丽迪斯。她一直默默地承受着因体重带来的各种责骂与嘲笑。但是因为老师，她似乎又找到了一切的理由……
                                    ",https://movie.douban.com/subject/5322596/,超脱 / Detachment / 人间师格(台),8,穷尽一生，我们要学会的，不过是彼此拥抱。
导演:程小东Siu-TungChing   主演:张国荣LeslieCheung/王祖贤JoeyW...;1987 / 香港 / 剧情爱情武侠古装;;,,https://movie.douban.com/subject/1297447/,倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story,8,两张绝世的脸。 
导演:丹尼·博伊尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/...;1996 / 英国 / 犯罪剧情;;,"
                                　　苏格兰爱丁堡，雷登（伊万·麦克格雷格 Ewan McGregor 饰）、土豆（艾文·布莱纳 Ewen Bremner 饰）和病仔（约翰尼·李·米勒 Jonny Lee Miller 饰）三个青年过着混沌糜烂的生活，他们吸毒、滥交、诈骗无所不作，而在如此肆无忌惮挥霍青春的过程中，毒品成为一切万恶之源。雷登对之亦爱亦恨，试图戒毒却最终重蹈覆辙。在一次纵情狂欢后，他们三个不知谁和少女爱丽森（Susan Vidler 饰）所生的婴儿死去。以此为开端，噩梦真正降临。土豆抢劫时锒铛入狱，雷登吸食毒品过量被送往医院抢救，后被强制戒毒。恐怖的幻觉和心底生气的恐惧迫使他不得不和毒品一刀两断。看似美好的新生活，但往日狐朋狗友贝格比（罗伯特·卡莱尔 Robert Carlyle 饰）等找上门来，再度给他带来无限的烦恼……
                                    ",https://movie.douban.com/subject/1292528/,猜火车 / Trainspotting / 迷幻列车(港)  /  定位的火车,8,不可猜的青春迷笛。 
导演:弗朗西斯·福特·科波拉FrancisFordCoppola   主演:阿尔·帕西诺A...;1990 / 美国 / 剧情犯罪;;,,https://movie.douban.com/subject/1294240/,教父3 / The Godfather: Part III / 教父第三集  /  教父 III,8,任何信念的力量，都无法改变命运。
导演:MervynLeRoy   主演:VivienLeigh/RobertTaylor/LucileWatson;1940 / 美国 / 剧情战争爱情;;,,https://movie.douban.com/subject/1293964/,魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,8,中国式内在的美国电影。
导演:森淳一JunichiMori   主演:桥本爱AiHashimoto/三浦贵大Takahir...;2015 / 日本 / 剧情;;,,https://movie.douban.com/subject/25814707/,小森林 冬春篇 / リトル・フォレスト 冬・春 / 小森食光 / 冬春篇(台) ,8,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
导演:大森贵弘TakahiroOmori   主演:佐仓绫音AyaneSakura/内山昂辉K...;2011 / 日本 / 剧情爱情动画奇幻;;,,https://movie.douban.com/subject/5989818/,萤火之森 / 蛍火の杜へ / 萤火之社  /  Hotarubi no mori e,8,触不到的恋人。
导演:大卫·叶茨DavidYates   主演:丹尼尔·雷德克里夫DanielRadcliffe...;2011 / 美国英国 / 剧情悬疑奇幻冒险;;,,https://movie.douban.com/subject/3011235/,哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) ,8,10年的完美句点。
导演:肯尼斯·罗纳根KennethLonergan   主演:卡西·阿弗莱克CaseyAffle...;2016 / 美国 / 剧情家庭;;,,https://movie.douban.com/subject/25980443/,海边的曼彻斯特 / Manchester by the Sea / 情系海边之城(港)  /  海曼,8,我们都有权利不与自己的过去和解。
导演:李焕庆Hwan-kyeongLee   主演:柳承龙Seung-yongRyoo/朴信惠Shi...;2013 / 韩国 / 剧情喜剧家庭;;,,https://movie.douban.com/subject/10777687/,7号房的礼物 / 7번방의 선물 / 戆爸的礼物(港)  /  7号囚房的礼物,8,《我是山姆》的《美丽人生》。
导演:乔·怀特JoeWright   主演:凯拉·奈特莉KeiraKnightley/马修·...;2005 / 法国英国美国 / 剧情爱情;;,,https://movie.douban.com/subject/1418200/,傲慢与偏见 / Pride & Prejudice / 傲慢与偏见2005  /  Pride And Prejudice,8,爱是摈弃傲慢与偏见之后的曙光。
导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/...;2004 / 美国 / 剧情爱情;;,,https://movie.douban.com/subject/1309163/,恋恋笔记本 / The Notebook / 深情日记  /  写我情真,8,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
导演:杰拉尔·乌里GérardOury   主演:路易·德·菲耐斯LouisdeFunès...;1966 / 法国英国 / 喜剧战争;;,,https://movie.douban.com/subject/1296909/,虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台),8,永远看不腻的喜剧。
导演:特瑞·乔治TerryGeorge   主演:唐·钱德尔DonCheadle/苏菲·奥...;2004 / 英国南非意大利美国 / 剧情历史战争;;,,https://movie.douban.com/subject/1291822/,卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台),8,当这个世界闭上双眼，他却敞开了怀抱。
导演:爱德华·兹威克EdwardZwick   主演:安东尼·霍普金斯AnthonyHopki...;1994 / 美国 / 剧情爱情西部家庭;;,"
                                　　辽阔的西部草原住着一位父亲和他的三个儿子——父亲是退了休的骑兵上校，三个儿子个性鲜明：大儿子艾尔弗莱德（艾丹•奎因 Aidan Quinn  饰）忠厚老实，二儿子特里斯坦（布拉德•皮特 Brad Pitt 饰）狂放不羁，最小的儿子塞缪尔（亨瑞•托马斯Henry Thomas饰）温文尔雅。
                                    ",https://movie.douban.com/subject/1295865/,燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台),8,传奇，不是每个人都可以拥有。
导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/狄龙LungTi/张国...;1986 / 香港 / 动作犯罪;;,,https://movie.douban.com/subject/1297574/,英雄本色 / A Better Tomorrow  /  Gangland Boss,8,英雄泪短，兄弟情长。 
导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔莉·波特曼Natalie...;2010 / 美国 / 剧情惊悚;;,"
                                　　纽约剧团要重排《天鹅湖》，因前领舞Beth（薇诺娜•赖德 Winona Ryder 饰）离去，总监Thomas（文森特•卡索尔 Vincent Cassel. 饰）决定海选新领舞，且要求领舞要分饰黑天鹅与白天鹅。Nina（娜塔莉•波特曼Natalie Portman 饰）自幼练习芭蕾舞，在母亲的细心关照下，技艺出众。这次，她希望可以脱颖而出。然而，在竞争中，她发现心机颇重的Lily（米拉•库妮丝 Mila Kunis 饰）是自己的强劲对手。在选拔中，她的白天鹅表演的无可挑剔，但是黑天鹅不及Lily。她感到身心俱疲，回家还发现了背部的红斑与脚伤。她一个人找到总监，希望争取一下。总监趁机亲吻她，却被她强硬拒绝。结果，总监居然选了她。队友怀疑她靠色相上位。在酒会上，Beth甚至当众发泄。这种压力外加伤病，一直影响着她的发挥。总监启发她要释放激情，表现出黑天鹅的诱惑。在强大的心理暗示中，她似乎也滑向了黑天鹅的角色……
                        ",https://movie.douban.com/subject/1978709/,黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),8,黑暗之美。
导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders   主演...;2013 / 美国 / 喜剧动画冒险;;,"
                                　　原始人咕噜一家六口在老爸Grug（尼古拉斯·凯奇 Nicolas Cage 配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿Eep（艾玛·斯通 Emma Stone 配音）是一个和老爸性格截然相反的充满好奇心的女孩，她不满足一辈子留在这个小山洞里，一心想要追逐山洞外面的新奇世界。
                                    ",https://movie.douban.com/subject/1907966/,疯狂原始人 / The Croods / 古鲁家族(港 / 台) ,8,老少皆宜，这就是好莱坞动画的魅力。
导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...;1997 / 日本 / 动画奇幻惊悚;;,,https://movie.douban.com/subject/1395091/,未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,8,好的剧本是，就算你猜到了结局也猜不到全部。
导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...;2004 / 美国德国 / 犯罪剧情;;,,https://movie.douban.com/subject/1388216/,撞车 / Crash / 冲击效应  /  冲撞,8,天使与魔鬼的冲撞。
导演:达米安·沙泽勒DamienChazelle   主演:迈尔斯·特勒MilesTeller/...;2014 / 美国 / 剧情音乐;;,"
                                　　19岁少年安德鲁（迈尔斯·特勒 Miles Teller 饰）成长在单亲家庭，一心想成为顶级爵士乐鼓手。某晚他在学校练习时被魔鬼导师弗莱彻（J·K·西蒙斯 J.K. Simmons 饰）相中，进入正规乐队，同时也开始为追求完美付出代价。安德鲁越是刻苦练习，与外部世界越是隔膜。唯一理解他的是弗莱彻，但后者的暴躁与喜怒无常扭曲了这段师生关系，更让安德鲁耳濡目染，连带自身的性格亦发生变化。最后当安德鲁终于登上纽约音乐厅的舞台，他才惊恐的发现原来弗莱彻一直等着将他打入尘埃......
                                    ",https://movie.douban.com/subject/25773932/,爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),8,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
导演:阿斯哈·法哈蒂AsgharFarhadi   主演:佩曼·莫阿迪PeymanMoadi/...;2011 / 伊朗法国 / 剧情家庭;;,"
                                　　纳德（佩曼•莫阿迪 Peyman Moadi 饰）与西敏（蕾拉•哈塔米 Leila Hatami 饰）是一对夫妻，他们的女儿叫特梅（萨日娜•法哈蒂 Sarina Farhadi 饰）。西敏希望一家三口移居国外，但是纳德坚决反对，原因是纳德的父亲患有老年痴呆症需要照顾。两人为此对薄公堂，准备离婚，但是法院驳回了她的请求。西敏赌气回了娘家。西敏走后，纳德分身乏术，聘请了一位护工瑞茨（萨瑞•巴亚特 Sareh Bayat 饰）照顾父亲。但是，父亲如厕问题始终困扰瑞茨，依《古兰经》教义，她感到禁忌重重。瑞茨的女儿陪伴在她左右，也令她分神。几个回合下来，纳德某次回家发现，父亲被绑在床上，出离愤怒的他推倒了瑞茨。没想到怀孕的瑞茨竟然流产，瑞茨丈夫怒不可遏将纳德告上了法庭，他们各执一词，然而真相却出人意料……
                                    ",https://movie.douban.com/subject/5964718/,一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港),8,只有有信仰的人才能说出事实真相。
导演:克里斯托弗·诺兰ChristopherNolan   主演:杰里米·西奥伯德Jeremy...;1998 / 英国 / 犯罪悬疑惊悚;;,,https://movie.douban.com/subject/1397546/,追随 / Following / 跟踪(台)  /  致命追踪,8,诺兰的牛逼来源于内心散发出的恐惧。
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/千秋实...;1950 / 日本 / 犯罪剧情悬疑;;,,https://movie.douban.com/subject/1291879/,罗生门 / 羅生門 / Rashomon,8,人生的N种可能性。
导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...;2008 / 美国德国 / 剧情爱情;;,"
                                　　15岁的少年米夏·伯格（大卫·克劳斯 David Kross 饰）偶遇36岁的中年神秘女列车售票员汉娜（凯特·温丝莱特 Kate Winslet 饰），后来两个发展出一段秘密的情人关系。汉娜最喜欢躺在米夏怀里听米夏为他读书，她总是沉浸在那朗朗的读书声中。年轻的米夏沉溺于这种关系不能自拔的同时，却发现他自己根本不了解汉娜。忽然有一天，这个神秘女人不告而别，米夏在短暂的迷惑和悲伤之后，开始了新的生活。
                                    ",https://movie.douban.com/subject/2213597/,朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),8,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...;2006 / 德国法国西班牙美国 / 剧情犯罪奇幻;;,,https://movie.douban.com/subject/1760622/,香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,8,一个单凭体香达到高潮的男人。
导演:忻钰坤YukunXin   主演:霍卫民WeiminHuo/王笑天XiaotianWang...;2014 / 中国大陆 / 剧情犯罪悬疑;;,,https://movie.douban.com/subject/25917973/,心迷宫 / 殡棺  /  The Coffin in the Mountain,8,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演...;2002 / 美国 / 喜剧动画冒险;;,,https://movie.douban.com/subject/1291578/,冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,8,松鼠才是角儿。
导演:丹尼斯·甘塞尔DennisGansel   主演:尤尔根·沃格尔JürgenVogel...;2008 / 德国 / 剧情惊悚;;,,https://movie.douban.com/subject/2297265/,浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),8,世界离独裁只有五天。
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:海利·乔·奥斯蒙Haley...;2001 / 美国 / 冒险剧情科幻;;,,https://movie.douban.com/subject/1302827/,人工智能 / Artificial Intelligence: AI / AI人工智慧,8,对爱的执着，可以超越一切。
导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...;2012 / 美国英国 / 剧情动作科幻犯罪惊悚;;,"
                                　　检察官哈维·登特（艾伦·艾克哈特 Aaron Eckhart 饰）死后的八年间，哥谭市在戈登警长（加里·奥德曼 Gary Oldman 饰）的努力下有效地遏制了犯罪活动。而蝙蝠侠布鲁斯·韦恩（克里斯蒂安·贝尔 Christian Bale 饰）因为背负谋杀登特的罪名，被 警方通缉，在哥谭市销声匿迹。然而，这看似平静的状态被恐怖分子贝恩（汤姆·哈迪 Tom Hardy 饰）的出现打破，他利用猫女（安妮·海瑟薇 Anne Hathaway 饰）偷取布鲁斯的指纹，致使韦恩集团面临破财，布鲁斯被赶出董事会。为了保证韦恩集团投资的能源项目不被坏人利用制造核弹，布鲁斯帮助米兰达（玛丽昂·歌迪亚 Marion Cotillard 饰）成为董事会主席。贝恩接下来一连串精密设计的计划将哥谭市陷入孤绝之境，毁灭之日指日可待。布鲁斯只能再次肩负起拯救哥谭的重任，然而至亲的管家阿福辞职离开、猫女的背叛、贝恩的凶残手段，爱人米拉达的真实面目露出，都让他拯救哥谭的行动变得不可能……
                        ",https://movie.douban.com/subject/3395373/,蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),8,诺兰就是保证。
导演:杰茜·尼尔森JessieNelson   主演:SeanPenn/DakotaFanning/Mi...;2001 / 美国 / 剧情家庭;;,,https://movie.douban.com/subject/1306861/,我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),8,爱并不需要智商 。
导演:理查德·柯蒂斯RichardCurtis   主演:多姆纳尔·格利森DomhnallGl...;2013 / 英国 / 剧情爱情奇幻;;,,https://movie.douban.com/subject/10577869/,时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港),8,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams   主演:斯科特...;2014 / 美国 / 喜剧动作科幻动画冒险;;,,https://movie.douban.com/subject/11026735/,超能陆战队 / Big Hero 6 / 大英雄联盟(港)  /  大英雄天团(台),8,Balalala~~~
导演:小津安二郎YasujirôOzu   主演:笠智众ChishûRyû/原节...;1953 / 日本 / 剧情家庭;;,,https://movie.douban.com/subject/1291568/,东京物语 / 東京物語 / 东京故事  /  Tokyo Story,9,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...;2009 / 英国德国法国 / 剧情喜剧音乐;;,"
                                　　1966年，大西洋北海上漂浮着的一艘船，是深受不列颠听众喜爱的摇滚电台的大本营。因吸毒而退学的 Carl（汤姆·斯图里奇 Tom Sturridge 饰）被母亲 Charlotte（艾玛·汤普森 Emma Thompson 饰）送到这里，认识了 Quentin（比尔·奈伊 Bill Nighy 饰）、The Count（菲利普·塞默·霍夫曼 Philip Seymour Hoffman 饰）、Dave（尼克·弗罗斯特 Nick Frost 饰）等热爱音乐崇尚自由的人。另一方面，政府高官 Sir Alistair Dormandy（肯尼思·布拉纳 Kenneth Branagh 饰）决定设法取缔非法电台。随着政府向电台的赞助商施压，电台的收入持续降低。此时，出国两年现已享有国际盛誉的 Gavin（瑞斯·伊凡斯 Rhys Ifans 饰）决定海归，解决了电台的难题。可是，因为 Gavin 的回归，电台内部出现了一些新的问题……
                        ",https://movie.douban.com/subject/3007773/,海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波,8,生命不止，摇滚不死。
导演:严定宪DingxianYan/王树忱ShuchenWang   主演:梁正晖Zhenghui...;1979 / 中国大陆 / 冒险动画奇幻;;,,https://movie.douban.com/subject/1307315/,哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,8,想你时你在闹海。
导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...;2007 / 日本 / 动画剧情爱情;;,,https://movie.douban.com/subject/2043546/,秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,8,青春就是放弃和怀念。
导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...;1993 / 香港 / 剧情奇幻古装;;,,https://movie.douban.com/subject/1303394/,青蛇 / Green Snake,8,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
导演:伦尼·阿伯拉罕森LennyAbrahamson   主演:布丽·拉尔森BrieLarson...;2015 / 爱尔兰加拿大英国美国 / 剧情家庭;;,,https://movie.douban.com/subject/25724855/,房间 / Room / 不存在的房间(台)  /  抖室(港),8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...;2013 / 美国 / 喜剧爱情音乐;;,,https://movie.douban.com/subject/6874403/,再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,8,爱我就给我看你的播放列表。
导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen  &nb...;2015 / 美国 / 喜剧动画冒险;;,,https://movie.douban.com/subject/10533913/,头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台),8,愿我们都不用长大，每一座城堡都能永远存在。
