,name,sallary,duty,location,time
303,武汉阿托普软件有限公司,0.7-1.5万/月,PHP高级工程师（Symfony）,武汉-洪山区,02-09
304,上海米领通信技术有限公司,1-1.5万/月,PHP高级开发工程师,上海-闵行区,02-09
305,瑞津（中国）生物科技有限公司,1-1.5万/月,APP后端工程师（PHP）,上海-青浦区,02-09
306,杭州太亨科技有限公司,0.6-1.2万/月,PHP开发工程师,杭州-拱墅区,02-09
307,宁波梅山保税港区惠隆金融服务外包...,6-8千/月,PHP开发工程师,宁波-北仑区,02-09
308,萍乡市全旗网络科技有限公司,0.5-1万/月,高级PHP工程师,萍乡,02-09
309,福建淘办互联网科技有限公司,1.3-1.8万/月,PHP开发主管（高级开发工程师）,福州-仓山区,02-09
310,广州硕星信息科技股份有限公司,1-1.7万/月,PHP开发工程师,广州-天河区,02-09
311,广州君思网络科技有限公司,0.7-1万/月,PHP中级开发工程师,广州,02-09
312,海南小吆互娱科技有限公司,0.7-1.2万/月,PHP开发工程师,长沙-岳麓区,02-09
313,上海云深网络技术有限公司,0.7-1.4万/月,Python开发工程师,上海-浦东新区,02-09
314,珠海金山软件股份有限公司,1.3-2.6万/月,Python开发工程师,珠海,02-09
315,南京擎盾信息科技有限公司,1-1.5万/月,Python开发工程师,南京-雨花台区,02-09
316,深圳市览众科技股份有限公司,7-9千/月,Python开发工程师,深圳-南山区,02-09
317,销售易,2.5-3万/月,Python开发工程师,北京,02-06
318,北京神黄科技股份有限公司,1-2万/月,Python开发工程师,北京-东城区,02-06
319,达而观信息科技（上海）有限公司,1-1.5万/月,Python开发工程师,上海-浦东新区,02-06
320,江苏达科信息科技有限公司,0.8-1.5万/月,Python开发工程师,南京,02-06
321,深圳市猎芯科技有限公司,3-5千/月,Python开发工程师（实习生）,深圳-龙岗区,02-06
322,无锡易销互联网科技有限公司,0.8-1万/月,PHP开发工程师,无锡-惠山区,02-09
323,广州传承网络科技有限公司,6-8千/月,PHP开发工程师,广州-越秀区,02-09
324,51Talk无忧英语北京高端招聘一部,2-3.5万/月,高级PHP开发/PHP开发leader,北京-海淀区,02-09
325,深圳市超盟金服技术信息服务有限公司,1-2万/月,PHP开发工程师,深圳-南山区,02-09
326,寻仟信息科技(上海)有限公司,1.5-2万/月,Python开发工程师,上海-徐汇区,02-09
327,北京中宇华兴科技有限公司,0.8-1万/月,Python开发工程师,北京,02-09
328,宁波市人才服务中心,1-1.5万/月,Python开发工程师,异地招聘,02-09
329,北京点石经纬科技有限公司,1.5-2.5万/月,Python开发工程师,北京-海淀区,02-09
330,郑州珑凌科技有限公司,5-8千/月,Python开发工程师,郑州-金水区,02-09
331,上海归墟电子科技有限公司,1-1.5万/月,后台PHP开发工程师,上海-浦东新区,02-09
332,重庆三十七度健康管理有限公司,4.2-7.3千/月,PHP软件工程师你有能力，我有空间,重庆-九龙坡区,02-09
333,南京灵动信息技术有限公司,0.7-1万/月,PHP项目经理,扬州,02-09
334,青岛知行国际经济技术合作有限公司,15-20万/年,招募赴日本 JAVA/php/mysql 工程师，无日语基础也可,济南-历下区,02-09
335,上海晨光文具股份有限公司,1-1.6万/月,Python开发工程师,上海-徐汇区,02-07
336,广州西麦科技股份有限公司,0.8-1万/月,Python开发工程师,广州,02-07
337,青岛青科世纪信息技术有限公司,0.6-1万/月,Python开发工程师,青岛-崂山区,02-07
338,西安优逸客网络科技有限公司,4-7.9千/月,Python开发工程师,西安-雁塔区,02-07
339,上海炫踪网络股份有限公司,1-1.5万/月,python开发工程师(大数据方向),上海,02-07
340,广州另类网络科技有限公司,1-1.5万/月,Python开发工程师,广州-天河区,02-08
341,华强方特文化科技集团股份有限公司,0.6-1.5万/月,Python开发工程师,深圳,02-08
342,上海量锐信息科技有限公司,1.2-1.8万/月,Python开发工程师,上海-黄浦区,02-08
343,杭州锐翌基因技术有限公司,0.8-1.2万/月,Python开发工程师,杭州,02-08
344,镇江西陆文化传媒有限公司,5-8千/月,PHP开发工程师,镇江,02-09
345,乐天创研（北京）科技有限公司,1.5-2.5万/月,PHP开发工程师,大连-高新园区,02-09
346,福建省中电网络科技有限公司,1-1.5万/月,高级PHP程序员,莆田,02-09
347,云南伏摩科技有限公司,0.6-1万/月,PHP工程师,昆明-五华区,02-09
348,湖北口碑金融信息服务有限公司,0.5-1万/月,PHP中高级开发工程师,襄阳,02-09
349,河南省酒路通电子商务有限公司,6-8千/月,PHP开发工程师,郑州-金水区,02-09
350,北京云族佳科技有限公司,2-2.5万/月,PHP高级开发工程师,北京-朝阳区,02-09
351,魅丽加美（北京）生物科技有限公司,1-1.5万/月,PHP开发工程师,北京-通州区,02-09
352,广州一小时科技有限公司,4.5-6千/月,PHP高级开发工程师,广州-番禺区,02-09
353,金蝶蝶金云计算有限公司,1.2-2.5万/月,PHP开发工程师,深圳,02-09
354,重庆亿源财税咨询有限公司,5-8千/月,PHP开发工程师,重庆-渝中区,02-09
355,深圳市众择科技有限公司,1.5-3万/月,高级Java/PHP开发工程师,深圳-龙岗区,02-09
356,北京思迪康泰科技有限公司,1-1.5万/月,python开发工程师,上海-浦东新区,02-09
357,平纳科（上海）信息咨询有限公司,1.2-1.5万/月,Python开发工程师,上海-浦东新区,02-09
358,深圳市博奥特科技有限公司,1.5-2万/月,Python开发工程师,上海-浦东新区,02-09
359,武汉尺子科技有限公司,0.8-2万/月,Python开发工程师,武汉-洪山区,02-09
360,佛山市平河科技有限公司,4.5-8千/月,Python开发工程师,佛山-禅城区,02-06
361,杭州神中科技有限公司,1-1.5万/月,Python开发工程师,杭州-余杭区,02-06
362,深圳市花信科技控股有限公司,1-2万/月,python开发工程师,深圳-福田区,02-06
363,深圳好多银科技有限公司,0.8-1.5万/月,Python开发工程师,深圳-罗湖区,02-06
364,深圳市对酒当歌科技有限公司,1-2万/月,Python开发工程师,深圳-宝安区,02-06
365,上海龙晶科技有限公司,0.6-1万/月,PHP软件工程师,上海-闵行区,02-09
366,西安创典全程地产顾问股份有限公司,0.6-1万/月,PHP工程师,西安,02-09
367,重庆市步联科技有限公司,6-8千/月,PHP开发工程师,重庆-渝北区,02-09
368,上海品戈广告有限公司,0.8-1.6万/月,高级PHP开发工程师（油霸项目）,成都,02-09
369,上海巨人网络科技有限公司,2.5-3万/月,高级Python开发工程师,上海-松江区,02-09
370,深圳市德科信息技术有限公司,1.5-2万/月,Python开发工程师,上海-浦东新区,02-09
371,上海庆科信息技术有限公司,0.8-1万/月,python开发工程师,上海-普陀区,02-09
372,吉林省金港计算机网络有限公司,0.8-1.5万/月,PHP主管,长春,02-09
373,南昌卓云科技有限公司,3.5-8千/月,PHP开发工程师,南昌-青云谱区,02-09
374,沈阳林科信息技术有限公司,6-8千/月,PHP开发工程师,沈阳,02-09
375,上海裕慕网络科技有限公司,1-1.5万/月,Python开发工程师,上海-闵行区,02-07
376,广州龙骐贸易有限公司,1-1.5万/月,Python开发工程师,广州-白云区,02-07
377,大连展锋人力资源开发有限公司,1.2-1.6万/月,高级Python开发工程师,大连,02-07
378,上海拓攻机器人有限公司,0.8-1.5万/月,Python开发工程师,南京-雨花台区,02-07
379,侬享时代网络科技有限公司,0.7-1.2万/月,Python开发工程师,杭州-西湖区,02-08
380,无锡市朝霞网络科技有限公司,0.8-1.5万/月,Python开发工程师,无锡,02-08
381,赛尔网络有限公司,0.8-1万/月,Python开发工程师,北京-海淀区,02-08
382,浙江童库网络科技服务有限公司,0.7-1.5万/月,php开发编程人员,杭州,02-09
383,徐州德音软件科技有限公司,4.5-6千/月,PHP软件工程师,徐州,02-09
384,成都思而科软件有限公司,0.6-1.2万/月,PHP工程师,成都-高新区,02-09
385,天津国科量子科技有限公司,0.8-1.6万/月,PHP开发工程师,天津-南开区,02-09
386,腾讯·大豫网,0.8-1万/月,PHP高级开发工程师,郑州-高新区,02-09
387,上海源邮网络科技有限公司,1.5-1.8万/月,PHP中级开发工程师,上海-徐汇区,02-09
388,广州家居热线网络科技有限公司,1-1.5万/月,PHP高级工程师（周末双休五险一金不加班）,广州,02-09
389,上海复深蓝软件股份有限公司,1.2-2.4万/月,Python开发工程师（编号03）,上海-徐汇区,02-09
390,常州美拓信息技术有限公司,0.6-1.5万/月,Python开发工程师,常州,02-09
391,博彦科技股份有限公司,1-1.5万/月,Python开发工程师,北京,02-09
392,杭州筑龙信息技术股份有限公司,1.5-2万/月,Python开发工程师,杭州-滨江区,02-09
393,北京信达泰和数据技术有限公司,1.5-2万/月,Python开发工程师,北京-东城区,02-09
394,上海敬庸信息科技有限公司,1-2万/月,Python开发工程师,天津-河西区,02-06
395,武汉网臻科技有限公司,0.8-1万/月,Python开发工程师,武汉-洪山区,02-06
396,深圳市芒柠科技有限公司,0.8-1.5万/月,Python开发工程师,深圳-南山区,02-06
397,深圳市源极光科技有限公司,1-1.5万/月,Python开发工程师,深圳-南山区,02-06
398,深圳市前海谷雨网络科技有限公司,1.5-2万/月,Python开发工程师,深圳-南山区,02-06
399,上海灵擎网络科技有限公司,1.2-1.8万/月,PHP开发工程师,上海-静安区,02-09
400,杰薄斯贸易（上海）有限公司,7-9千/月,PHP工程师-SO R,上海-闵行区,02-09
401,杭州众基网络科技有限公司,1-1.5万/月,PHP开发工程师,杭州-江干区,02-09
402,石家庄荣胜教育科技有限公司,1-1.5万/月,PHP技术总监,石家庄,02-09
403,上海量加网络科技有限公司,1.2-2万/月,Python开发工程师,上海-长宁区,02-09
404,赫里普（上海）信息科技有限公司,1-2万/月,Python开发工程师,上海-徐汇区,02-09
405,福州兜乐网络科技有限公司,0.3-1万/月,Python开发工程师,福州-仓山区,02-09
406,北京若森数字科技有限公司,1-1.5万/月,Python开发工程师（动漫）,北京-昌平区,02-09
407,深圳市以沃科技有限公司,0.8-1.2万/月,双休爬虫开发工程师php开发工程师python开发工程师,深圳-龙岗区,02-09
408,广东易生活信息科技有限公司,0.6-1万/月,PHP开发工程师,广州-荔湾区,02-09
409,广州市宝芝林大药房连锁有限公司,0.8-1.2万/月,php架构师/php高级程序员,广州-越秀区,02-09
410,上海复高计算机科技有限公司,1-2万/月,PHP开发工程师,上海-静安区,02-09
411,昆山衣尚品信息技术有限公司,0.8-1万/月,PHP开发工程师,昆山,02-09
412,徐州优狐网络科技有限公司,0.5-1万/月,高薪诚聘PHP工程师,徐州,02-09
413,杭州国辰机器人科技有限公司,12-20万/年,Python开发工程师,杭州-萧山区,02-07
414,钱咖网络科技（上海）有限公司,1.2-1.8万/月,Python开发工程师,上海-黄浦区,02-07
415,善林（上海）金融信息服务有限公司,1.2-1.5万/月,Python开发工程师(区块链),上海,02-07
416,深圳库尚信息技术有限公司,0.8-1.6万/月,python开发工程师,深圳,02-07
417,南宁西岸枫谷商务数据有限公司,5-6千/月,Python开发工程师,南宁,02-07
418,广州中国科学院计算机网络信息中心,0.9-1.5万/月,Python开发工程师,广州-南沙区,02-08
419,广州纷可网络有限公司,0.9-1.8万/月,Python开发工程师,广州-越秀区,02-08
420,南京青花瓷软件科技有限公司,0.6-1.1万/月,Python开发工程师（2年左右经验，外包）,南京,02-08
421,广州艾美网络科技有限公司,0.8-1.3万/月,Python开发工程师,广州-番禺区,02-08
422,广州回头车信息科技有限公司,1.2-1.6万/月,Python开发工程师,广州-天河区,02-08
423,上海心灵伙伴览育信息技术有限公司,1.5-3万/月,高级PHP工程师,上海-普陀区,02-09
424,广州小妖传媒有限公司,1-1.6万/月,PHP开发工程师（后端）,广州-天河区,02-09
425,天津市创意时代科技有限公司,6-8千/月,高薪诚聘PHP开发工程师,天津,02-09
426,魔方元科技,1.3-2.6万/月,中高级php开发工程师,上海,02-09
427,北京华脉世纪石油科技有限公司,0.5-1万/月,PHP/ASP开发工程师,北京,02-09
428,深圳市德科信息技术有限公司,1-1.5万/月,PHP后台开发工程师,广州-天河区,02-09
429,我来修修（北京）科技有限公司,0.8-1万/月,PHP开发工程师,北京-朝阳区,02-09
430,上海康尔泰软件科技有限公司,1.5-2万/月,PHP WEB系统开发经理,上海-徐汇区,02-09
431,高顿教育集团,0.8-1万/月,PHP开发工程师,上海-虹口区,02-09
432,山东板凳教育咨询有限公司,0.6-1万/月,PHP技术经理,济南-高新区,02-09
433,黑马财金（北京）科技有限公司,0.8-1.5万/月,PHP高级开发工程师,济南,02-09
434,天聚地合（苏州）数据股份有限公司,1-1.5万/月,python开发工程师,苏州-工业园区,02-09
435,上海行动教育科技股份有限公司,1-1.5万/月,Python开发工程师,上海-闵行区,02-09
436,深圳市博奥特科技有限公司,1-1.5万/月,Python开发工程师,深圳-福田区,02-09
437,哈工大机器人集团有限公司,0.6-2万/月,Python开发工程师,珠海,02-09
438,北京中体骏彩信息技术有限公司,1.5-2万/月,Python开发工程师,北京-朝阳区,02-06
439,昆明步卓科技有限公司,0.6-1万/月,Python开发工程师,昆明-五华区,02-05
440,杭州昇星网络科技有限公司,150元/天,Python开发工程师,杭州,02-05
441,广州量川科技有限公司,0.8-1.2万/月,php开发工程师,广州-海珠区,02-09
442,孩子王儿童用品股份有限公司,0.7-1.2万/月,南京-PHP工程师（2018届应届生）,南京-江宁区,02-09
443,上海城置投资控股集团有限公司,1.6-2.8万/月,Python开发工程师,上海-浦东新区,02-09
444,鲜生活冷链物流有限公司,1-1.5万/月,Python开发工程师,成都-锦江区,02-09
445,杭州合众数据技术有限公司,1-2万/月,Python开发工程师,杭州-滨江区,02-09
446,喜多福国际贸易（广州）有限公司,0.8-1.6万/月,PHP资深开发工程师,广州-南沙区,02-09
447,广州市有律法律咨询有限公司,1.5-2万/月,PHP高级开发工程师,广州-天河区,02-09
448,东莞市怡美生活科技有限公司,0.6-1.2万/月,PHP程序员/PHP开发经理/PHP工程师,东莞,02-09
449,广州手趣网络科技有限公司,0.9-1.5万/月,PHP开发工程师,广州-天河区,02-09
450,珠海安娜贝拉珠宝有限公司,0.6-2万/月,Python开发工程师,珠海,02-07
451,长沙麦都网络科技有限公司,0.8-1万/月,Python开发工程师,长沙-长沙县,02-07
452,中软国际科技服务有限公司,0.8-1万/月,Python开发工程师,西安-雁塔区,02-07
453,深圳房讯通信息技术有限公司,1.7-2万/月,Python开发工程师,深圳,02-08
454,博彦科技股份有限公司,0.8-1.5万/月,Python开发工程师,武汉-江夏区,02-08
455,广州市博道信息科技有限公司,1.5-2万/月,Python开发工程师,广州-天河区,02-08
456,上海优刻得信息科技有限公司,1.5-2.5万/月,初级Python开发工程师,上海-杨浦区,02-08
457,重庆万家燕健康产业集团有限公司,6-8千/月,中级PHP开发工程师,重庆-大渡口区,02-09
458,山东科瑞石油装备有限公司,2-3万/月,PHP开发经理（架构师）,北京-朝阳区,02-09
