location,time,sallary,name,duty 
北京,03-07,5-7万/月,山西德元堂药业有限公司,销售总监（全国--直营体系）
杭州-滨江区,03-07,10万以上/月,杭州旦悦科技有限公司-abc360,师训总监/副总监
广州-天河区,03-07,5000元/天,兴业银行股份有限公司广州信用卡中心,兴业银行实习生
杭州-拱墅区,03-07,8-11万/月,中均商业保理有限公司,法务专员
温州,03-07,60-80万/年,新城控股集团温州公司,项目总经理
上海-长宁区,03-07,23-38万/月,科莱恩化工（中国）有限公司 Clar...,CN02SH-163 Senior Technical Marketing Manager
上海-浦东新区,03-08,7-10万/月,嘉兴久栖酒店管理有限公司,行政后勤专员
广州-番禺区,03-08,60-80万/年,广东奶酪投资基金股份有限公司,营销总经理
成都-高新区,03-08,10000元/天,四川田园文景旅游服务有限公司,讲解员
南昌-青山湖区,03-08,80-100万/年,正邦集团有限公司,集团财务总监
北京-朝阳区,03-08,10-20万/月,北京钱得乐科技有限公司,产品运营经理（金融方向）
杭州-萧山区,03-08,10万以上/月,杭州圣加中物联网技术有限公司,前端工程师
深圳-福田区,03-07,7-10万/月,深圳光汇石油电子商务有限公司,金融事业部总经理
杭州-余杭区,03-08,2500元/天,杭州公高科技有限公司,销售代表
无锡-锡山区,03-08,100万以上/年,维克斯坦信息技术江苏有限公司,PHP微信小程序开发/创业项目合伙
常州,03-08,5-7万/月,上海橡树装饰工程有限公司,施工员
北京-大兴区,03-08,100万以上/年,北京辰禹能源科技有限公司,市场营销总监
广州-花都区,03-08,5-7万/月,广州鹰堡美发用品厂有限公司,产品开发工程师
东莞-桥头镇,03-08,20-100万/月,广东宏工物料自动化系统有限公司,销售总监
宁波,03-07,7-10万/月,宁波长青家居用品有限公司,跨境电商运营
广州-海珠区,03-07,7-10万/月,广州素刻服装有限公司,女装设计师
青岛-崂山区,03-07,7-10万/月,利达集团,财务经理
昆明-西山区,03-07,3000元/天,云南拓能物业服务有限公司,***会计
湖南省,03-07,5-7万/月,大汉城镇建设有限公司,市场拓展经理
上海,03-07,60-80万/年,上海小糸车灯有限公司,ADAS应用技术主管
佛山,03-08,80-100万/年,佛山中原地产代理有限公司,事业部总经理
异地招聘,03-08,5-10万/月,林氏木业,电商运营经理/电商运营总监
上海-浦东新区,03-08,80-100万/年,上海德景投资管理有限公司,渠道销售总监
沈阳,03-08,5-15万/月,北京龙文环球教育科技有限公司铁西...,铁西、皇姑校区初高中数学教师
杭州,03-07,5-7万/月,杭州捷盟企业管理咨询有限公司,市场/营销总监
上海-奉贤区,03-07,5-5万/月,上海锦江国际理诺士酒店管理专修学院,Dean/教务长
厦门,03-07,5-10万/月,佰业汇通（厦门）网络科技有限公司,全国招商总监
长沙,03-07,10-20万/月,湖南永鑫建设有限公司,技术负责人
广州-番禺区,03-07,7-10万/月,广州市跃域营销策划有限公司,室内设计师
无锡,03-08,80-100万/年,无锡脑镁素生物医药科技有限公司,营销副总
惠州,03-07,4200元/天,惠州市卡儿酷科技有限公司,SMT维修员
上海-浦东新区,03-07,60-80万/年,科天国际贸易（上海）有限公司,(Sr.) Account Manager
异地招聘,03-07,5-25万/月,圣凯诺服饰有限公司苏南办事处,职业装团购销售
沈阳-沈河区,03-07,5-7万/月,中国平安人寿保险股份有限公司沈阳...,储备干部
深圳,03-07,2130元/小时,深圳迈睿智能科技有限公司,品质部IQC
北京-通州区,03-07,5-7万/月,北京华正东方科技有限公司,汽车钣金
异地招聘,03-07,80-100万/年,深圳市宝丽莱贸易有限公司,销售总监（网络安全教育行业）
上海,03-07,300元/小时,上海杨浦区五角星亲子进修学校,***老师
重庆,03-07,60-120万/年,广州富力地产（重庆）有限公司,项目总经理
上海-浦东新区,03-07,5-7万/月,上海大匡教育科技有限公司,高级销售副总
长沙,03-07,10-20万/月,长沙北斗产业安全技术研究院有限公司,C++开发工程师
杭州-拱墅区,03-07,60-80万/年,山东创道股权投资基金管理有限公司...,销售副总
北京-海淀区,03-07,5-20万/月,北京绿色生活家政服务有限公司,君生设计业务拓展
杭州-上城区,03-07,60-80万/年,杭州市商贸旅游集团有限公司,市商旅金融投资公司总经理
深圳,03-07,4500元/天,深圳市航天无线通信技术有限公司,维修技术员
上海-浦东新区,03-07,10-20万/月,上海橙果教育信息咨询有限公司,教务经理
北京,03-07,10万以上/月,奥林巴斯（北京）销售服务有限公司,培训活动对应担当(会日语优先)
上海,03-07,12-20万/月,正奇安徽金融控股有限公司,融资租赁业务主管
深圳-南山区,03-07,8-10万/月,武汉市哈哈便利科技有限公司,深度学习图像算法专家/科学家
异地招聘,03-07,80-100万/年,重庆万达广场置业有限公司,投资拓展总监
石家庄,03-07,6-12万/月,石家庄西泰克电子科技有限公司,单片机开发工程师
异地招聘,03-07,6-8万/月,上海万创危险品物流有限公司,业务经理
北京,03-07,5-7万/月,汉森（北京）管理咨询有限公司,招聘总监
宿迁,03-07,10万以上/月,江苏景宏新材料科技有限公司,销售员
广州,03-07,640元/小时,广东华与泰信息科技股份有限公司,计算机专业自学考试微课课程教师
苏州-吴江区,03-07,7-10万/月,苏州市华尔居装饰工程有限公司,室内设计师(吴江店）
苏州-工业园区,03-07,10万以上/月,信和财富投资管理（北京）有限公司...,客户经理资深(18000+提成+旅游）
苏州-工业园区,03-07,20-40万/月,苏州海加网络科技股份有限公司,财务总监（IPO）
东莞-长安镇,03-07,60-80万/年,深圳市佳美达皮具发展有限公司,外贸经理
上海-静安区,03-07,80-100万/年,同策房产咨询股份有限公司,项目总监（资产证券化）
珠海-香洲区,03-07,5-7万/月,珠海市卓方装饰有限公司,人力资源主管
上海-闵行区,03-07,300元/小时,上海诺美学校,托福SAT/AP教师
长沙,03-07,5-7万/月,旭辉集团长沙公司,项目总经理
无锡,03-07,6-12万/月,江苏新瑞贝科技股份有限公司,软件开发工程师
成都,03-07,12-18万/月,四川德宝强化木地板有限责任公司,渠道经理
深圳-罗湖区,03-07,5-7万/月,香港富朗医疗实业集团有限公司,区域销售经理
异地招聘,03-07,30-60万/月,帆诗（上海）企业管理咨询有限公司,招聘物流销售及物流销售管理人员
广州-番禺区,03-07,10-20万/月,广州城投智慧城市科技发展有限公司,投资主管
合肥-经开区,03-07,5-7万/月,合肥科拿汽车零部件有限公司,注塑领班
上海-浦东新区,03-07,100万以上/年,上海锘钛通信科技有限公司,运营总监
苏州-工业园区,03-07,5-7万/月,智慧芽信息科技（苏州）有限公司,大数据总监
北京-海淀区,03-07,10-16万/月,艾瑞迈迪医疗科技（北京）有限公司,医疗器械注册专员（急聘）
深圳-福田区,03-07,100万以上/年,深圳壹昊金融控股股份有限公司,投资银行事业部总经理（深圳壹昊金控集团）
深圳-南山区,03-07,10-25万/月,深圳星桥数据技术有限公司,项目经理
异地招聘,03-07,60-200万/年,深圳市澳华农牧有限公司,猪料技术总监
青岛-城阳区,03-07,10-20万/月,青岛民航凯亚系统集成有限公司,Java高级开发工程师
杭州,03-07,80-100万/年,快客电梯有限公司,营销中心总监
广州-天河区,03-06,60-100万/年,广州酷旅旅行社有限公司,产品总监/运营总监
沈阳-和平区,03-07,5-7万/月,沈阳黑猫网络科技有限公司,技术总监
异地招聘,03-07,5-7万/月,江西东江环保技术有限公司,业务员南昌
广州-天河区,03-07,7-10万/月,广州市威柏乐器制造有限公司,外贸经理
深圳-宝安区,03-07,4500元/天,深圳市华天启科技有限公司,生产组长
杭州,03-06,80-100万/年,杭州西湖房地产集团有限公司,项目总经理
北京,03-06,5-7万/月,北京大黄猫知识产权服务有限公司,电商经理
南通,03-12,60-80万/年,江苏运杰置业有限公司,财务总监
济南,03-06,10万以上/月,山东众阳软件有限公司,高薪诚聘软件销售
长沙,03-06,15-20万/月,湖南腾远智能设备有限公司,项目主管
上海-浦东新区,03-06,100万以上/年,金辉地产上海公司,市场定位副总监
南京-秦淮区,03-07,60-80万/年,上海复地投资管理有限公司,星纬资本-南京商管-项目总经理
郑州-新郑市,03-07,14-20万/月,领益科技（深圳）有限公司,品质经理--郑州
武汉-洪山区,03-07,8-12万/月,武汉市哈哈便利科技有限公司,深度学习图像算法专家/科学家
上海-浦东新区,03-06,15-25万/月,宁波通商银行股份有限公司,汽车金融部区域经理
上海-浦东新区,03-06,7.9-12.9万/月,中国惠普有限公司,Inside Sales 大客户电话销售
成都,03-06,300元/小时,成都谦牧文化传播有限公司,古琴老师
东莞,03-06,100-200万/年,派生科技集团股份有限公司,深度学习算法工程师
深圳-福田区,03-06,5-7万/月,深圳市沃恩供应链有限公司,主管会计
大连-沙河口区,03-06,5-15万/月,峰上大宅装饰工程（大连）有限公司,资深家装设计师
西安-未央区,03-06,100-200万/年,陕西华泰龙工程科技集团有限公司,总经理
宁波,03-06,7-10万/月,宁波伯乐进出口有限公司,外贸经理
异地招聘,03-06,7-10万/月,北京中鼎建业咨询有限公司,急聘注册消防工程师
宣城,03-06,10-25万/月,安徽广宏顶管装备制造有限公司,工程项目经理
上海,03-07,5-7万/月,上海掌越科技有限公司,区块链开发工程师
深圳,03-07,5-7万/月,深圳市邦韦人力资源有限公司,设计总监（主创）(gzhh)
杭州-西湖区,03-07,10万以上/月,杭州爱讯科技有限公司,销售总监
杭州,03-07,10万以上/月,湖州大风车网络科技有限公司,招商经理
上海-浦东新区,03-07,5-6万/月,上海点牛互联网金融信息服务有限公司,市场运营COO
宁波,03-06,5-7万/月,宁波威特豪斯木业科技有限公司,设计专员
北京-顺义区,03-06,10000元/天,北京永华控制技术有限公司,电控工程师
异地招聘,03-06,7-10万/月,广东博爱医疗集团有限公司,会计主管
济南,03-06,7-10万/月,东软集团股份有限公司,基础软件-运营商行业BD（业务拓展经理）
上海,03-06,10万以上/月,北京嘉利智联营销管理股份有限公司,媒介策划
广州,03-06,10万以上/月,CRANES INTERNATIONAL HK COMPANY...,外贸业务跟单/merchandiser
广州,03-06,5-7万/月,广州薇美姿实业有限公司,大区总监（全国分配）
无锡,03-06,10-20万/月,东莞市莱盾实业有限公司,车间生产主管
昆山,03-06,10万以上/月,昆山科涵电子设备有限公司,普工  技工 PP焊接工
南宁,03-06,10万以上/月,广发银行股份有限公司信用卡中心,信用卡专员
珠海-香洲区,03-07,5-7万/月,珠海爱思特医疗美容有限公司,程序（PHP开发工程师）
南京,03-07,10万以上/月,上海林熙投资管理有限公司,基金经理
异地招聘,03-07,7-10万/月,诚信行物业管理集团,项目经理
广州-花都区,03-07,5-7万/月,广州高缇雅精细化工有限公司,洗护研发工程师
北京-西城区,03-07,300元/小时,北京墨客文化发展有限公司,专职、***书法美术教师（含硬笔书法）
异地招聘,03-06,5-7万/月,佛山市筑巢装饰设计工程有限公司,消防施工员
异地招聘,03-06,5-7万/月,湖南君泰生物科技股份有限公司,国际贸易采购
北京,03-06,5-7万/月,北京看购科技有限公司,销售总经理
上海-虹口区,03-06,10-15万/月,上海外国语大学贤达经济人文学院,幼儿园园长
广东省,03-06,5-7万/月,广东蕉岭建筑工程集团有限公司,安全员
佛山-南海区,03-06,10万以上/月,深圳市鹏信资产评估土地房地产估价...,注册房地产、土地估价师
郑州,03-06,7-10万/月,君岳医药科技（上海）有限公司,临床监查员/临床研究员/CRA（homebase）
厦门,03-06,10万以上/月,安费诺电子装配（厦门）有限公司,电子工程师（芯片）Electronics Engineer
济南-历下区,03-06,7-10万/月,济南智达知识产权代理有限公司,销售代表
北京-朝阳区,03-06,100万以上/年,中视前卫影视传媒有限公司,电视广告客户经理
重庆-渝北区,03-06,5-7万/月,重庆虎猛广告标识有限公司,视觉展示设计师
上海-虹口区,03-06,5-7万/月,上海爱迅国际货运代理有限公司,海运出口操作
