,duty,sallary,name,time,location
5598,WXG08-121 微信机器学习算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5599,SA-腾讯社交广告算法工程师（OM方向 深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5600,MIG16-自动驾驶点云感知算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5601,高级图像算法工程师,10-15万/年,北京一针机器人科技有限公司,2月7日,北京-朝阳区
5602,高级图像算法工程师,10-15万/年,北京一针机器人科技有限公司,2月7日,北京-朝阳区
5603,大数据算法工程师,25-30万/年,科大讯飞股份有限公司,2月7日,合肥
5604,数据挖掘算法工程师,15-25万/年,科大讯飞股份有限公司,2月7日,合肥
5605,高级应用算法工程师,15-20万/年,江苏金智科技股份有限公司,2月7日,上海-徐汇区
5606,运动控制算法工程师,0.8-1.8万/月,广东奥普特科技股份有限公司,2月7日,异地招聘
5607,运动控制算法工程师,0.8-1.8万/月,广东奥普特科技股份有限公司,2月7日,异地招聘
5608,电机算法工程师,1-2.5万/月,比亚迪股份有限公司,2月6日,深圳-坪山区
5609,算法工程师（自然语言）(008790),1.5-3万/月,南京苏宁软件技术有限公司,2月6日,北京
5610,图像算法工程师(003795),1-2万/月,苏宁云商集团股份有限公司-IT总部,2月6日,南京
5611,算法工程师（优化）(008787),1.5-3万/月,南京苏宁软件技术有限公司,2月6日,北京
5612,高级算法工程师（计算机视觉）(007994),2-3万/月,苏宁云商集团股份有限公司,2月6日,南京
5613,算法工程师（自然语言）(007993),2-3万/月,苏宁云商集团股份有限公司,2月6日,南京
5614,25926-机器学习算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5615,25926-自然语言处理算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5616,OMG236-推荐算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5617,OMG236-视频推荐算法工程师(北京),,深圳市腾讯计算机系统有限公司,2月7日,北京
5618,SNG04-推荐算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5619,TEG13-图像算法工程师(深圳),,深圳市腾讯计算机系统有限公司,2月7日,深圳
5620,MIG09-NLP高级算法工程师,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5621,HY2-游戏AI高级算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5622,图像分析算法工程师,0.6-1万/月,广东奥普特科技股份有限公司,2月7日,异地招聘
5623,图像分析算法工程师,0.8-1.2万/月,广东奥普特科技股份有限公司,2月7日,东莞-长安镇
5624,伺服驱动算法工程师,0.8-1.8万/月,广东奥普特科技股份有限公司,2月7日,异地招聘
5625,伺服驱动算法工程师,0.8-1.8万/月,广东奥普特科技股份有限公司,2月7日,东莞-长安镇
5626,伺服驱动算法工程师,0.8-1.8万/月,广东奥普特科技股份有限公司,2月7日,异地招聘
5627,行为决策算法工程师,0.8-1.5万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5628,动作规划算法工程师,0.8-1.5万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5629,深度学习算法工程师（视觉/图像处理方向,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5630,机器视觉算法工程师,0.8-1.5万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5631,通信算法工程师,0.8-1.5万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5632,决策规划算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5633,雷达信号处理算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5634,22989-高级图像处理算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5635,图像算法工程师,0.8-1.5万/月,深圳市圆融精密电子有限公司,2月6日,北京-海淀区
5636,机器视觉算法工程师,0.6-1万/月,湖南睿图智能科技有限公司,2月6日,长沙-岳麓区
5637,算法工程师,1.5-2万/月,达达-京东到家,2月6日,北京-大兴区
5638,算法工程师,1.5-2.5万/月,达达-京东到家,2月6日,北京-大兴区
5639,算法工程师,1-2.5万/月,深迪半导体（上海）有限公司,2月6日,成都
5640,控制算法工程师,0.8-1万/月,深圳贝格动力科技有限公司,2月7日,深圳-南山区
5641,无人驾驶决策规划算法工程师,0.8-1万/月,深圳贝格动力科技有限公司,2月7日,深圳-南山区
5642,雷达算法工程师,0.8-1万/月,深圳贝格动力科技有限公司,2月7日,深圳-南山区
5643,MIG18-开放平台广告算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5644,SA-腾讯社交广告算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5645,23671-高级广告算法工程师 （深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5646,SNG02-机器学习算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5647,控制算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5648,仿真系统算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5649,规划决策算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5650,辅助驾驶算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5651,无人车算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5652,智能驾驶算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5653,无人驾驶算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5654,算法工程师,2-4万/月,深迪半导体（上海）有限公司,2月6日,上海
5655,算法工程师,0.8-2万/月,深圳市赛格导航科技股份有限公司,2月6日,深圳-龙岗区
5656,算法工程师,0.8-1万/月,天津普仁万合信息技术有限公司,2月6日,天津-滨海新区
5657,高级算法工程师,1.5-2.5万/月,上海赫千电子科技有限公司,2月6日,成都-高新区
5658,高级机器学习算法工程师,1.5-2.5万/月,北京的卢深视科技有限公司,2月6日,合肥
5659,图像处理算法工程师,0.8-1.2万/月,湖南海森格诺信息技术有限公司,2月6日,长沙
5660,深度学习算法工程师,50-60万/年,上海使爱智能科技有限公司,2月6日,上海-普陀区
5661,机器人算法工程师,2-3万/月,无锡威卓智能机器人有限公司,2月6日,无锡
5662,GH-视频算法工程师,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5663,22090-天天快报-相关推荐算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5664,22090-天天快报-算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5665,HY2-机器学习高级算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5666,TEG13-OCR算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5667,MIG16-计算机视觉高级算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5668,MIG18-核心算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5669,MIG16-自动驾驶机器人SLAM算法工程师(北京),,深圳市腾讯计算机系统有限公司,2月7日,北京
5670,深度学习算法工程师,0.8-2万/月,长沙智能驾驶研究院有限公司,2月6日,长沙-岳麓区
5671,车辆控制算法工程师,1.5-3.5万/月,舜宇光学（浙江）研究院有限公司,2月6日,杭州-滨江区
5672,SLAM/导航避障算法工程师,25-50万/年,舜宇光学（浙江）研究院有限公司,2月6日,杭州-滨江区
5673,计算机视觉/图像算法工程师,25-50万/年,舜宇光学（浙江）研究院有限公司,2月6日,杭州-滨江区
5674,高级算法工程师,2-3万/月,江苏车置宝信息科技股份有限公司,2月6日,上海-徐汇区
5675,GNSS算法工程师,0.8-2万/月,广东海格怡创科技有限公司,2月6日,广州
5676,机器人算法工程师,2-3万/月,无锡威卓智能机器人有限公司,2月6日,异地招聘
5677,机器人算法工程师,2-3万/月,无锡威卓智能机器人有限公司,2月6日,异地招聘
5678,HY1-自然语言处理算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5679,24111-医疗类高级算法工程师,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5680,MIG18-机器学习算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5681,MIG18-开放平台广告算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5682,SNG16-腾讯音乐全民K歌音频算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5683,SNG16-腾讯音乐音频算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5684,WXG08-121 微信广告算法工程师(广州),,深圳市腾讯计算机系统有限公司,2月7日,广州
5685,深度学习视觉算法工程师,0.7-1.4万/月,广东海格怡创科技有限公司,2月6日,广州-天河区
5686,算法工程师（数学或地理）,1-1.8万/月,广东海格怡创科技有限公司,2月6日,广州
5687,算法工程师（地理或数学）,1-1.8万/月,广东海格怡创科技有限公司,2月6日,广州
5688,算法工程师GNSS,1-1.8万/月,广东海格怡创科技有限公司,2月6日,广州
5689,FPGA算法工程师,1-1.5万/月,广东海格怡创科技有限公司,2月6日,广州
5690,高级人工智能(深度学习)算法工程师,1-2万/月,广东海格怡创科技有限公司,2月6日,广州
5691,MIG06-搜索算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5692,SNG16-推荐算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5693,24547-高级广告算法工程师（上海）,,深圳市腾讯计算机系统有限公司,2月7日,上海
5694,人工智能(深度学习)算法工程师,0.8-1.6万/月,广东海格怡创科技有限公司,2月6日,广州-天河区
5695,感知定位算法工程师,1.5-3.5万/月,深圳市易成自动驾驶技术有限公司北...,2月6日,北京-朝阳区
5696,算法工程师（地理或数学）,1-1.8万/月,广东海格怡创科技有限公司,2月6日,广州
5697,SA-腾讯社交广告算法工程师（上海）,,深圳市腾讯计算机系统有限公司,2月7日,上海
5698,SNG16-音频机器学习算法工程师（深圳）,,深圳市腾讯计算机系统有限公司,2月7日,深圳
5699,WXG08-121 模式识别自然语言处理（高级）算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5700,WXG08-121 模式识别机器学习（高级）算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5701,MIG16-自动驾驶SLAM算法工程师（北京）,,深圳市腾讯计算机系统有限公司,2月7日,北京
5702,算法工程师,1.5-3.5万/月,深圳市易成自动驾驶技术有限公司北...,2月6日,北京-朝阳区
5703,导航算法工程师（应届）,0.8-1.2万/月,深圳智航无人机有限公司,2月6日,深圳
5704,自动控制算法工程师（应届）,0.8-1.2万/月,深圳智航无人机有限公司,2月6日,深圳
5705,机器视觉算法工程师（应届）,0.8-1.2万/月,深圳智航无人机有限公司,2月6日,深圳
5706,C语言算法工程师-出差,1-1.5万/月,深圳创达云睿智能科技有限公司,2月6日,深圳-南山区
5707,算法工程师,1-2.5万/月,深圳创达云睿智能科技有限公司,2月6日,深圳-南山区
5708,SLAM算法工程师,1.8-3万/月,杭州极木科技有限公司,2月6日,杭州-滨江区
5709,FPGA算法工程师,1-1.5万/月,广东海格怡创科技有限公司,2月6日,广州
5710,图像处理算法工程师,0.7-1.8万/月,中科慧远视觉技术（洛阳）有限公司,2月6日,北京-海淀区
5711,通信系统算法工程师,0.7-1.5万/月,西安博瑞集信电子科技有限公司,2月6日,西安
5712,算法工程师（控制/视觉）,1-3万/月,北京配天技术有限公司,2月6日,北京-海淀区
5713,2018校招-算法工程师,20-30万/年,小黑鱼科技有限公司,2月6日,南京
5714,2018校招-算法工程师,20-30万/年,小黑鱼科技有限公司,2月6日,异地招聘
5715,大数据算法工程师（应届/实习）,0.6-1.2万/月,上海派拉软件股份有限公司,2月6日,上海-浦东新区
5716,算法工程师,0.8-1万/月,沈阳开普医疗影像技术有限公司,2月6日,沈阳-浑南区
5717,算法工程师(信号处理),40-50万/年,深圳易思网络技术有限公司,2月6日,深圳
5718,算法工程师（动态定价）,1.5-2.5万/月,达达-京东到家,2月6日,上海-浦东新区
5719,算法工程师,0.8-1.5万/月,武汉百络优物联科技有限公司,2月6日,武汉-洪山区
5720,算法工程师,1-1.5万/月,东方融资网,2月6日,上海-普陀区
5721,通信算法工程师,1-1.5万/月,北京中科晶上科技股份有限公司,2月6日,北京-海淀区
5722,视频处理算法工程师,1-1.5万/月,北京中科晶上科技股份有限公司,2月6日,北京-海淀区
5723,测量算法工程师,1-1.5万/月,北京中科晶上科技股份有限公司,2月6日,北京-海淀区
5724,视觉算法工程师,1.5-2万/月,深圳市天益智网科技有限公司,2月6日,深圳
5725,资深算法工程师（指纹识别）,2-4万/月,深圳思卡锐信息咨询有限公司,2月6日,深圳-南山区
5726,SLAM算法工程师,17-28万/年,浙江舜宇智能光学技术有限公司,2月6日,杭州-滨江区
5727,3D图像算法工程师,16-28万/年,浙江舜宇智能光学技术有限公司,2月6日,杭州-滨江区
5728,高级算法工程师,2-3万/月,深圳市自行科技有限公司武汉分公司,2月6日,武汉-洪山区
5729,人脸识别算法工程师（某安防领军企业）,1.5-2万/月,浙江中通文博服务有限公司,2月6日,杭州-滨江区
5730,语音识别算法工程师（某安防领军企业）,1.5-2万/月,浙江中通文博服务有限公司,2月6日,杭州-滨江区
5731,深度学习算法工程师（某安防领军企业）,1.5-2万/月,浙江中通文博服务有限公司,2月6日,杭州-滨江区
5732,图像处理算法工程师,0.8-1.5万/月,安徽博微太赫兹信息科技有限公司,2月6日,合肥-蜀山区
5733,高级算法工程师,30-60万/年,浙江舜宇智能光学技术有限公司,2月6日,杭州-滨江区
5734,图像算法工程师（手机方向）,20-35万/年,浙江舜宇智能光学技术有限公司,2月6日,杭州-滨江区
5735,算法工程师,0.8-1.5万/月,深圳市特思威尔科技有限公司,2月6日,深圳-宝安区
5736,算法工程师,1.3-2.5万/月,上海直真君智科技有限公司,2月6日,上海-徐汇区
5737,音频算法工程师,0.8-1.6万/月,杭州艾力特音频技术有限公司,2月6日,杭州-西湖区
5738,算法工程师（储能方向）,0.8-1.2万/月,江门市地尔汉宇电器股份有限公司,2月6日,江门
5739,数据分析算法工程师,1-1.5万/月,上海索辰信息科技有限公司,2月5日,北京-海淀区
5740,天线算法工程师,0.8-2万/月,上海航天电子有限公司,2月5日,上海-嘉定区
5741,传感器融合算法工程师,1.5-2万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5742,电机算法工程师,2-4万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5743,语音声学算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,北京-海淀区
5744,语音声学算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5745,算法工程师（大数据）,2-5万/月,广东曼拓信息科技有限公司,2月5日,广州-天河区
5746,算法工程师-鼎富科技-金融智能应用运营中心,1.5-2万/月,北京神州泰岳软件股份有限公司,2月5日,成都
5747,助理算法工程师-鼎富科技-金融智能应用运营中心,0.8-1万/月,北京神州泰岳软件股份有限公司,2月5日,成都
5748,图像算法工程师,2-2.5万/月,上海维锐智能科技有限公司,2月5日,上海-浦东新区
5749,算法工程师（自然语言）（成都）,15-30万/年,中国太平洋保险（集团）股份有限公司,2月5日,成都-高新区
5750,磁轴承控制算法工程师,2-4万/月,坎德拉（深圳）科技创新有限公司,2月6日,北京-海淀区
5751,导航算法工程师,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,北京-海淀区
5752,机器人运动控制算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,异地招聘
5753,磁轴承控制算法工程师,2-4万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5754,算法工程师（语音识别）（成都）,15-30万/年,中国太平洋保险（集团）股份有限公司,2月5日,成都-高新区
5755,SLAM算法工程师,25-35万/年,智车优行科技（北京）有限公司,2月5日,北京-朝阳区
5756,ADAS资深算法工程师,2.5-3万/月,智车优行科技（北京）有限公司,2月5日,上海-闵行区
5757,ADAS算法工程师,1.5-2.5万/月,智车优行科技（北京）有限公司,2月5日,上海-闵行区
5758,决策规划算法工程师,25-35万/年,智车优行科技（北京）有限公司,2月5日,北京-朝阳区
5759,视觉算法工程师,2-2.5万/月,智车优行科技（北京）有限公司,2月5日,北京-朝阳区
5760,视觉算法工程师,1-2万/月,珠海习悦信息技术有限公司,2月5日,异地招聘
5761,深度学习算法工程师（算法移植优化）,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5762,声源定位与跟踪算法工程师,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5763,声纹识别算法工程师,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5764,高级图像算法工程师,2.5-3万/月,智车优行科技（北京）有限公司,2月5日,北京-朝阳区
5765,高精度RTK算法工程师,1.5-2万/月,上海普适导航科技股份有限公司,2月5日,上海
5766,视觉算法工程师,2-2.5万/月,珠海习悦信息技术有限公司,2月5日,珠海
5767,语音识别算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5768,GNSS算法工程师,1.5-2万/月,上海普适导航科技股份有限公司,2月5日,上海
5769,深度学习算法工程师,20-50万/年,珠海习悦信息技术有限公司,2月5日,珠海
5770,射频算法工程师（高级）-北京,1-2万/月,大唐移动通信设备有限公司西安分公司,2月5日,北京-海淀区
5771,机器视觉算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5772,智能驾驶数据融合算法工程师-上海,,上汽通用汽车有限公司,2月5日,上海-浦东新区
5773,智能驾驶数据融合算法工程师-上海,,上汽通用汽车有限公司,2月5日,上海-浦东新区
5774,语音合成算法工程师,0.8-1.5万/月,TCL集团工业研究院,2月5日,西安-高新技术...
5775,算法工程师,20-30万/年,鲁道夫机器人（苏州）有限公司,2月5日,苏州
5776,高级SLAM算法工程师,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5777,地图构建及导航定位算法工程师,30-40万/年,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5778,正畸算法工程师,3-5万/月,深圳牙领科技有限公司,2月5日,深圳-南山区
5779,机器学习算法工程师,0.8-1.5万/月,武汉神目信息技术有限公司,2月5日,武汉-洪山区
5780,资深视觉算法工程师,20-35万/年,鲁道夫机器人（苏州）有限公司,2月5日,苏州
5781,算法工程师（深度学习）,0.7-1.6万/月,深圳开立生物医疗科技股份有限公司,2月5日,武汉
5782,图像算法工程师-单目SLAM方向：,0.6-1万/月,上海瞬动科技有限公司合肥分公司,2月5日,合肥
5783,图像算法工程师-视频追踪方向：,6-8千/月,上海瞬动科技有限公司合肥分公司,2月5日,合肥
5784,算法工程师（工作地点：泸州）,1.8-2.4万/月,泸州倍赛达科技有限公司,2月4日,异地招聘
5785,机器人运动控制算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5786,算法工程师,20-40万/年,杭州光粒科技有限公司,2月6日,杭州-西湖区
5787,图像算法工程师,1-1.5万/月,北京思创贯宇科技开发有限公司,2月2日,北京
5788,图像算法工程师（硬件开发部）,1-2万/月,上海道生医疗科技有限公司,2月5日,上海
5789,通信基带算法工程师,1-2万/月,武汉芯泰科技有限公司,2月5日,武汉-洪山区
5790,无人机飞控算法工程师,6-8千/月,上海瞬动科技有限公司合肥分公司,2月5日,合肥
5791,算法工程师（工作地点：泸州）,1.8-2.4万/月,泸州倍赛达科技有限公司,2月4日,异地招聘
5792,算法工程师（工作地点：泸州）,1.8-2.4万/月,泸州倍赛达科技有限公司,2月4日,异地招聘
5793,大数据算法工程师（数学系本科以上，相关经验）,0.5-1万/月,江苏北松健康产业有限公司,2月4日,徐州
5794,算法工程师,20-40万/年,杭州光粒科技有限公司,2月6日,杭州-西湖区
5795,导航算法工程师,1.5-3万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5796,地图构建及导航定位算法工程师,1.5-2.5万/月,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5797,高级算法工程师,1-1.5万/月,北京信路威科技股份有限公司,2月2日,南宁
5798,人脸识别算法工程师,2-3万/月,上海纷翔智能科技有限公司,2月2日,上海
5799,算法工程师（实习）,0.5-1万/月,珠海习悦信息技术有限公司,2月5日,异地招聘
5800,算法工程师（实习）,0.5-1万/月,珠海习悦信息技术有限公司,2月5日,异地招聘
5801,视觉算法工程师,1-2万/月,珠海习悦信息技术有限公司,2月5日,珠海
5802,slam算法工程师（视觉方向）,1.5-2.5万/月,科大智能机器人技术有限公司,2月5日,上海-浦东新区
5803,视觉算法工程师,1.5-2万/月,科大智能机器人技术有限公司,2月5日,上海-浦东新区
5804,自主航行算法工程师,1-1.5万/月,北京中安智能信息科技有限公司,2月4日,南京-江宁区
5805,人工智能算法工程师,1-1.5万/月,北京中安智能信息科技有限公司,2月4日,南京-江宁区
5806,信号处理算法工程师,1-1.5万/月,北京中安智能信息科技有限公司,2月4日,南京-江宁区
5807,自然语言处理算法工程师,30-60万/年,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5808,深度学习图像算法工程师,30-60万/年,坎德拉（深圳）科技创新有限公司,2月6日,深圳-南山区
5809,图像算法工程师(机器学习方向)(000664),1.5-2万/月,中科创达软件股份有限公司,2月6日,北京-海淀区
5810,SLAM视觉定位算法工程师,2.5-3万/月,上海纷翔智能科技有限公司,2月2日,上海
5811,视觉算法工程师,1-2万/月,珠海习悦信息技术有限公司,2月5日,异地招聘
5812,SLAM算法工程师（激光方向）,1.5-2.5万/月,科大智能机器人技术有限公司,2月5日,上海-浦东新区
5813,收益算法工程师(J13426),2-2.5万/月,携程旅行网支持区,2月5日,上海-长宁区
5814,VSLAM算法工程师,1.5-3万/月,成都通甲优博科技有限责任公司,2月5日,成都
5815,机器学习算法工程师,1.5-3万/月,成都通甲优博科技有限责任公司,2月5日,成都
5816,音频算法工程师-管理,2.5-3万/月,深圳市维新教育科技有限公司,2月5日,深圳
5817,算法工程师,1.5-2万/月,杭州海康威视数字技术股份有限公司,2月4日,杭州-滨江区
5818,图像算法工程师,1.2-2.4万/月,杭州展拓智能控制技术有限公司,2月3日,杭州-西湖区
5819,图像算法工程师(000847),1-1.5万/月,中科创达软件股份有限公司,2月6日,西安-高新技术...
5820,初级图像算法工程师,0.8-1.5万/月,卓耐斯（深圳）信息技术有限公司,2月6日,深圳-南山区
5821,图像算法工程师,1.5-3万/月,卓耐斯（深圳）信息技术有限公司,2月6日,深圳-南山区
5822,无人机控制算法工程师,1.5-3万/月,卓耐斯（深圳）信息技术有限公司,2月6日,深圳-南山区
5823,飞控算法工程师,1.5-3万/月,卓耐斯（深圳）信息技术有限公司,2月6日,深圳-南山区
5824,AI人工智能算法工程师,1.8-3万/月,上海纷翔智能科技有限公司,2月2日,上海
5825,算法工程师,0.8-2万/月,猫岐智能科技（上海）有限公司,2月2日,上海-普陀区
5826,高级安全算法工程师,1-1.5万/月,捷德(中国)信息科技有限公司,2月2日,北京-朝阳区
5827,算法工程师,1.5-2万/月,深圳邦健生物医疗设备股份有限公司,2月2日,深圳
5828,无线通信算法工程师,20-40万/年,翱捷科技（上海）有限公司,2月5日,合肥
5829,算法工程师(大数据平台部),1.5-2万/月,深圳市金立通信设备有限公司,2月5日,深圳-福田区
5830,算法工程师,1-2.5万/月,深圳市鑫王牌科技发展有限公司,2月5日,深圳-南山区
5831,机器人导航算法工程师,0.8-1万/月,华通科技有限公司,2月5日,重庆-渝北区
5832,计算机视觉算法工程师,1.5-2.5万/月,深圳视觉科技有限公司,2月5日,异地招聘
5833,AI算法工程师（深度学习方向）,1.5-3.5万/月,深圳市中天安驰有限责任公司,2月3日,深圳-南山区
5834,ADAS图像算法工程师,1.5-3.5万/月,深圳市中天安驰有限责任公司,2月3日,深圳-南山区
5835,推荐算法工程师2018,3-6万/月,北京一点网聚信息技术有限公司,2月3日,北京-朝阳区
5836,嵌入式算法工程师,0.8-1.6万/月,烟台市广智微芯智能科技有限公司,2月3日,烟台
5837,图像算法工程师,10-25万/年,精微视达医疗科技（武汉）有限公司,2月3日,武汉-洪山区
5838,图像算法工程师,10-25万/年,精微视达医疗科技（武汉）有限公司,2月3日,异地招聘
5839,感知算法工程师,1-2万/月,武汉光庭科技有限公司,2月6日,武汉
5840,图像处理算法工程师,1.2-2万/月,杭州捷诺飞生物科技股份有限公司,2月6日,杭州-江干区
5841,深度学习算法工程师,0.6-1.5万/月,南京云创大数据科技股份有限公司,2月6日,南京
5842,协议算法工程师,0.8-1万/月,中国科学院上海高等研究院,2月6日,上海-浦东新区
5843,高级算法工程师,1-1.5万/月,微道（深圳）技术有限公司,2月6日,深圳-南山区
5844,云台算法工程师,0.8-3万/月,广州市华科尔科技股份有限公司,2月2日,广州
5845,机器视觉算法工程师(图像识别跟踪),0.7-1.5万/月,广州市华科尔科技股份有限公司,2月2日,广州
5846,算法工程师（机器人自主决策）,1-2万/月,深圳市天益智网科技有限公司,2月2日,深圳
5847,图像识别/图像处理算法工程师（成都分公司）,1-2万/月,北京优创新港科技股份有限公司绵阳...,2月2日,成都-高新区
5848,NLP自然语言算法工程师,3-4万/月,深圳奥的蒙科技有限公司,2月2日,深圳-南山区
5849,ADAS算法工程师,2-2.5万/月,深圳奥的蒙科技有限公司,2月2日,深圳-南山区
5850,SLAM导航算法工程师,1-2万/月,上海木爷机器人技术有限公司,2月5日,上海-长宁区
5851,算法工程师(急聘，惠州市区，4人),0.6-1.2万/月,和元达信息科技有限公司,2月5日,惠州
5852,算法工程师-AI研究院,1.5-2.5万/月,北京神州泰岳软件股份有限公司,2月5日,北京-朝阳区
5853,算法工程师---自然语言处理,1.5-3万/月,软视视频软件（杭州）有限公司,2月5日,杭州-西湖区
5854,图像算法工程师,10-25万/年,精微视达医疗科技（武汉）有限公司,2月3日,异地招聘
5855,图像算法工程师,10-25万/年,精微视达医疗科技（武汉）有限公司,2月3日,异地招聘
5856,算法工程师-音频方向,1.5-3.5万/月,深圳市微纳集成电路与系统应用研究院,2月3日,深圳-南山区
5857,图像算法工程师（常州）,0.8-1万/月,江苏弘冠智能科技有限公司,2月3日,异地招聘
5858,图像算法工程师（常州）,0.8-1万/月,江苏弘冠智能科技有限公司,2月3日,异地招聘
5859,图像算法工程师（常州）,0.8-1万/月,江苏弘冠智能科技有限公司,2月3日,常州
5860,算法工程师,0.6-1万/月,沈阳机床（集团）设计研究院有限公...,2月6日,上海
5861,中级运动控制算法工程师,1-1.8万/月,沈阳机床（集团）设计研究院有限公...,2月6日,上海
5862,算法工程师（核心引擎）,1.3-2.6万/月,深圳市玖洲信息科技有限公司,2月2日,深圳-南山区
5863,算法工程师,2-4万/月,北京华文天元信息咨询有限公司,2月2日,北京-朝阳区
5864,算法工程师,1-2万/月,北京华文天元信息咨询有限公司,2月2日,北京-朝阳区
5865,算法工程师,1-2万/月,北京华文天元信息咨询有限公司,2月2日,北京-朝阳区
5866,嵌入式算法工程师-NTD,1-1.5万/月,北京四维图新科技股份有限公司,2月5日,北京-海淀区
5867,基带算法工程师-NTD,2-3万/月,北京四维图新科技股份有限公司,2月5日,北京-海淀区
5868,算法工程师-HXY,1-1.5万/月,北京四维图新科技股份有限公司,2月5日,北京-海淀区
5869,算法工程师-HXY-西安,1-1.5万/月,北京四维图新科技股份有限公司,2月5日,西安-雁塔区
5870,高级算法工程师(00113-NTD),1.5-3万/月,北京四维图新科技股份有限公司,2月5日,北京-海淀区
