,duty,sallary,name,time,location
0,算法工程师,1.2-2.5万/月,广州启帆工业机器人有限公司,2月9日,广州-黄埔区
1,算法工程师（热））,10-20万/年,杭州易泰达科技有限公司,2月9日,杭州
2,BMS算法工程师,1-2万/月,深圳众城卓越科技有限公司,2月9日,深圳-宝安区
3,自动化视觉算法工程师,12-30万/年,昆山希盟自动化科技有限公司,2月9日,昆山
4,图像算法工程师,0.8-1万/月,长沙慧联智能科技有限公司,2月9日,长沙
5,算法工程师（机器学习/深度学习方向）,1-2万/月,观澜网络(杭州)有限公司--丁香园,2月9日,杭州
6,控制算法工程师,1.5-2万/月,杭州瓦屋科技有限公司,2月9日,杭州-滨江区
7,视觉算法工程师,0.8-2.5万/月,苏州晟成光伏设备有限公司,2月9日,苏州-高新区
8,视频图像算法工程师,0.8-1.5万/月,江苏爱迈普信息科技有限公司,2月9日,南京
9,机器视觉/深度学习算法工程师,0.6-1.2万/月,柳州康云互联科技有限公司,2月9日,异地招聘
10,SLAM算法工程师,1.5-3万/月,深圳市中天安驰有限责任公司,2月9日,深圳-南山区
11,机器学习算法工程师,1.5-2.5万/月,成都积微物联集团股份有限公司,2月9日,成都-高新区
12,算法工程师（NLP),2-4万/月,有米科技股份有限公司,2月9日,广州-番禺区
13,机器学习算法工程师,3-4万/月,广州虎牙信息科技有限公司,2月9日,广州-番禺区
14,图形/图像算法工程师,1-1.5万/月,青岛达芬奇科技有限公司,2月9日,青岛
15,高级算法工程师,1.5-2万/月,深圳市菲尼的科技有限公司,2月9日,深圳-光明新区
16,图像处理算法工程师,7-9千/月,合肥芯碁微电子装备有限公司,2月9日,合肥-高新区
17,图像算法工程师,2-3万/月,北京康诚尚德通信技术有限公司,2月9日,北京-朝阳区
18,算法工程师,1.3-2.6万/月,上海七牛信息技术有限公司,2月9日,上海-浦东新区
19,3D几何算法工程师（偏数学方向）,1-3万/月,深圳晗竣雅科技有限公司,2月9日,深圳
20,高级算法工程师（数据挖掘、数据处理）,0.8-1.5万/月,四川米诺娃妇女儿童医院有限公司,2月9日,成都-武侯区
21,图形图像算法工程师,1.5-3万/月,深圳一起秀科技有限公司,2月9日,深圳
22,算法工程师,1.5-3万/月,顺丰科技有限公司,2月9日,深圳-南山区
23,机器学习算法工程师-深圳-00064,3-3.9万/月,北京优特捷信息技术有限公司,2月9日,异地招聘
24,自动驾驶算法工程师,1.5-2万/月,上海西井信息科技有限公司,2月9日,上海-静安区
25,算法工程师,1-2万/月,北京亚鸿世纪科技发展有限公司,2月9日,武汉-洪山区
26,算法工程师,2-2.5万/月,东莞市慕思寝室用品有限公司,2月9日,东莞
27,yjy-算法工程师（模式识别）,1.5-2万/月,杭州海康威视数字技术股份有限公司,2月9日,杭州-滨江区
28,算法工程师,1.5-2万/月,江苏慧物数据科技有限公司,2月9日,异地招聘
29,RTK算法工程师,18-26万/年,北极星云空间技术股份有限公司,2月9日,成都-武侯区
30,算法工程师,1.6-2.2万/月,杭州嗨趣网络科技有限公司,2月9日,杭州-余杭区
31,机器学习算法工程师,1.5-3万/月,北京联云天下科技有限公司,2月9日,北京-朝阳区
32,视频图像算法工程师,0.8-1.4万/月,南京鑫和汇通电子科技有限公司,2月9日,南京-浦口区
33,算法工程师,4.5-6千/月,淘车网络科技有限公司,2月9日,上海
34,飞控算法工程师,0.7-1.3万/月,西安太极航空科技有限公司,2月9日,西安
35,音频算法工程师,1.5-2万/月,泰凌微电子（上海）有限公司,2月9日,上海
36,深度学习算法工程师,2.5-5万/月,魔视智能科技（上海）有限公司,2月9日,上海-浦东新区
37,研发软件算法工程师（急招）,1-1.5万/月,南京思能电气有限公司,2月9日,南京-浦口区
38,算法工程师（北京总部）,1-2.5万/月,北京寰宇声望智能科技有限公司,2月9日,北京-海淀区
39,算法工程师,1.5-2万/月,苏州惠生电子科技有限公司,2月9日,苏州-工业园区
40,无线通信算法工程师,,南京芯元通信息技术有限公司,2月9日,南京-浦口区
41,算法工程师,1-1.5万/月,中国船舶重工集团南京鹏力科技集团...,2月9日,异地招聘
42,视觉算法工程师,1.5-2.5万/月,上海爱且普自动化设备有限公司,2月9日,上海-普陀区
43,深度学习研究员/AI算法工程师（NLP）,1-1.5万/月,华服互联网科技（上海）有限公司,2月9日,上海-静安区
44,图像算法工程师,0.7-1.5万/月,上海箩箕技术有限公司,2月9日,上海-浦东新区
45,高级IC算法工程师,1.8-2.8万/月,北京得瑞领新科技有限公司,2月9日,北京-昌平区
46,图像算法工程师/图像处理工程师,0.8-1万/月,上海翌彩实业有限公司,2月9日,上海-松江区
47,中/高级图像算法工程师（VIS）,0.5-1.5万/月,凌云光技术集团有限责任公司,2月9日,北京-海淀区
48,高级算法工程师,1-1.5万/月,安翰光电技术（武汉）有限公司,2月9日,武汉
49,算法工程师（政企行业经营一部）,1.5-2万/月,中兴软创科技股份有限公司,2月9日,南京-江宁区
50,视觉算法工程师,1-2万/月,江苏亨通光导新材料有限公司,2月9日,苏州
51,遥感算法工程师,0.8-1.5万/月,成都中科合迅科技有限公司,2月9日,成都
52,视觉算法工程师,2-3万/月,无锡先导智能装备股份有限公司,2月9日,无锡
53,算法工程师,2-2.5万/月,深圳市科创智显科技有限公司,2月9日,异地招聘
54,算法工程师,0.5-1万/月,烟台华东电子科技有限公司,2月9日,烟台
55,算法工程师,10-15万/年,无锡中科光电技术有限公司,2月9日,无锡
56,机器人算法工程师,1.5-2.5万/月,深圳市玛思医疗机器人有限公司,2月9日,深圳-龙华新区
57,DSP算法工程师,0.7-1.5万/月,西安迅湃快速充电技术有限公司,2月9日,西安-雁塔区
58,数据挖掘算法工程师,0.8-1万/月,深圳市科荣软件股份有限公司,2月9日,深圳-罗湖区
59,算法工程师,1-1.5万/月,广州沃港电子科技有限公司,2月9日,广州-番禺区
60,人脸识别/图像算法工程师,1-2万/月,上海智帝数字科技有限公司,2月9日,上海-浦东新区
61,算法工程师,1.5-2.5万/月,懋特（上海）物联网科技有限公司,2月9日,上海
62,高级算法工程师（熟悉PNP、视觉里程计）,3-4万/月,南京睿悦信息技术有限公司,2月9日,南京
63,高级算法工程师（机器学习）,2-3.5万/月,上海二三四五网络科技有限公司,2月9日,上海-浦东新区
64,激光导航算法工程师Slam,1.5-3万/月,广东艾可里宁机器人智能装备有限公司,2月9日,广州-番禺区
65,算法工程师,1-5万/月,北京东华宏泰科技股份有限公司,2月9日,杭州-滨江区
66,算法工程师,1.5-2.5万/月,深圳智慧医保科技有限公司,2月9日,深圳-南山区
67,算法工程师,1-1.6万/月,美的集团厨房电器事业部,2月9日,佛山
68,算法工程师,6-8千/月,四川精准医疗科技有限责任公司,2月9日,成都-高新区
69,SLAM算法工程师,2-3万/月,北京艾瑞思机器人技术有限公司,2月9日,北京
70,算法工程师,0.6-1万/月,重庆信息通信研究院,2月9日,重庆
71,FPGA研发工程师/FPGA算法工程师,1-1.5万/月,广东九博科技股份有限公司,2月9日,武汉-洪山区
72,算法工程师,0.6-1万/月,重庆大唐科技股份有限公司,2月9日,重庆
73,音频算法工程师,1.5-2万/月,南京阿凡达机器人科技有限公司,2月9日,南京-雨花台区
74,360全景泊车算法工程师,6-8千/月,深圳市麦积电子科技有限公司,2月9日,深圳
75,算法工程师,1.5-2万/月,杭州盈网科技有限公司,2月9日,杭州-滨江区
76,图像算法工程师/C++开发工程师,1-1.5万/月,广州市森锐科技股份有限公司,2月9日,广州
77,算法工程师,0.6-1.5万/月,天津市国瑞数码安全系统股份有限公司,2月9日,天津
78,算法工程师/实习生,4.5-7.5千/月,杭州数理大数据技术有限公司,2月9日,杭州-西湖区
79,大数据算法工程师,1-1.5万/月,上海复兰信息科技有限公司,2月9日,上海
80,密码学、加密算法工程师,3-5万/月,夸克链科技（深圳）有限公司,2月9日,深圳-南山区
81,算法工程师,20-30万/年,广州和普乐健康科技有限公司,2月9日,广州
82,算法工程师,1.5-3.5万/月,上海莫吉娜智能信息科技有限公司,2月9日,上海-徐汇区
83,算法工程师,1.5-2.5万/月,PKFARE（比客）,2月9日,深圳-南山区
84,算法工程师,1.2-2.3万/月,南京富士通电子信息科技股份有限公司,2月9日,南京
85,算法工程师,2-2.5万/月,南京海汇装备科技有限公司,2月9日,南京
86,算法工程师,1-1.5万/月,会听声学科技（北京）有限公司,2月9日,北京-海淀区
87,遥感算法工程师,0.8-1.5万/月,北京航天宏图信息技术股份有限公司,2月9日,北京-海淀区
88,自然语言处理算法工程师,1-1.5万/月,深圳视觉航空科技有限公司,2月9日,深圳-南山区
89,AI算法工程师包吃住9至20k起,1-1.5万/月,深圳衡威尔科技有限公司,2月9日,深圳-罗湖区
90,图像算法工程师,1-2.5万/月,舞钢市保华科技有限公司,2月9日,深圳-南山区
91,算法工程师,1.5-2万/月,上海动西网络科技有限公司,2月9日,上海-静安区
92,自然语言算法工程师,1.5-2.5万/月,北京世纪超星信息技术发展有限责任...,2月9日,北京-海淀区
93,算法工程师,,上海链家,2月9日,上海-静安区
94,计算机视觉算法工程师,2-4万/月,随锐科技股份有限公司,2月9日,北京-海淀区
95,控制算法工程师,0.6-2万/月,上海蓝瑞电气有限公司,2月9日,上海-松江区
96,诚聘 算法工程师,0.8-1万/月,杭州智感科技有限公司,2月9日,杭州-余杭区
97,高级算法工程师,1.5-2.5万/月,深圳市神州云海智能科技有限公司,2月9日,深圳-龙岗区
98,算法工程师,15-30万/年,中交疏浚技术装备国家工程研究中心...,2月9日,上海-浦东新区
99,视觉算法工程师,1.5-2万/月,昆山峰实电子科技有限公司,2月9日,昆山
100,机器学习算法工程师,1.5-2.5万/月,上海享学网络科技有限公司北京分公司,2月9日,北京-朝阳区
101,大数据算法工程师,0.6-1.5万/月,成都给米科技有限公司,2月9日,成都-高新区
102,高级算法工程师,25-40万/年,成都臻识科技发展有限公司,2月9日,成都-高新区
103,初级算法工程师,1-1.5万/月,上海北伽导航科技有限公司,2月9日,上海-浦东新区
104,首席算法工程师,3-4万/月,北京西骏数据科技股份有限公司,2月9日,北京-海淀区
105,算法工程师,20-30万/年,成都天佑路航轨道交通科技有限公司,2月9日,成都-金牛区
106,图像识别算法工程师,0.9-1.5万/月,武汉白虹软件科技有限公司,2月9日,武汉
107,算法工程师,1-3万/月,广州市远能物流自动化设备科技有限...,2月9日,广州-花都区
108,语音算法工程师,1-2.5万/月,广州夏木悠悠智联有限公司,2月9日,广州-天河区
109,算法工程师,0.8-1.1万/月,昆明东电科技有限公司,2月9日,昆明
110,算法工程师,0.6-1.2万/月,浙江太平洋经贸集团有限公司,2月9日,杭州
111,算法工程师/AI工程师,1.5-2.5万/月,北京思诺博信息技术股份有限公司,2月9日,上海-长宁区
112,C++算法工程师,1-1.5万/月,四川物联亿达科技有限公司,2月9日,成都-高新区
113,（校招）GPU 算法工程师,0.8-1万/月,大联大商贸（深圳）有限公司,2月9日,深圳-南山区
114,感知算法工程师（视觉）,30-50万/年,郑州宇通客车股份有限公司,2月9日,郑州
115,算法工程师,1-2万/月,成都微核科技股份有限公司,2月9日,成都
116,大数据算法工程师,16-28万/年,成都市大数据有限公司,2月9日,成都-高新区
117,算法工程师,1.5-2.5万/月,华院数据技术（上海）有限公司,2月9日,上海
118,算法工程师,0.8-2万/月,阿依瓦（北京）技术有限公司,2月9日,北京-海淀区
119,通信算法工程师,1-2万/月,成都盟升电子技术股份有限公司,2月9日,成都
120,算法工程师,30-40万/年,阿斯麦-中国,2月9日,深圳-南山区
121,DSP算法工程师,1-1.5万/月,苏州市福川科技有限公司,2月9日,苏州
122,资深通信算法工程师,2-3万/月,清华大学微电子学研究所,2月9日,北京
123,算法工程师,1.5-2.5万/月,锐迪科微电子（上海）有限公司,2月9日,上海-浦东新区
124,深度学习算法工程师,2-4万/月,北京久其软件股份有限公司,2月9日,北京-西城区
125,密码算法工程师,10-20万/年,长沙市迪曼森信息科技有限公司,2月9日,长沙-岳麓区
126,算法工程师（机器学习/深度学习人工智能方向）,20-30万/年,浙江清华柔性电子技术研究院,2月9日,嘉兴
127,软件算法工程师,1-2万/月,金盘电气集团（上海）有限公司,2月9日,上海-青浦区
128,JAVA算法工程师,6-9千/月,上海兴利教育科技有限公司,2月9日,上海-黄浦区
129,视频算法工程师,2.5-3万/月,博答企业管理咨询（上海）有限公司,2月9日,上海
130,图像算法工程师（上市公司+五险一金+双休）,0.5-1.5万/月,广东旭龙物联科技股份有限公司,2月9日,广州-黄埔区
131,算法工程师 机器学习,1.5-2万/月,厦门邑通软件科技有限公司,2月9日,厦门
132,算法工程师,1.1-1.8万/月,南京前知智能科技有限公司,2月9日,南京-江宁区
133,图像处理算法工程师,0.7-1万/月,成都熊谷加世电器有限公司,2月9日,成都-郫都区
134,广告算法工程师-网盟,2.5-4.5万/月,沃泰控股集团有限公司,2月9日,广州-天河区
135,算法工程师,2-3万/月,北京普柏特信息科技有限公司上海分...,2月9日,上海-杨浦区
136,DSP音频算法工程师,0.6-1.5万/月,阿尔派电子（中国）有限公司大连研...,2月9日,大连
137,算法工程师,1-1.5万/月,太原市高远时代科技有限公司,2月9日,太原
138,图像算法工程师,0.8-1.5万/月,广州市幸福网络技术有限公司,2月9日,广州-天河区
139,算法工程师（沈阳、西安、鞍山）,6-8千/月,辽宁智管科技有限公司,2月9日,异地招聘
140,人脸算法工程师,0.8-2.5万/月,浙江中正智能科技有限公司,2月9日,杭州
141,计算机算法工程师,1-1.5万/月,西安爱生无人机技术有限公司,2月9日,西安
142,图像处理算法工程师/实习生/助理  双休+五险一金,4.5-6千/月,重庆卓睿信息技术有限公司,2月9日,异地招聘
143,自动驾驶算法工程师,1-2万/月,武汉光庭信息技术股份有限公司,2月9日,武汉
144,算法工程师,0.6-1.2万/月,宁波星帆信息科技有限公司,2月9日,宁波-奉化区
145,算法工程师,2-2.5万/月,YOHO!有货（江苏）商贸服务有限公司,2月9日,南京-建邺区
146,通信算法工程师,1-2万/月,北京中科飞鸿科技有限公司,2月9日,北京-海淀区
147,图像算法工程师,1.2-2万/月,广州海格星航信息科技有限公司,2月9日,广州-黄埔区
148,算法工程师,1-2万/月,北京明朝万达科技股份有限公司,2月9日,北京-海淀区
149,图像算法工程师,2-3万/月,杭州鸿泉物联网技术股份有限公司,2月9日,杭州-西湖区
150,图像算法工程师,2-4万/月,厦门市开异机械技术有限公司,2月9日,上海-松江区
151,AI算法工程师,20-50万/年,上海晨熙软件有限公司,2月9日,上海
152,高级心电算法工程师,1.5-2万/月,索思（苏州）医疗科技有限公司,2月9日,苏州-吴中区
153,高级算法工程师（硅谷技术）,1-1.5万/月,西安咏圣达电子科技有限公司,2月9日,西安-高新技术...
154,高级算法工程师,2-3万/月,上海兰宝传感科技股份有限公司,2月9日,上海
155,深度学习算法工程师,2-2.5万/月,浙江零跑科技有限公司,2月9日,杭州-滨江区
156,AI人工智能算法工程师,0.6-1万/月,杭州华信智原教育科技有限公司,2月9日,杭州-江干区
157,飞控算法工程师,0.6-1万/月,湖南基石信息技术有限公司,2月9日,长沙
158,人工智能算法工程师,1-2万/月,浙江银江研究院有限公司,2月9日,杭州-西湖区
159,人工智能算法工程师,1.8-2.5万/月,深圳市赢时胜信息技术股份有限公司...,2月9日,长沙-开福区
160,算法工程师,20-30万/年,深圳市爱协生科技有限公司,2月9日,深圳-宝安区
161,算法工程师,0.6-1.2万/月,福州富昌维控电子科技有限公司,2月9日,福州
162,高级算法工程师,1-2万/月,苏州恩巨网络有限公司,2月9日,苏州
163,算法工程师,1.5-2.5万/月,杭州司塔科信息安全技术有限公司,2月9日,杭州
164,图像算法工程师,1.5-2万/月,上海大图医疗科技有限公司,2月9日,上海-普陀区
165,自然语言(NLP)算法工程师,1.5-2万/月,上海鲸舟基因科技有限公司,2月9日,上海-浦东新区
166,大数据算法工程师,0.5-1万/月,北京农信互联科技有限公司,2月9日,厦门
167,算法工程师（深度学习）,6-8千/月,北京思创贯宇科技开发有限公司,2月9日,北京
168,算法工程师,6-8千/月,烟台睿创微纳技术股份有限公司,2月9日,武汉
169,算法工程师,1-2万/月,高新兴科技集团股份有限公司,2月9日,广州-黄埔区
170,算法工程师,0.8-1万/月,南京导纳能科技有限公司,2月9日,南京-栖霞区
171,算法工程师,0.8-2万/月,深圳市富微科创电子有限公司,2月9日,异地招聘
172,算法工程师,0.9-1.5万/月,成都宋元光电科技有限公司,2月9日,成都-高新区
173,算法工程师,1-1.5万/月,赞同科技股份有限公司,2月9日,西安-高新技术...
174,AI算法工程师,2-3万/月,深圳市今日投资数据科技有限公司,2月9日,深圳
175,自然语言算法工程师,2-4万/月,杭州声讯网络科技有限公司,2月9日,杭州-余杭区
176,图像算法工程师,1.5-3万/月,国仟医疗科技（苏州）有限公司,2月9日,苏州
177,算法工程师,1.5-2.5万/月,世纪佳缘网,2月9日,北京-朝阳区
178,图像模式识别算法工程师（深圳）,1.5-3万/月,平安科技（深圳）有限公司,2月9日,深圳-福田区
179,算法工程师,1.5-3万/月,上海心灵伙伴览育信息技术有限公司,2月9日,上海-普陀区
180,图像处理算法工程师,6-9.9千/月,武汉巨合科技有限公司,2月9日,武汉-洪山区
181,算法工程师（双休+五险一金）,1-2万/月,安徽富驰信息技术有限公司,2月9日,合肥-蜀山区
182,计算机视觉算法工程师,1-2.5万/月,厦门瑞为信息技术有限公司深圳分公司,2月9日,深圳-南山区
183,图像算法工程师,2-2.5万/月,北京自由天宇网络科技有限公司,2月9日,北京
184,算法工程师（图像识别/机器学习）,25-40万/年,上海同济城市规划设计研究院,2月9日,上海-杨浦区
185,深度学习算法工程师,0.8-1万/月,武汉瑞新昌生物科技有限公司,2月9日,武汉-江夏区
186,算法工程师（我们会认真阅读每一份简历）,0.8-1万/月,北京博纳聚荣科技有限公司,2月9日,北京
187,三维重建解析算法工程师,0.6-1万/月,武汉数文科技有限公司,2月9日,武汉
188,控制算法工程师,0.8-1万/月,哈尔滨程天科技发展有限公司,2月9日,哈尔滨
189,图像算法工程师,1.5-2万/月,上海侠特网络科技有限公司,2月9日,上海-浦东新区
190,机器学习/数据挖掘/算法工程师,0.8-1.5万/月,音泰思计算机技术（成都）有限公司,2月9日,成都
191,算法工程师,0.6-1.5万/月,苏州波影医疗技术有限公司,2月9日,苏州
192,SLAM算法工程师,1.2-2万/月,广州市君望机器人自动化有限公司,2月9日,异地招聘
193,基带算法工程师,2-2.5万/月,武汉高德红外股份有限公司,2月9日,武汉
194,算法工程师,0.8-1.6万/月,常州天正工业发展股份有限公司,2月9日,常州
195,导航定位算法工程师,1.5-2.5万/月,纵目科技（上海）股份有限公司,2月9日,上海-浦东新区
196,机器视觉算法工程师,2-2.5万/月,深圳市正运动技术有限公司,2月9日,深圳-宝安区
197,计算机视觉算法工程师,,联想集团,2月9日,上海
198,算法工程师（研发工程师）,6-9千/月,思澜科技（成都）有限公司,2月9日,成都-高新区
199,算法工程师,1.5-2.5万/月,建荣集成电路科技（珠海）有限公司,2月9日,异地招聘
200,音频算法工程师,1.5-3万/月,常州锐进企业管理咨询有限公司,2月9日,常州
201,算法工程师,1.5-2万/月,深圳市捷顺科技实业股份有限公司,2月9日,上海-浦东新区
202,控制算法工程师,5-7千/月,成都阜特科技股份有限公司,2月9日,成都
203,图像算法工程师,0.6-1.2万/月,夏禹时进科技（北京）有限公司,2月9日,北京-丰台区
204,图像算法工程师,0.8-2万/月,辽宁开普医疗系统有限公司,2月9日,北京
205,算法工程师（民航方向）,1.5-3万/月,上海杰之能软件科技有限公司,2月9日,上海-静安区
206,机器视觉算法工程师,0.8-1万/月,天津中兴智联科技有限公司,2月9日,天津-滨海新区
207,算法工程师,0.8-1.2万/月,福州智程信息科技有限公司,2月9日,福州
208,算法工程师,6-8千/月,合肥英睿系统技术有限公司,2月9日,合肥
209,音频信号处理算法工程师,4-9千/月,武汉豆听科技有限公司,2月9日,武汉-洪山区
210,机器学习算法工程师,2-3万/月,四川成都七中东方闻道网校,2月9日,成都
211,人脸识别算法工程师,1-1.5万/月,南京蓝泰交通设施有限责任公司,2月9日,南京
212,图像算法工程师,0.6-2万/月,河南省现代农业大数据产业技术研究...,2月9日,郑州
213,智能算法工程师,1.5-2.5万/月,上海集光安防科技股份有限公司,2月9日,杭州
214,算法工程师,15-20万/年,泰豪迈能,2月9日,上海-长宁区
215,伺服算法工程师,10-15万/年,无锡信捷电气股份有限公司,2月9日,无锡
216,系统算法工程师,1.5-2万/月,上海智远弘业机器人有限公司,2月9日,上海-杨浦区
217,算法工程师,2.5-3.5万/月,上海麦子资产管理有限公司,2月9日,上海-浦东新区
218,算法工程师,1-1.5万/月,上海传慎医疗器材有限公司,2月9日,上海-长宁区
219,高级图像算法/视觉算法工程师,2-2.5万/月,深圳飞豹航天航空科技有限公司,2月9日,深圳
220,音频算法工程师,1-2万/月,深圳控石智能系统有限公司,2月9日,深圳-南山区
221,图像算法工程师,1-1.5万/月,北京国联众泰科技有限公司,2月9日,北京-通州区
222,算法工程师,15-20万/年,苏州明皜传感科技有限公司,2月9日,异地招聘
223,算法工程师  实习,0.6-1.2万/月,陕西西建大聚慧软件科技有限公司,2月9日,西安-碑林区
224,机器学习算法工程师,1-1.8万/月,浙江琛实投资管理有限公司,2月9日,杭州-滨江区
225,数据分析算法工程师,1.5-3万/月,北京首贝科技发展有限公司,2月9日,北京-昌平区
226,深度学习算法工程师（收实习生）,0.3-1万/月,成都掌中全景信息技术有限公司,2月9日,成都
227,图像算法工程师,2-2.5万/月,深圳腾视科技有限公司,2月9日,深圳-南山区
228,算法工程师,1.5-2万/月,星美控股集团有限公司,2月9日,深圳-福田区
229,算法工程师,1-1.5万/月,睿励科学仪器（上海）有限公司,2月9日,上海-浦东新区
230,图像算法工程师halcon,0.4-1.5万/月,南京卓胜自动化设备有限公司,2月9日,南京
231,算法工程师,0.8-1.5万/月,成都智库二八六一信息技术有限公司,2月9日,成都-高新区
232,算法工程师,0.9-1.4万/月,深圳市国赛生物技术有限公司,2月9日,深圳
233,机器学习算法工程师,1-1.5万/月,盛视科技股份有限公司,2月9日,武汉-洪山区
234,算法工程师,1.5-2万/月,深圳鹏锐信息技术股份有限公司,2月9日,深圳-南山区
235,机器学习算法工程师（双休，五险一金）,0.8-1.5万/月,广州竞远安全技术股份有限公司,2月9日,广州
236,机器视觉算法工程师,0.8-1.5万/月,青岛小优智能科技有限公司,2月9日,青岛-城阳区
237,人工智能算法工程师,1.3-2.5万/月,广州市西美信息科技有限公司,2月9日,广州
238,图像算法工程师(高级）,2-2.5万/月,杭州大名软件有限公司,2月9日,杭州
239,图像算法工程师（20万以上）,20-30万/年,成都国铁电气设备有限公司,2月9日,成都-双流区
240,算法工程师,0.9-1.7万/月,陕西海泰电子有限责任公司,2月9日,西安
241,数据挖掘 算法工程师,1-1.5万/月,南京世纪桥软件系统工程有限公司,2月9日,南京
242,计算机视觉/深度学习算法工程师,1.5-2万/月,北京文安智能技术股份有限公司,2月9日,北京-海淀区
243,图像算法工程师,0.8-1.5万/月,浙江普渡科技有限公司,2月9日,杭州-滨江区
244,交通算法工程师,0.6-1.2万/月,佛山市青松科技股份有限公司,2月9日,佛山
245,人脸识别算法工程师,1.5-2.5万/月,杭州叙简科技股份有限公司,2月9日,杭州
246,资深算法工程师（指纹）,20-40万/年,敦泰科技（深圳）有限公司,2月9日,深圳-南山区
247,深度学习算法工程师,1-1.5万/月,北京智慧眼科技股份有限公司,2月9日,北京-海淀区
248,高级算法工程师,1.5-2.5万/月,山东正心医疗科技有限公司,2月9日,异地招聘
249,高级算法工程师,1.5-2.5万/月,江苏正心智能科技有限公司,2月9日,苏州
250,算法工程师,0.6-1万/月,广州数鹏通科技有限公司,2月9日,广州
251,算法工程师,0.8-1.5万/月,天津力神电池股份有限公司,2月9日,天津-西青区
252,射频算法工程师-北京,1-1.5万/月,大唐移动通信设备有限公司西安分公司,2月9日,北京-海淀区
253,机器人算法工程师,,奇虎360科技有限公司,2月9日,北京
254,算法工程师,1-1.5万/月,南京华苏科技有限公司,2月9日,南京-鼓楼区
255,软件算法工程师,1-1.5万/月,深圳市蓝海华腾技术股份有限公司,2月9日,深圳
256,算法工程师,20-40万/年,北京川速微波科技有限公司,2月9日,北京-海淀区
257,算法工程师,10-30万/年,北京芯动联科微电子技术有限公司,2月9日,北京-海淀区
258,算法工程师,1-2万/月,新智认知数据服务有限公司,2月9日,上海-杨浦区
259,视频图像算法工程师,1-2万/月,浙江立元通信技术股份有限公司,2月9日,杭州-西湖区
260,算法工程师,1-1.5万/月,深圳腾尚时代信息科技有限公司,2月9日,深圳
261,算法工程师,1-1.5万/月,翰长生物医疗（深圳）有限公司,2月9日,深圳-南山区
262,算法工程师 （无线通信方向）,0.5-1.2万/月,北京视酷伟业科技股份有限公司,2月9日,西安-长安区
263,图像算法工程师,1.5-2万/月,南京力众企业管理咨询有限公司,2月9日,南京
264,图像算法工程师,0.3-1.5万/月,杭州奥腾电子股份有限公司,2月9日,杭州-江干区
265,高级算法工程师,2-2.5万/月,北京康邦科技有限公司,2月9日,北京-海淀区
266,算法工程师,1.5-2.5万/月,杭州迦智科技有限公司,2月9日,杭州-西湖区
267,LTE/5G物理层算法工程师,1-1.5万/月,北京北方烽火科技有限公司,2月9日,北京-海淀区
268,VR 算法工程师,2.5-3万/月,上海履足互联网科技有限公司,2月9日,上海-黄浦区
269,嵌入式算法工程师,1-1.5万/月,中科芯集成电路股份有限公司（中国...,2月9日,西安
270,主任图像算法工程师,2-2.5万/月,广州七喜医疗设备有限公司,2月9日,广州-黄埔区
271,算法工程师,1.5-2.5万/月,广州速道信息科技有限公司,2月9日,广州-海珠区
272,算法工程师,2-3万/月,上海淡红金融科技有限公司,2月9日,上海-长宁区
273,高级算法工程师,1.5-3万/月,上海云谏能源科技有限公司,2月9日,上海-浦东新区
274,飞控算法工程师,1-1.5万/月,必扬星环（北京）航空科技有限公司,2月9日,异地招聘
275,智能算法工程师,10-15万/年,西安电视剧版权交易中心有限公司,2月9日,西安-曲江文化...
276,高级音视频算法工程师,1.5-2.5万/月,北京微吼时代科技有限公司,2月9日,北京-朝阳区
277,数字信号处理算法工程师,1-1.5万/月,武汉拓宝科技股份有限公司,2月9日,武汉-洪山区
278,C++视觉算法工程师,1.5-2.5万/月,深圳港云科技有限公司,2月9日,深圳
279,算法工程师,1-3万/月,宇态控股广东有限公司,2月9日,异地招聘
280,定位算法工程师,1.5-4万/月,上海羲和位寻网络有限公司,2月9日,上海-青浦区
281,视觉算法工程师,1.5-2.5万/月,广州亿航智能技术有限公司,2月9日,广州-黄埔区
282,雷达算法工程师,1-2万/月,杭州睿达汽车科技有限公司,2月9日,杭州-余杭区
283,搜索算法工程师（应用研发）—消费者BG,0.8-1.6万/月,科大讯飞股份有限公司,2月9日,合肥
284,人工智能算法工程师,1.2-2.4万/月,苏州银蕨电力科技有限公司,2月9日,苏州
285,高级算法工程师（AI与大数据部）,2.8-3.5万/月,智阳网络技术（上海）有限公司,2月9日,上海-浦东新区
286,图像算法工程师,1-1.5万/月,西安因诺航空科技有限公司,2月9日,西安-高新技术...
287,高级音频算法工程师,3-4万/月,北京凌云智能科技有限公司,2月9日,北京-海淀区
288,视觉算法工程师,0.8-1.6万/月,杭州半云科技有限公司,2月9日,杭州-西湖区
289,视觉算法工程师,0.8-1.6万/月,杭州半云科技有限公司,2月9日,福州
290,语音识别算法工程师,2-4万/月,深圳市街角电子商务有限公司,2月9日,深圳-南山区
291,算法工程师（大数据）,1-1.5万/月,安徽讯飞皆成软件技术有限公司,2月9日,合肥
292,AI算法工程师,2.5-3万/月,印孚瑟斯技术（中国）有限公司,2月9日,深圳-龙岗区
293,中高级图像算法工程师,1.5-2万/月,上海润和信息技术服务有限公司,2月9日,上海-徐汇区
294,算法工程师,1-2万/月,广东瑞图万方科技股份有限公司,2月9日,广州-天河区
