,name,sallary,duty,time,location
522,海信网络科技公司,30-40万/年,产品经理-人工智能图像识别,2月9日,青岛-崂山区
523,一汽凌源汽车制造有限公司,1.5-2.5万/月,售后服务中心负责人,2月9日,上海-宝山区
524,径卫视觉科技（上海）有限公司,1-2万/月,算法工程师,2月9日,上海-杨浦区
525,苏州嘉图软件有限公司,1-2万/月,数据挖掘工程师,2月9日,苏州-工业园区
526,上海吉贝克信息技术有限公司,1.5-3万/月,人工智能研发工程师,2月9日,上海-浦东新区
527,深圳市云梦电子商务有限公司,1.5-2.5万/月,Hadoop大数据开发工程师,2月9日,深圳-南山区
528,沈阳无距科技有限公司,1-1.5万/月,机器学习算法工程师,12月13日,沈阳
529,北京优特捷信息技术有限公司,3-3.9万/月,机器学习算法工程师-深圳-00064,2月9日,异地招聘
530,上海二三四五网络科技有限公司,2-3.5万/月,高级算法工程师（机器学习）,2月9日,上海-浦东新区
531,深圳市腾讯计算机系统有限公司,,OMG236-基础数据与模型中心机器学习系统专家（北京）,2月9日,北京
532,厦门邑通软件科技有限公司,1.5-2万/月,算法工程师 机器学习,2月9日,厦门
533,上海同济城市规划设计研究院,25-40万/年,算法工程师（图像识别/机器学习）,2月9日,上海-杨浦区
534,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
535,上海鲸舟基因科技有限公司,1.5-2万/月,自然语言(NLP)算法工程师,2月9日,上海-浦东新区
536,深圳智慧医保科技有限公司,1.5-2.5万/月,自然语言处理工程师NLP,2月9日,深圳-南山区
537,浙江数字医疗卫生技术研究院,1.2-2万/月,自然语言处理,2月9日,杭州-西湖区
538,深圳市北科瑞声科技股份有限公司,1-2万/月,自然语言处理工程师,2月9日,深圳-南山区
539,广州思可企业管理咨询有限公司,3-4万/月,大数据开发/大数据专家,2月9日,青岛
540,游族网络,1-1.4万/月,机器学习工程师 （2018校园招聘）,2月9日,上海-徐汇区
541,vivo智能手机（维沃移动通信有限公...,1.5-2万/月,市场数据分析工程师,2月9日,异地招聘
542,深圳市前海纳德资产管理有限公司,1-2万/月,AI工程师,2月9日,深圳-福田区
543,海航科技集团有限公司,2.5-3万/月,机器学习/深度学习 工程师,12月12日,北京-东城区
544,深圳市路畅科技股份有限公司武汉分...,2-5万/月,机器学习算法 工程师,12月12日,武汉
545,武汉华目信息技术有限责任公司,0.5-1万/月,机器学习算法工程师,12月11日,武汉
546,哦加哦网络科技（上海）有限公司,2-5万/月,高级算法工程师/机器学习研究员,12月9日,上海-静安区
547,联合汽车电子有限公司,,SH-UAES-05 机器学习算法工程师,11月20日,上海
548,朗新科技股份有限公司,,数据挖掘算法工程师（大数据分析+机器学习方向）（杭州）,11月14日,杭州
549,盛视科技股份有限公司,1-1.5万/月,机器学习算法工程师,2月9日,武汉-洪山区
550,南京阿凡达机器人科技有限公司,1-2万/月,算法工程师（机器学习方向）,2月9日,南京-雨花台区
551,大联大商贸（深圳）有限公司,1.2-2.2万/月,高级算法工程师（机器学习/音频）,2月9日,深圳-南山区
552,北京招通致晟科技有限公司,0.8-1万/月,机器学习工程师,2月9日,北京
553,好大夫在线,3.5-7万/年,机器学习工程师,2月9日,北京-朝阳区
554,浙江清华柔性电子技术研究院,20-30万/年,算法工程师（机器学习/深度学习人工智能方向）,2月9日,嘉兴
555,北京久其软件股份有限公司,0.8-1.6万/月,NLP自然语言处理工程师,2月9日,北京-西城区
556,奇虎360科技有限公司,,自然语言处理工程师,2月9日,北京
557,上海优浪信息科技有限公司,1.5-2万/月,自然语言处理工程师,2月9日,上海-长宁区
558,平安科技（深圳）有限公司,1.5-3万/月,自然语言处理研究员（上海）,2月9日,上海
559,魔方元科技,2-4万/月,自然语言处理工程师（NLP）,2月9日,上海
560,观澜网络(杭州)有限公司--丁香园,1-2万/月,机器学习工程师（自然语言方向）,2月9日,杭州
561,上海音智达信息技术有限公司,1-2万/月,数据科学家（深度学习）,2月9日,上海
562,IBM China,,Data Scientist-Advanced Analytics,2月9日,大连
563,兰州路特智能科技有限公司,30-40万/年,高级软件开发工程师 (机器学习/人工智能),2月9日,兰州
564,杭州深绘智能科技有限公司,1.5-3万/月,爬虫开发工程师,2月9日,成都-双流区
565,深圳市长亮科技股份有限公司,3-4千/月,金融互联网数据挖掘机器学习实习生,2月9日,广州-天河区
566,思科系统（中国）研发有限公司,,软件及协作事业部-机器学习软件工程师-苏州-硕士/博士,8月22日,苏州
567,大唐移动通信设备有限公司西安分公司,1-1.5万/月,射频算法工程师-北京,2月9日,北京-海淀区
568,亨得利集团,1.5-2万/月,高级数据分析师（市场方向）,2月9日,上海-长宁区
569,成都比目鱼文化传媒有限公司,1-1.5万/月,Python开发工程师,2月9日,成都-武侯区
570,上海锐赛生物技术有限公司,0.8-1万/月,生物信息工程师,2月9日,上海-浦东新区
571,沪江,3.5-6万/月,自然语言处理研发主管 (MJ000657),2月9日,异地招聘
572,YOHO!有货（江苏）商贸服务有限公司,100元/天,机器学习算法实习生（北京）,2月9日,异地招聘
573,奇虎360科技有限公司,,机器学习工程师,2月9日,北京
574,平安科技（深圳）有限公司,1.5-3万/月,算法专家（机器学习/自然语言处理）（深圳）,2月9日,深圳-福田区
575,音泰思计算机技术（成都）有限公司,0.8-1.5万/月,机器学习/数据挖掘/算法工程师,2月9日,成都
576,观澜网络(杭州)有限公司--丁香园,1-2万/月,算法工程师（机器学习/深度学习方向）,2月9日,杭州
577,合肥网达软件有限公司,1-2万/月,自然语言处理工程师,2月9日,杭州
578,安徽富驰信息技术有限公司,1-2万/月,自然语言处理工程师,2月9日,合肥-蜀山区
579,北京世纪超星信息技术发展有限责任...,1.5-2.5万/月,自然语言算法工程师,2月9日,北京-海淀区
580,上海柯林布瑞信息技术有限公司,1.5-2.5万/月,自然语言处理工程师,2月9日,上海-徐汇区
581,深圳齐牛互联网金融服务有限公司,1.5-3万/月,自然语言处理NLP高级工程师,2月9日,深圳-南山区
582,杭州异构网络科技有限责任公司,1-2万/月,Java开发工程师(搜索引擎方向),2月9日,杭州-西湖区
583,岗岭集团(1药网),1-1.5万/月,算法工程师,2月9日,武汉
584,上海驰骛信息科技有限公司,2-3万/月,产品经理（安监大数据）,2月9日,北京-海淀区
585,北京禾壮慧农科技发展有限公司,2-3万/月,AI人工智能高级工程师,2月9日,北京-昌平区
586,江苏鱼跃医疗设备股份有限公司,1.5-2.5万/月,医疗影像软件架构师（苏州医云健康管理有限公司）,2月9日,上海-闵行区
587,东软睿驰汽车技术（沈阳）有限公司,1.5-2千/月,实习生,2月9日,沈阳
588,成都高德唯斯科技股份有限公司,1-1.5万/月,大数据开发工程师,2月9日,成都-高新区
589,博答企业管理咨询（上海）有限公司,1.5-2万/月,机器学习工程师,2月9日,上海
590,上海七牛信息技术有限公司,4.5-6千/月,机器学习开发工程师（实习生）,2月9日,上海-浦东新区
591,上海理优教育科技有限公司,1.2-2.4万/月,机器学习/数据挖掘工程师,2月9日,武汉-洪山区
592,NEC-日电卓越软件科技（北京）有限...,2-3千/月,机器学习实习生,2月9日,北京-朝阳区
593,杭州声讯网络科技有限公司,2-4万/月,自然语言算法工程师,2月9日,杭州-余杭区
594,恒生电子股份有限公司,2-2.5万/月,自然语言处理专家,2月9日,杭州-滨江区
595,联想集团,,自然语言理解专家,2月9日,北京
596,广州市西美信息科技有限公司,1.2-2.5万/月,自然语言算法工程师,2月9日,广州
597,深圳市街角电子商务有限公司,2.5-5万/月,自然语言处理工程师,2月9日,深圳-南山区
598,北京亿信华辰软件有限责任公司,0.8-1万/月,算法工程师(校招）,2月9日,武汉
599,北京腾信软创科技股份有限公司,3-4万/月,高级数据挖掘工程师,2月9日,深圳-龙岗区
600,绿瘦国际集团（香港）公司,1.5-2万/月,高级数据模型师,2月9日,广州-天河区
601,广州悠绿游信息技术有限公司,2-2.5万/月,算法工程师（大数据方向）,2月9日,广州-海珠区
602,上海洋码头网络技术有限公司,2-3万/月,大搜索高级java工程师,2月9日,上海-静安区
603,雷技信息科技（上海）有限公司南京...,1-1.5万/月,Python开发工程师,2月9日,南京-建邺区
604,爱回收,2-2.5万/月,资深数据产品经理,2月9日,上海-杨浦区
605,艾瑞咨询集团,2.5-3万/月,资深数据挖掘师,2月9日,上海-徐汇区
606,深圳市分呗信息技术有限公司,2-2.5万/月,数据建模工程师,2月9日,深圳
607,中科芯集成电路股份有限公司（中国...,1-1.5万/月,嵌入式算法工程师,2月9日,西安
608,北京美秒科技有限公司,1-1.5万/月,数据分析师,2月9日,北京
609,深圳市吉屋科技股份有限公司,1.5-2.5万/月,深度学习工程师,2月9日,深圳-南山区
610,上海享学网络科技有限公司北京分公司,1.5-2.5万/月,机器学习算法工程师,2月9日,北京-朝阳区
611,华院数据技术（上海）有限公司,1.5-3万/月,机器学习工程师（图像识别方向）,2月9日,上海-杨浦区
612,浙江大学滨海产业技术研究院,0.8-1.5万/月,机器学习及算法应用工程师,2月9日,天津-滨海新区
613,敦煌网,1.5-2万/月,机器学习工程师,2月9日,北京-海淀区
614,华尔街见闻,2.5-3万/月,机器学习工程师,2月9日,上海-黄浦区
615,深圳市今日投资数据科技有限公司,15-25万/年,机器学习工程师,2月9日,深圳
616,四川成都七中东方闻道网校,2-3万/月,机器学习算法工程师,2月9日,成都
617,深圳市普兰软件有限公司,1.5-2万/月,NLP自然语言处理工程师,2月9日,深圳-南山区
618,厦门市巨龙信息科技有限公司,1.5-2万/月,自然语言处理工程师,2月9日,厦门
619,北京莱博智环球科技有限公司,1.8-2.3万/月,(NLP)自然语言处理工程师（台湾籍）,2月9日,北京-朝阳区
620,美团点评,3-4万/月,自然语言处理工程师/技术专家,2月9日,北京
621,微软在线,1.5-2万/月,搜索引擎开发工程师,2月9日,上海-黄浦区
622,江苏车置宝信息科技股份有限公司,1.5-2.5万/月,算法工程师,2月9日,南京
623,上海谨拍电子商务有限公司,3-4万/月,大数据研发经理,2月9日,上海-闵行区
624,深圳市乐易网络股份有限公司,2-4万/月,资深软件开发工程师,2月9日,深圳-南山区
625,西安电视剧版权交易中心有限公司,10-15万/年,智能算法工程师,2月9日,西安-曲江文化...
626,PPmoney万惠集团,1-1.5万/月,客户分析经理（数据分析师）,2月9日,广州
627,科大讯飞股份有限公司,0.8-1.6万/月,搜索算法工程师（应用研发）—消费者BG,2月9日,合肥
628,南京网觉软件有限公司,1.5-2.5万/月,大数据开发工程师,2月9日,南京-雨花台区
629,大公国际信用评级集团有限公司,2-2.5万/月,大数据挖掘算法工程师,2月9日,北京-朝阳区
630,广州杰赛科技股份有限公司,7-8千/月,智慧城市中心-智能化产品经理,2月9日,广州
631,厦门市直播吧信息技术有限公司,1.5-2万/月,机器学习算法工程师,2月9日,厦门
632,北京中科白癜风医院,3-5万/月,QQ聊天机器人开发,2月9日,北京-大兴区
633,苏州意能通信息技术有限公司,1.5-2万/月,NLP/算法工程师,2月9日,苏州-工业园区
634,浙江琛实投资管理有限公司,1-1.8万/月,机器学习算法工程师,2月9日,杭州-滨江区
635,广州竞远安全技术股份有限公司,0.8-1.5万/月,机器学习算法工程师（双休，五险一金）,2月9日,广州
636,南京华苏科技有限公司,3-4千/月,数据挖掘、机器学习工程师,2月9日,南京-鼓楼区
637,深圳市街角电子商务有限公司,2-4万/月,机器学习工程师,2月9日,深圳-南山区
638,上海冰鉴信息科技有限公司,1.2-2.5万/月,数据科学家（机器学习方向）,2月9日,成都-高新区
639,北京多维视通技术有限公司,1.5-3万/月,高级机器学习工程师,2月9日,北京-海淀区
640,湖南星汉数智科技有限公司,0.8-1.2万/月,自然语言处理工程师（双休+五险一金）,2月9日,长沙-岳麓区
641,深圳百诺国际生命科技有限公司,1.5-3.5万/月,自然语言处理工程师(高级),2月9日,深圳-南山区
642,竹间智能科技（上海）有限公司,2-6万/月,自然语言处理专家,2月9日,上海
643,上海泛微网络科技股份有限公司,1.5-2万/月,自然语言处理工程师,2月9日,上海-闵行区
644,上海传漾广告有限公司,1.5-2.5万/月,自然语言处理工程师,2月9日,上海-长宁区
645,天翼电子商务有限公司上海分公司,1.5-2.5万/月,数据建模岗,2月9日,广州-天河区
646,壹沓科技（上海）有限公司,2-5万/月,高级NLP工程师,2月9日,上海-静安区
647,挖财网络技术有限公司,30-40万/年,算法专家（风控方向）-杭州-00208,2月9日,杭州-西湖区
648,深圳市前海美联科技有限公司,1-1.5万/月,AI工程师,2月9日,深圳-龙岗区
649,南京中新赛克科技有限责任公司,1.5-2万/月,数据科学家,2月9日,南京-江宁区
650,四川斐讯数据通信技术有限公司,1-2万/月,算法工程师（广告）,2月9日,成都
651,广州优樱斯贸易有限公司,1-1.5万/月,算法工程师,2月9日,广州-白云区
652,龙信数据（北京）有限公司,1-1.5万/月,高级爬虫系统开发工程师（dc）,2月9日,北京
653,环球车享汽车租赁有限公司,8-10万/年,数据分析师,2月9日,上海-嘉定区
654,欧蒙医学诊断（中国）有限公司,6-8千/月,数据分析师 Data Analyst,2月9日,北京-朝阳区
655,江苏紫鑫投资管理有限公司（私募基...,12-25万/年,量化研究员,2月9日,南京
656,苏州银蕨电力科技有限公司,1.2-2.4万/月,人工智能算法工程师,2月9日,苏州
657,智阳网络技术（上海）有限公司,2.8-3.5万/月,高级算法工程师（AI与大数据部）,2月9日,上海-浦东新区
658,上海连尚网络科技有限公司,2.5-3万/月,投放策略研发工程师/架构师,2月9日,上海-浦东新区
659,中移在线服务有限公司,15-30万/年,语音算法研究员,2月9日,郑州
660,杭州同花顺数据开发有限公司,5.5-7千/月,财经搜索运营,2月9日,杭州-余杭区
661,北京康诚尚德通信技术有限公司,2-3万/月,图像算法工程师,2月9日,北京-朝阳区
662,洛阳云播网络科技有限公司,1-2万/月,高级算法工程师,2月9日,异地招聘
663,江苏云联科技有限公司,0.8-1万/月,"数据挖掘工程师 (苏州,急招)",2月8日,苏州-工业园区
664,上海大岂网络科技有限公司,1.2-2万/月,AI算法工程师,2月9日,上海-徐汇区
665,深圳市六度人和科技有限公司,1.5-3万/月,大数据开发工程师,2月9日,深圳
666,准动网络科技（厦门）有限公司,1-2万/月,推荐算法工程师,2月9日,厦门
667,环球黑卡,1.5-3万/月,高级Java开发工程师,2月9日,杭州-滨江区
668,上海厚本金融信息服务有限公司,2.5-3万/月,算法工程师,2月9日,上海-黄浦区
669,上海万行信息科技有限公司,0.8-2万/月,数据分析工程师,2月9日,上海-松江区
670,北京思路创新科技有限公司,1-1.5万/月,大数据基础技术负责人,2月9日,北京-海淀区
671,上海宏路数据技术股份有限公司,1.5-3万/月,机器学习,2月9日,上海-虹口区
672,游族网络,1-1.4万/月,机器学习工程师 （2018校园招聘）,2月9日,上海-徐汇区
673,vivo智能手机（维沃移动通信有限公...,2-4万/月,机器学习/深度学习工程师,2月9日,深圳
674,上海睿璞企业管理咨询有限公司,3-4万/月,自然语言处理工程师,2月9日,上海-浦东新区
675,上海合合信息科技发展有限公司,1.3-2.6万/月,算法工程师（自然语言处理方向）,2月9日,上海-静安区
676,广州映博智能科技有限公司,1.5-2.5万/月,自然语言处理专家,2月9日,广州-天河区
677,广州优孚欧智能科技有限公司,0.9-1.2万/月,自然语言处理算法工程师,2月9日,西安
678,浙江数字医疗卫生技术研究院,0.6-1.2万/月,后端开发,2月9日,杭州-西湖区
679,无锡维实世纪科技有限公司,1-2万/月,大数据开发工程师,2月9日,北京
680,杭州东信北邮信息技术有限公司,0.5-1万/月,产品经理,2月9日,合肥
681,杭州才云科技有限公司,2-4万/月,计算机视觉工程师,2月9日,杭州-滨江区
682,浙江中正智能科技有限公司,0.8-2.5万/月,人脸算法工程师,2月9日,杭州
683,龙信数据（北京）有限公司,1-1.5万/月,数据分析师(yj),2月9日,北京
684,西安咏圣达电子科技有限公司,1-1.5万/月,高级算法工程师（硅谷技术）,2月9日,西安-高新技术...
685,北京嘉遁数据科技有限公司,1.2-1.8万/月,大数据算法工程师,2月9日,成都-高新区
686,成都融微软件服务有限公司,1.2-1.5万/月,数据挖掘工程师,2月9日,成都
687,北京掌顺科技有限公司,1.2-2.5万/月,AI工程师,2月9日,北京
688,北京中星微电子有限公司,1.5-2万/月,大数据开发工程师,2月9日,上海-浦东新区
689,上海脉源企业管理咨询有限公司,3-4万/月,高级架构工程师,2月9日,上海
690,广州浩瀚汇通信息科技有限公司,1.2-3.3万/月,算法工程师,2月9日,广州-天河区
691,赞同科技股份有限公司,1.5-2万/月,大数据研发工程师,2月9日,广州-越秀区
692,上海誉渡信息技术有限公司,1.5-2万/月,数据挖掘分析师-模型方向,2月9日,上海-闵行区
693,上海和付信息技术有限公司,1.5-2万/月,高级数据分析师,2月9日,上海
694,树实科技（上海）有限公司,1.5-2万/月,人工智能工程师 （全职和实习）,2月9日,上海-黄浦区
695,北京明朝万达科技股份有限公司,1-2万/月,大数据工程师,2月9日,异地招聘
696,江苏一道云科技发展有限公司,5-8千/月,Python开发工程师,2月9日,重庆
697,OPPO,40-50万/年,自然语言处理算法工程师,2月9日,上海-徐汇区
698,雷技信息科技（上海）有限公司,1.5-2万/月,Python开发工程师（参与公司内部开发或外派外企开发）,2月9日,上海-浦东新区
699,中控科技集团有限公司,15-45万/年,数据挖掘工程师,2月9日,杭州-滨江区
700,上海润和信息技术服务有限公司,2-2.5万/月,大数据架构师,2月9日,上海-浦东新区
701,中国国际金融股份有限公司,,大数据开发工程师,2月9日,北京
702,深圳兆日科技股份有限公司,1.8-3.6万/月,高级算法工程师,2月9日,深圳
703,北京人和兴业企业管理咨询有限公司,1.5-2万/月,销售助理  移动信息,2月9日,北京
704,中兴网鲲信息科技（上海）有限公司,1.5-2.5万/月,人工智能算法及应用架构高级工程师,2月9日,上海-浦东新区
705,中兴飞流信息科技有限公司,15-25万/年,视频分析产品经理JD,2月9日,南京-雨花台区
706,安徽大智睿科技技术有限公司,6-8千/月,应用软件工程师  2-3名,2月9日,合肥-高新区
707,浙江大学创新技术研究院有限公司,1-1.5万/月,投资经理 人工智能方向,2月9日,杭州
708,四川米诺娃妇女儿童医院有限公司,0.8-1.5万/月,高级算法工程师（数据挖掘、数据处理）,2月9日,成都-武侯区
709,广东易生活信息科技有限公司,0.6-1.2万/月,数据挖掘工程师,2月9日,广州-荔湾区
710,魔视智能科技（上海）有限公司,2.5-5万/月,深度学习算法工程师,2月9日,上海-浦东新区
711,深圳双猴科技有限公司,1.5-3万/月,机器翻译工程师,2月9日,深圳-南山区
712,中软国际科技服务有限公司,0.6-1万/月,产品组-C#,2月9日,北京-海淀区
713,北京全景视觉网络科技股份有限公司,1.5-2万/月,Java开发工程师（搜索引擎）,2月9日,北京-朝阳区
714,广州市云润大数据服务有限公司,0.6-1.2万/月,网络情报分析研究员,2月9日,北京-西城区
715,普天信息技术有限公司,1-1.5万/月,博士后,2月9日,北京
716,广州卡宝宝互联网金融信息服务股份...,1-2万/月,爬虫开发工程师,2月9日,广州-黄埔区
717,南京昊控软件技术有限公司,5-8千/月,大数据开发工程师,2月8日,南京-江宁区
718,上海哈杜科技有限公司,1.5-2万/月,模型算法,2月8日,上海-浦东新区
719,广州威尔森信息科技有限公司,0.8-1万/月,数据挖掘工程师,2月8日,广州-天河区
720,成都凡达科技有限责任公司,0.8-1.5万/月,大数据算法工程师,2月8日,成都-高新区
721,上海巨人网络科技有限公司,1.5-2.5万/月,高级算法工程师,2月9日,上海-松江区
722,润雅信息技术（上海）有限公司,1-1.5万/月,BI数据分析工程师,2月9日,上海-黄浦区
723,数库（上海）科技有限公司,2-3万/月,图像算法工程师,2月9日,上海-闵行区
724,广州希脉商贸有限公司,1-2万/月,人工智能算法工程师（年薪10w-20w）,2月9日,广州-天河区
725,深圳市飞耶软件有限公司,1-1.5万/月,Java爬虫开发工程师（两年经验及以上）,2月9日,深圳-南山区
726,深圳市以沃科技有限公司,1.5-2万/月,双休Java程序员爬虫开发工程师大数据应用方向php开发,2月9日,深圳-龙岗区
727,成都侠客岛商务中心（有限合伙）,1-1.5万/月,数据智能工程师（人工智能、大数据方向）,2月9日,成都
728,杭州数澜科技有限公司,1.5-2.5万/月,高级算法工程师,2月9日,杭州-余杭区
729,美团点评,1.5-2万/月,机器学习工程师（搜索技术中心）,2月9日,上海
730,兰州路特智能科技有限公司,30-40万/年,高级软件开发工程师 (机器学习/人工智能),2月9日,兰州
731,广州医博信息技术有限公司,1-1.5万/月,机器学习工程师,2月9日,广州-越秀区
732,意礴科技（深圳）有限公司,0.8-1万/月,机器学习算法工程师,2月9日,深圳-南山区
733,深圳市长亮科技股份有限公司,1-2万/月,机器学习人工智能算法研究,2月9日,广州-天河区
734,上海高欣计算机系统有限公司,1.5-3万/月,自然语言算法工程师,2月9日,上海-浦东新区
735,曼威信息技术（上海）有限公司,1.5-2.5万/月,机器学习-自然语言处理,2月9日,上海-徐汇区
736,深圳市爱智慧科技有限公司,4.5-6千/月,算法研究、自然语言处理实习生,2月9日,深圳-龙岗区
737,北京中科大洋科技发展股份有限公司,1-2万/月,NLP自然语言处理工程师,2月9日,武汉
738,广州慧睿思通信息科技有限公司,6-9千/月,自然语言处理算法工程师（应届生）,2月9日,广州-番禺区
739,成都智库二八六一信息技术有限公司,0.5-1万/月,python工程师,2月9日,成都-高新区
740,深圳鹏锐信息技术股份有限公司,1.5-2万/月,算法工程师,2月9日,深圳-南山区
741,成都国铁电气设备有限公司,4.5-6千/月,图像算法工程师,2月9日,成都
742,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,无锡
743,深圳市思贝克集团有限公司,1-1.5万/月,数据工程师,2月9日,深圳-南山区
744,浙江零跑科技有限公司,2-2.5万/月,深度学习算法工程师,2月9日,杭州-滨江区
745,财金通教育科技（上海）有限公司,1-2万/月,区块链/人工智能讲师/研究员,2月9日,上海-浦东新区
746,上海虎赞信息科技,2-2.5万/月,大数据开发工程师,2月9日,上海-闵行区
747,江苏新景祥网络科技股份有限公司,0.8-1万/月,Java中级工程师,2月9日,南京
748,广州广电运通金融电子股份有限公司,1.5-3万/月,数据挖掘工程师,2月9日,异地招聘
749,深圳先健互联网金融医疗有限公司,1.5-3万/月,系统和算法工程师,2月9日,深圳-南山区
750,江苏润和软件股份有限公司,6-8千/月,智能终端--AI/人工智能工程师（初级）,2月9日,南京-雨花台区
751,成都康赛信息技术有限公司,0.8-1.5万/月,数据产品经理,2月9日,成都
752,广东军缆信息技术有限公司,0.5-1.5万/月,软件开发工程师（人脸识别）,2月9日,广州-番禺区
753,上海元卓信息科技有限公司,1-2万/月,大数据工程师,2月9日,上海-闵行区
754,苏州晟成光伏设备有限公司,0.8-2.5万/月,视觉算法工程师,2月9日,苏州-高新区
755,北京科理集创科技有限公司,2.5-3万/月,人工智能工程师,2月9日,苏州
756,北京华洋宏软件开发有限责任公司,0.6-1.2万/月,中级算法工程师,2月9日,西安
757,广州市韦尔讯信息科技有限公司,1-1.5万/月,图像处理,2月9日,广州-天河区
758,杭州趣看科技有限公司,25-50万/年,人工智能研发工程师,2月9日,杭州
759,盘石软件（上海）有限公司,0.8-1.5万/月,大数据算法工程师（南京）,2月9日,南京
760,上海复高计算机科技有限公司,1-2万/月,大数据开发工程师,2月9日,上海-静安区
761,上海移品信息技术有限公司,1.5-2.8万/月,高级软件架构师,2月9日,上海-徐汇区
762,江苏云码资本管理有限公司,5-8千/月,量化策略研究员,2月9日,常州-天宁区
763,广州市奔流电力科技有限公司,1.5-2万/月,C++高级开发工程师,2月9日,广州
764,上海博泰悦臻电子设备制造有限公司,,大数据开发经理,2月9日,上海
765,万宝盛华人力资源（中国）有限公司,40-60万/年,数据算法Leader,2月9日,上海-嘉定区
766,上海麦子资产管理有限公司,1-2万/月,数据挖掘工程师,2月9日,上海-浦东新区
767,大成食品（亚洲）有限公司,0.8-1万/月,大数据行销分析师,2月9日,天津-河东区
768,北京嘉诚瑞杰信息技术有限公司,2-4万/月,技术架构师（北京/长春）,2月9日,北京-海淀区
769,平纳科（上海）信息咨询有限公司,1.2-1.5万/月,Python开发工程师,2月9日,上海-浦东新区
770,北京全信科工科技发展有限公司,4.5-6千/月,视频算法工程师,2月9日,北京-海淀区
771,上海普兰金融服务有限公司,1.5-2万/月,产品经理（大数据方向）,2月9日,上海
772,河姆渡电子商务有限公司,1.2-2万/月,算法工程师,2月9日,上海-浦东新区
773,上海奕见企业管理咨询有限公司,7-10万/月,人工智能专家（GNSS方向）,2月8日,上海-杨浦区
774,上海翼勋互联网金融信息服务有限公司,1-1.5万/月,爬虫开发工程师,2月8日,上海
775,广州群友信息科技有限公司,1-2万/月,机器学习工程师,2月8日,广州-番禺区
776,北京来也网络科技有限公司,1.5-2.5万/月,商务拓展经理/商务拓展总监,2月8日,上海-徐汇区
777,广州星域信息科技有限公司,3-4万/月,高级搜索工程师,2月8日,北京-朝阳区
778,深圳绿米联创科技有限公司,3-6千/月,软件开发实习生（应届毕业生优先）,2月8日,深圳-南山区
779,广州邦卓企业管理顾问有限公司,1-2万/月,数据算法工程师,2月8日,广州-天河区
780,康美药业股份有限公司,1.8-3万/月,大数据经理,2月9日,深圳-福田区
781,南京基食信息技术有限公司,1-1.5万/月,高级爬虫工程师,2月9日,南京-鼓楼区
782,江苏一道云科技发展有限公司,1-2万/月,人工智能工程师,2月9日,重庆
783,返利网,1.3-2.5万/月,Java后端研发工程师,2月9日,上海
784,北京国双科技有限公司,1-2万/月,Python开发工程师,2月9日,上海-静安区
785,湖南星汉数智科技有限公司,1-1.5万/月,机器学习工程师（双休+五险一金）,2月9日,长沙-岳麓区
786,南京云问网络技术有限公司,0.5-2万/月,数据挖掘&自然语言处理研发工程师,2月9日,南京-江宁区
787,央视市场研究股份有限公司,1.5-2.5万/月,自然语言处理工程师-ICTR,2月9日,北京-西城区
788,广州广电运通金融电子股份有限公司,1.6-2.2万/月,自然语言处理技术总监,2月9日,广州-黄埔区
789,福建新大陆科技集团有限公司,1.1-1.6万/月,算法工程师（机器学习/计算机视觉/自然语言处理）,2月9日,福州
790,厦门中翎易生物科技有限公司,0.4-1万/月,人工智能工程师,2月9日,厦门
791,杭州速康科技有限公司,1-3万/月,大数据开发工程师,2月9日,杭州-上城区
792,卫盈联信息技术（深圳）有限公司,1-3万/月,数据科学（建模方向）,2月9日,深圳-南山区
793,浙江优正网络科技有限公司,1-1.4万/月,爬虫开发工程师,2月9日,南京-雨花台区
794,广州市森锐科技股份有限公司,1-1.5万/月,图像算法工程师/C++开发工程师,2月9日,广州
795,深圳市北科瑞声科技股份有限公司,1-2万/月,文本数据挖掘工程师,2月9日,深圳-南山区
796,武汉东风鸿泰商务咨询有限公司,6-8千/月,东风国企/高级数据分析师,2月9日,武汉-蔡甸区
797,天津市国瑞数码安全系统股份有限公司,0.6-1.5万/月,算法工程师,2月9日,天津
798,随锐科技股份有限公司,2-4万/月,计算机视觉算法工程师,2月9日,北京-海淀区
799,杭州斯凯网络科技有限公司,0.8-1.5万/月,数据分析师,2月9日,杭州
800,安徽汇驿信息科技有限公司,0.8-1.6万/月,数据治理工程师,2月9日,合肥
801,海外网传媒有限公司,0.8-1.2万/月,数据分析师,2月9日,北京-朝阳区
802,北京东华宏泰科技股份有限公司,1-3万/月,软件工程师,2月9日,杭州-滨江区
803,深圳智慧医保科技有限公司,1.5-2.5万/月,算法工程师,2月9日,深圳-南山区
804,比亚迪股份有限公司,0.6-1万/月,文本分析工程师,2月9日,深圳-坪山区
805,西安三星电子研究有限公司,1-2万/月,Software Engineer(Machine Learning),2月9日,西安-高新技术...
806,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
807,柳州康云互联科技有限公司,0.6-1.2万/月,机器视觉/深度学习算法工程师,2月9日,异地招聘
808,苏州瑞翼信息技术有限公司,1-2万/月,数据挖掘工程师,2月9日,苏州-工业园区
809,上海亦墨信息科技有限公司,30-40万/年,大数据开发工程师,2月9日,上海-黄浦区
