,name,sallary,duty,time,location
0,重庆维普资讯有限公司,2-2.5万/月,自然语言(NLP)算法工程师,2月9日,重庆-渝北区
1,北京金山办公软件股份有限公司,1.5-3万/月,自然语言处理工程师/NLP工程师,2月9日,武汉
2,第道南京信息技术有限公司,0.8-1万/月,自然语言处理工程师,2月9日,南京-秦淮区
3,南京擎盾信息科技有限公司,1.5-2万/月,机器学习&自然语言处理研发工程师,2月9日,南京
4,贵州高新翼云科技有限公司,0.6-1.5万/月,自然语言处理工程师,2月9日,贵阳
5,深圳百诺国际生命科技有限公司,40-80万/月,机器学习、人工智能科学家,2月9日,深圳-南山区
6,广州棒谷科技股份有限公司,1-2.5万/月,自然语言处理工程师--大数据,2月9日,广州-白云区
7,长沙阡寻信息科技有限公司,0.8-2.5万/月,自然语言研发工程师,2月9日,长沙-岳麓区
8,上海百业并购信息技术股份有限公司,8-18万/年,NLP 自然语言处理工程师,2月9日,上海-浦东新区
9,上海雅捷信息技术股份有限公司,8-10万/年,自然语言处理算法工程师,2月9日,合肥-蜀山区
10,成都橙视传媒科技股份公司,0.6-1.2万/月,自然语言处理工程师,2月9日,成都
11,深圳市引导美电子商务有限公司,1.5-3万/月,自然语言处理工程师（小灵猫）,2月9日,深圳-福田区
12,广州市申迪计算机系统有限公司,1-2万/月,自然语言处理工程师,2月9日,广州-越秀区
13,广州优亿信息科技有限公司,1-2万/月,机器学习工程师,2月9日,广州
14,竹间智能科技（上海）有限公司,5-6千/月,机器学习（实习生）,2月9日,北京
15,武汉幻视智能科技有限公司,1-2万/月,机器学习算法工程师,2月9日,武汉-洪山区
16,北京睿科伦智能科技有限公司,1.5-2万/月,机器学习工程师,2月9日,上海-徐汇区
17,瀚思安信（北京）软件技术有限公司,1.5-3万/月,机器学习算法研究员,2月9日,成都-高新区
18,汽车之家,2.5-3万/月,自然语言处理工程师,2月9日,北京-海淀区
19,北京捷通华声科技股份有限公司,3-6万/月,自然语言处理算法专家（NLP）,2月9日,北京
20,深圳市思迪信息技术股份有限公司,2-3.5万/月,技术研究-自然语言处理,2月7日,深圳-南山区
21,东航金控有限责任公司,1-3万/月,自然语言处理工程师,2月1日,上海
22,武汉掌中宝网络科技有限公司,1.5-4万/月,机器学习算法工程师,2月9日,武汉-武昌区
23,厦门市直播吧信息技术有限公司,1.5-2万/月,机器学习算法工程师,2月9日,厦门
24,广州汇电云联互联网科技有限公司,1.5-2万/月,机器学习工程师,2月9日,广州-天河区
25,方正璞华软件（武汉）股份有限公司,1-2万/月,机器学习工程师,2月9日,武汉-洪山区
26,曼威信息技术（上海）有限公司,1.5-2.5万/月,机器学习-图像处理,2月9日,上海-徐汇区
27,上海勃池信息技术有限公司,1.5-2.5万/月,机器学习算法工程师,2月9日,上海-杨浦区
28,上海恒格信息科技有限公司,1.1-2万/月,数据分析师-机器学习方向,2月9日,上海
29,深圳市爱智慧科技有限公司,1-2万/月,机器学习算法工程师,2月9日,深圳-龙岗区
30,杭州大搜车汽车服务有限公司,2-3千/月,机器学习算法实习生,2月9日,杭州-余杭区
31,北京北大方正电子有限公司,1.5-2万/月,自然语言处理工程师J11119,2月9日,北京-海淀区
32,中标软件有限公司,1.5-2.5万/月,自然语言处理工程师,2月9日,上海-徐汇区
33,万得信息技术股份有限公司（Wind资...,30-60万/年,自然语言处理资深研究员,2月9日,上海-浦东新区
34,东华软件股份公司,,自然语言处理,2月9日,武汉
35,网易集团,4-5万/月,自然语言处理-杭州研究院748,2月9日,杭州
36,深圳酷旗互联网有限公司,1-2万/月,NLP研发工程师,2月9日,深圳-南山区
37,上海思贤信息技术股份有限公司,2-4万/月,自然语言处理/NLP 算法工程师,2月7日,上海-徐汇区
38,普强信息技术（北京）有限公司,1-1.5万/月,自然语言处理工程师,2月7日,北京-海淀区
39,四川鱼鳞图信息技术股份有限公司,0.6-1.2万/月,自然语言处理工程师,2月7日,成都-金牛区
40,杭州海康威视数字技术股份有限公司,25-60万/年,YJY-算法工程师(自然语言处理),2月7日,杭州-滨江区
41,南京通达海信息技术有限公司,2-2.5万/月,自然语言处理工程师,2月1日,南京-鼓楼区
42,深圳碳云智能科技有限公司,1.2-3万/月,数据分析工程师（自然语言方向）,1月31日,深圳-南山区
43,上海互问信息科技有限公司,1-2万/月,自然语言处理工程师,1月31日,上海-浦东新区
44,广州市伟宏计算机科技有限公司,1.5-2万/月,自然语言处理技术专家,1月31日,广州-天河区
45,广州聚焦网络技术有限公司,1-2万/月,自然语言处理工程师,1月31日,广州
46,北京懂球帝科技有限公司,1.5-2万/月,自然语言处理工程师,1月31日,北京-海淀区
47,武汉盈力科技股份有限公司,1-1.5万/月,算法工程师（机器学习方向）,2月9日,武汉
48,广州荔支网络技术有限公司,1.7-3.4万/月,机器学习工程师,2月9日,异地招聘
49,重庆小康工业集团股份有限公司,1-4万/月,机器学习工程师,2月9日,北京-海淀区
50,北京芯盾时代科技有限公司,1.8-3万/月,反欺诈机器学习专家,2月9日,北京
51,交银企业管理服务（上海）有限公司...,20-40万/年,机器学习工程师,1月23日,上海-长宁区
52,南京小森纸制品有限公司,3-5万/月,机器学习工程师,2月7日,异地招聘
53,阿里巴巴集团,,安全部-算法(自然语言方向)专家,2月9日,杭州
54,北京方正阿帕比技术有限公司,1.5-2万/月,自然语言处理高级开发工程师,2月9日,北京
55,同方赛威讯信息技术有限公司,1-2万/月,自然语言处理工程师,1月5日,成都
56,南京维数软件股份有限公司,0.8-1.2万/月,搜索引擎开发工程师——产品研发部招聘,2月9日,南京-鼓楼区
57,成都智库二八六一信息技术有限公司,0.8-1.5万/月,算法工程师,2月9日,成都-高新区
58,卫盈联信息技术（深圳）有限公司,1-3万/月,数据科学（建模方向）,2月9日,深圳-南山区
59,税友软件集团股份有限公司,1.3-3万/月,算法工程师-机器学习,2月2日,杭州-滨江区
60,和美（深圳）信息技术股份有限公司,2.5-3万/月,自然语言处理工程师,2月7日,深圳-南山区
61,深圳市优必选科技有限公司,2.5-5万/月,自然语言处理高级开发工程师,1月31日,深圳-南山区
62,聚信立,6-8千/月,机器学习系统实习工程师,2月9日,上海-徐汇区
63,中移（苏州）软件技术有限公司,1.5-2万/月,机器学习算法研发工程师(J10234),2月9日,苏州
64,北京清博大数据科技有限公司,0.8-1.6万/月,机器学习工程师,1月23日,合肥
65,杭州中庸汽车服务有限公司,1.5-2万/月,机器学习/人工智能专家,1月23日,杭州-萧山区
66,北京搜狗科技发展有限公司,3-5万/月,智能问答-机器学习研究员-北京-02322,2月7日,北京-海淀区
67,广州小鹏汽车科技有限公司,1.3-2.6万/月,自然语言处理(NLP)高级工程师,2月8日,广州
68,百度在线网络技术（北京）有限公司,2-2.5万/月,自然语言处理部_高级运营师,2月8日,北京-海淀区
69,武汉光合及目科技有限公司,30-40万/年,自然语言处理工程师,1月4日,北京-东城区
70,浙江优正网络科技有限公司,1-1.4万/月,爬虫开发工程师,2月9日,南京-雨花台区
71,上海银科创展投资集团有限公司,3-5万/月,机器学习专家,2月2日,上海-浦东新区
72,苏州驰声信息科技有限公司,1.2-2.2万/月,语音工程师/模式识别/自然语言处理工程师,2月7日,苏州
73,深圳市鑫益嘉科技股份有限公司,1-3万/月,自然语言处理算法工程师,1月31日,深圳-宝安区
74,重庆易宠科技有限公司,2-4万/月,机器学习工程师（AI）,2月9日,重庆-渝北区
75,山东创恒科技发展有限公司,6-8千/月,机器学习与优化控制实习,2月9日,济南
76,深圳中兴网信科技有限公司,1.5-2万/月,机器学习开发工程师（熟悉python者优先）,1月22日,深圳-南山区
77,深圳市蓝泰源信息技术股份有限公司,1-1.5万/月,机器学习工程师,2月7日,武汉-洪山区
78,浙江远传信息技术股份有限公司,1.5-2万/月,资深NLP自然语言处理算法工程师,2月8日,杭州-滨江区
79,上海乐九医疗科技有限公司,1-2.5万/月,NLP工程师/自然语言处理,1月2日,上海-徐汇区
80,南京阿凡达机器人科技有限公司,1-2万/月,算法工程师（机器学习方向）,2月9日,南京-雨花台区
81,中国司法大数据研究院有限公司,1.5-2万/月,机器学习工程师,2月2日,北京-海淀区
82,北京一览科技有限公司,0.8-1万/月,自然语言处理工程师,2月7日,北京-朝阳区
83,深圳市博乐信息科技有限公司,40-50万/年,自然语言处理工程师,1月30日,深圳
84,杭州量知数据科技有限公司,1-2万/月,自然语言处理工程师,1月30日,杭州-西湖区
85,广州尚宸企业管理顾问有限公司,10万以上/月,自然语言处理工程师,1月30日,广州
86,深圳市云之梦科技有限公司,1-2万/月,算法工程师（机器学习）,2月9日,深圳-南山区
87,云积分科技有限公司,2-5万/月,数据科学家（机器学习 算法研发 数据挖掘）,2月9日,深圳-南山区
88,上海森亿医疗科技有限公司,1.5-3万/月,机器学习工程师,2月9日,上海-浦东新区
89,韩领网络科技（上海）有限公司,2-3.8万/月,机器学习算法工程师,2月8日,上海-浦东新区
90,江苏欣网视讯软件技术有限公司,0.8-1万/月,深度学习/机器学习工程师,2月8日,南京-秦淮区
91,上海容大教育培训有限公司,2-3万/月,Python机器学习***讲师,2月8日,上海-普陀区
92,杭州魔蝎数据科技有限公司,1-2万/月,机器学习工程师  月薪10-20K+14薪起+期权+不定时团建,1月22日,杭州
93,上海灵兮信息科技有限公司,1.2-1.8万/月,Python 机器学习研发工程师,1月22日,上海-杨浦区
94,山东海博科技信息系统有限公司,1-1.5万/月,机器学习算法工程师,2月7日,青岛
95,上海葵观信息技术有限公司,1-1.5万/月,自然语言NLP推荐算法数据挖掘工程师,2月8日,上海-杨浦区
96,百纳（武汉）信息技术有限公司,1-1.5万/月,自然语言处理工程师,1月2日,武汉-洪山区
97,上海现代通用识别技术有限公司,0.7-3万/月,Java开发工程师,2月9日,上海
98,成都果小美网络科技有限公司,1.5-2.5万/月,算法工程师（机器学习）,2月1日,成都
99,星环信息科技（上海）有限公司,2-4万/月,自然语言算法工程师,2月7日,上海-徐汇区
100,深圳前海鹏元数据技术有限公司,2-4万/月,自然语言处理 工程师,2月7日,深圳-福田区
101,浙江核新同花顺网络信息股份有限公司,2-2.5万/月,自然语言处理,1月30日,异地招聘
102,福建新大陆科技集团有限公司,1.1-1.6万/月,算法工程师（机器学习/计算机视觉/自然语言处理）,2月9日,福州
103,第道南京信息技术有限公司,1-1.5万/月,机器学习工程师,2月9日,南京-秦淮区
104,南京擎盾信息科技有限公司,1.5-2万/月,机器学习&自然语言处理研发工程师,2月9日,南京
105,百度在线网络技术（北京）有限公司,1.5-2万/月,地图客户端部_大数据/机器学习工程师,2月8日,北京-海淀区
106,真玫智能科技（深圳）有限公司,1.5-3万/月,机器学习算法工程师,2月8日,深圳-南山区
107,深圳市迈科龙电子有限公司,1.5-2万/月,机器学习工程师,1月22日,深圳-南山区
108,重庆华龙艾迪信息技术有限公司,1.8-2万/月,机器学习工程师,1月21日,重庆-渝北区
109,AAC Technologies Holdings Inc.,1.5-2万/月,算法工程师（机器学习方向）（机器学习方向）,2月7日,深圳-龙岗区
110,河南中原消费金融股份有限公司,1-1.5万/月,机器学习模型专家,2月7日,异地招聘
111,上海奥腾计算机科技有限公司,3-4万/月,机器学习&算法工程师,2月7日,上海
112,北京思特奇信息技术股份有限公司,1.5-2万/月,大数据业务部门_深度学习-自然语言处理高级工程师,2月8日,北京-海淀区
113,上海六界信息技术有限公司,1.5-3万/月,高级自然语言算法工程师,2月8日,上海-徐汇区
114,上海亘岩网络科技有限公司,1.5-2.5万/月,自然语言处理工程师,2月8日,上海-闵行区
115,上海互教教育科技有限公司,1.8-3万/月,自然语言（人工智能）开发工程师,2月8日,上海-浦东新区
116,国美控股集团,3-4万/月,自然语言处理工程师  国美大数据公司,12月28日,北京-朝阳区
117,北京神州泰岳软件股份有限公司,1.5-2万/月,自然语言处理专家-鼎富科技-广州营运中心,12月25日,广州
118,嘉兴安越企业管理咨询有限公司,10万以上/月,自然语言处理专家,12月25日,异地招聘
119,郑州宇通客车股份有限公司,20-30万/年,人工智能首席工程师,2月9日,郑州
120,中润普达（深圳）大数据技术有限公司,1-1.5万/月,语义分析师,2月9日,深圳
121,杭州博盾习言科技有限公司,2-3.5万/月,机器学习资深工程师,2月1日,杭州
122,北京天融信科技有限公司,1.5-2万/月,算法工程师（机器学习）,2月1日,北京
123,北京麦达数字技术服务有限公司,3.5-7万/月,自然语言处理工程师（NLP）,2月7日,北京-朝阳区
124,清华大学苏州汽车研究院大数据处理...,0.8-2.5万/月,研发工程师（自然语言类）,2月7日,成都-高新区
125,上海嘉果信息科技有限公司,2.5-5万/月,自然语言处理工程师,2月7日,上海
126,浙江中通文博服务有限公司杭州分公司,1.5-2万/月,自然语言处理专家(某安防领军企业）,1月30日,杭州-滨江区
127,深圳市得色科技有限公司,1.2-1.8万/月,儿童自然语言处理工程师,1月29日,深圳-南山区
128,北京鼎泰智源科技有限公司,2-2.5万/月,自然语言处理工程师,1月29日,北京
129,杭州顺网科技股份有限公司,1.5-2.5万/月,算法工程师（自然语言处理）,1月29日,杭州
130,普天信息技术有限公司,6-8千/月,机器学习算法工程师,2月9日,北京
131,上海快仓智能科技有限公司,2-5万/月,高级算法工程师（机器学习方向）,2月9日,上海-徐汇区
132,深圳市优博讯科技股份有限公司,1.5-2万/月,机器学习算法工程师,2月9日,深圳-南山区
133,成都聚思力信息技术有限公司,1-2万/月,机器学习算法工程师,2月8日,成都
134,广州极飞科技有限公司,1-2万/月,机器学习算法工程师,2月8日,广州-天河区
135,Cadence(上海楷登电子科技有限公司),1-5万/月,软件开发工程师- 机器学习,2月8日,上海
136,深圳市圣魂文化科技有限公司,0.5-1万/月,机器学习工程师,1月21日,深圳-宝安区
137,千闻云计算科技（北京）有限公司,2.5-4万/月,机器学习算法工程师,1月20日,上海-杨浦区
138,北京信数网络科技有限公司,1.5-5万/月,机器学习/深度学习算法工程师,1月20日,北京-海淀区
139,深圳市赢众通金融信息服务有限责任...,2.5-4万/月,数据挖掘专家（机器学习方向）,2月6日,上海-虹口区
140,厦门安捷致善医学数据科技有限公司,1.5-3万/月,图像算法和机器学习工程师,2月6日,厦门
141,北京的卢深视科技有限公司,3-6千/月,机器学习算法实习生,2月6日,合肥
142,杭州科宁生物科技有限公司,1.2-2.5万/月,自然语言处理工程师,2月8日,上海-杨浦区
143,上海朗鹰教育科技股份有限公司,2-4.5万/月,高级NLP自然语言开发工程师,2月8日,上海-静安区
144,车音智能科技有限公司,1-1.5万/月,C++自然语言工程师,12月22日,上海
145,苏州贝尔塔数据技术有限公司,2-4万/月,自然语言处理/机器学习/数据挖掘算法工程师,12月20日,苏州-工业园区
146,深圳柒壹思诺科技有限公司,1.5-3万/月,自然语言处理工程师,12月20日,深圳-南山区
147,杭州博彦信息技术有限公司,3-4.5千/月,自然语言文本标注,12月18日,杭州
148,北京普柏特信息科技有限公司上海分...,2-3万/月,算法工程师,2月9日,上海-杨浦区
149,YOHO!有货（江苏）商贸服务有限公司,2-2.5万/月,算法工程师,2月9日,南京-建邺区
150,金数信息科技（苏州）有限公司,2-4万/月,首席科学家,2月9日,北京-海淀区
151,音泰思计算机技术（成都）有限公司,0.8-1.5万/月,机器学习/数据挖掘/算法工程师,2月9日,成都
152,中视前卫影视传媒有限公司,2-3.5万/月,机器学习研究员,2月1日,北京-朝阳区
153,今日头条,2.5-5万/月,机器学习算法工程师,2月1日,北京
154,北京智慧摩羯数据科技有限公司,1.3-2.5万/月,自然语言处理开发工程师,2月7日,北京-朝阳区
155,北京搜狗科技发展有限公司,2-4万/月,智能对话-自然语言处理研究员-北京-02710,2月7日,北京-海淀区
156,科大讯飞股份有限公司,1-1.5万/月,自然语言研究员-公共安全事业部,2月7日,合肥-高新区
157,上海犀语科技有限公司,1.2-2.4万/月,自然语言处理工程师,2月6日,上海-杨浦区
158,平安医疗科技有限公司,1.5-2万/月,自然语言处理算法研究员,1月29日,上海-徐汇区
159,上海掌控网络科技有限公司,1.2-2万/月,自然语言（人工智能）开发工程师,1月29日,上海-虹口区
160,北京东方国信科技股份有限公司,1.5-2.5万/月,自然语言处理和分析工程师（YFSB）,1月27日,北京
161,点融,1-1.8万/月,自然语言处理工程师 - CD3435,1月26日,成都-高新区
162,中新网络信息安全股份有限公司,1.5-3万/月,大数据开发工程师（AI 机器学习 算法研究）,2月9日,北京-海淀区
163,盛视科技股份有限公司,1-2万/月,机器学习算法工程师,2月9日,异地招聘
164,南京讯之智信息技术有限公司,1-1.5万/月,机器学习/深度学习工程师,2月9日,南京
165,北京传智播客教育科技有限公司,3-4万/月,机器学习讲师组长J10066,2月9日,北京-昌平区
166,文思海辉技术有限公司Pactera Tec...,1.5-2万/月,机器学习工程师,2月8日,无锡
167,杭州高创电子科技有限公司,1-5万/月,图像处理与机器学习算法工程师,2月8日,杭州-江干区
168,深圳智芯数据服务有限公司,1-2万/月,机器学习算法工程师,2月8日,深圳-宝安区
169,银川全息数据科技有限公司,1.5-3万/月,机器学习工程师,2月8日,上海-浦东新区
170,武汉原研三品电子商务有限公司,1.5-3万/月,机器学习工程师,1月20日,武汉-汉阳区
171,杭州古北电子科技有限公司,1-2万/月,机器学习工程师,1月19日,杭州-滨江区
172,北京微播易道网络科技有限公司,2-2.5万/月,机器学习工程师,1月18日,北京-西城区
173,深圳市蒜泥科技有限公司,1.5-3万/月,算法工程师（机器学习）,1月18日,深圳-南山区
174,重庆柏思睿特网络安全技术有限公司,1.5-2.2万/月,机器学习工程师,1月17日,重庆
175,四川久远银海软件股份有限公司,0.8-1.5万/月,机器学习算法工程师,1月17日,成都
176,云南腾云信息产业有限公司,1-2万/月,机器学习工程师,2月6日,昆明
177,百融（北京）金融信息服务股份有限...,1.5-3万/月,算法工程师—机器学习方向,2月6日,北京
178,北京华普亿方教育科技股份有限公司,0.8-1.5万/月,机器学习应用研发工程师/AI/SKLearn/人工智能,2月6日,成都
179,深圳市德佳德立互联网金融服务有限...,2.5-3万/月,自然语言处理工程师,2月8日,深圳-南山区
180,深圳市藤讯科技有限公司,3-4万/月,自然语言处理,2月8日,深圳-南山区
181,上海时来信息科技有限公司,1.5-3万/月,NLP自然语言处理工程师,2月8日,上海-长宁区
182,深圳丝路天地电子商务有限公司,1.5-3万/月,自然语言处理工程师,2月8日,深圳-南山区
183,重庆易极付科技有限公司,18-40万/年,自然语言处理工程师（NLP）,2月8日,重庆-渝北区
184,北京奇酷方舟信息技术有限公司,6-8千/月,自然语言处理工程师,12月16日,郑州-金水区
185,福建细活信息科技有限公司,2-3万/月,自然语言处理（NLP）研发工程师,12月15日,福州-台江区
186,海航科技集团有限公司,3-4万/月,自然语言理解算法专家,12月12日,北京-东城区
187,杭州互纳科技有限公司,1.5-3万/月,技术总监/CTO,2月9日,杭州-西湖区
188,泰豪迈能,15-20万/年,算法工程师,2月9日,上海-长宁区
189,北京大黄猫知识产权服务有限公司,3-4万/月,AI 研究员,2月9日,北京-海淀区
190,博答企业管理咨询（上海）有限公司,1-1.5万/月,算法工程师,2月9日,上海
191,青岛酷特智能股份有限公司,0.8-1.6万/月,机器学习/深度学习-dsj17065,1月31日,青岛-即墨区
192,上海互问信息科技有限公司,1.5-3万/月,机器学习工程师,1月31日,上海-浦东新区
193,美国多核技术有限公司,0.8-2万/月,高级研发工程师/研究员（机器学习方向）,1月31日,长春
194,苏州思必驰信息科技有限公司,1.5-3万/月,自然语言处理工程师,2月6日,苏州-工业园区
195,南京苏宁软件技术有限公司,1.5-3万/月,算法工程师（自然语言）(008790),2月6日,北京
196,苏宁云商集团股份有限公司,2-3万/月,算法工程师（自然语言）(007993),2月6日,南京
197,广州火焰信息科技有限公司,3-5千/月,自然语言处理实习生,1月26日,广州-番禺区
198,北京阿博茨科技有限公司武汉分公司,1.5-2.5万/月,自然语言处理NLP工程师,1月26日,武汉
199,极限元（北京）智能科技股份有限公...,1.5-3万/月,自然语言处理,1月26日,北京-海淀区
200,成都卫士通信息产业股份有限公司,1-1.5万/月,自然语言处理工程师-YYRJ,1月26日,成都
201,福建顶点软件股份有限公司,1-1.5万/月,机器学习/深度学习/算法工程师,2月9日,福州
202,中国科学院自动化研究所,1-1.5万/月,模式识别与机器学习研究人员,2月9日,北京-海淀区
203,万得信息技术股份有限公司（Wind资...,,机器学习算法工程师,2月9日,上海-浦东新区
204,焦点科技股份有限公司,0.8-1万/月,机器学习/深度学习/算法工程师(中国制造网),2月8日,南京
205,重庆可兰达科技有限公司,0.8-1.5万/月,大数据/机器学习工程师,2月8日,重庆
206,杭州锐翌基因技术有限公司,4.5-9千/月,机器学习算法工程师,2月8日,杭州
207,深圳市博英医疗仪器科技有限公司,30-50万/年,机器学习算法和数据分析工程师,2月8日,深圳-福田区
208,北京汉能光伏投资有限公司,1.5-2万/月,机器学习工程师(012487),1月16日,北京-朝阳区
209,上海行一信息咨询有限公司,30-50万/年,人工智能专家/机器学习专家/工程师 （AI）,1月16日,上海
210,泰康在线财产保险股份有限公司,2-3.5万/月,人工智能/机器学习,1月15日,武汉-江岸区
211,舜宇光学（浙江）研究院有限公司,2-3.5万/月,机器学习技术主管,2月6日,杭州-滨江区
212,深圳市一满乐科技有限公司,3-5万/月,机器学习工程师,2月6日,深圳-南山区
213,北京中交兴路信息科技有限公司,1.5-2.5万/月,机器学习工程师（面向2018年应届生）-北京-00312,2月6日,北京-海淀区
214,趋势科技（中国）有限公司,20-30万/年,机器学习开发工程师,2月6日,南京-雨花台区
215,上海扬讯计算机科技有限责任公司,0.8-1万/月,机器学习工程师,2月6日,武汉
216,福州网乐网络科技有限公司,0.8-1万/月,自然语言处理工程师,2月8日,福州
217,武汉泰迪智慧科技有限公司,3-8千/月,自然语言实习生,2月8日,武汉-洪山区
218,北京中知智慧科技有限公司,0.6-1万/月,自然语言处理工程师,2月8日,北京-海淀区
219,南京烽火星空通信发展有限公司,1.5-3万/月,自然语言处理（语义分析）,2月8日,南京-建邺区
220,爱回收,2-2.5万/月,资深数据产品经理,2月9日,上海-杨浦区
221,小黑鱼科技有限公司,1.5-2.5万/月,风控算法专员,2月9日,南京
222,西安电视剧版权交易中心有限公司,10-15万/年,智能算法工程师,2月9日,西安-曲江文化...
223,武汉赛柏欧智能软件有限公司,0.6-1.5万/月,Java软件工程师,2月9日,武汉
224,安徽讯飞皆成软件技术有限公司,1-1.5万/月,算法工程师（大数据）,2月9日,合肥
225,浙江大学创新技术研究院有限公司,1-1.5万/月,投资经理 人工智能方向,2月9日,杭州
226,四川米诺娃妇女儿童医院有限公司,0.8-1.5万/月,高级算法工程师（数据挖掘、数据处理）,2月9日,成都-武侯区
227,珠海市利保机器人有限公司,0.8-2.5万/月,搜索架构师（工程师）,2月9日,异地招聘
228,上海复高计算机科技有限公司,1-2万/月,大数据开发工程师,2月9日,上海-静安区
229,南京览山晓网络科技有限公司,1-1.5万/月,语音合成工程师（TTS）,2月9日,南京-雨花台区
230,玑脉（上海）数据技术有限公司,2-2.5万/月,对话系统工程师,2月9日,上海-杨浦区
231,宁波亿芯智能机器有限公司,0.6-2万/月,高级研发工程师/研究员（机器学习方向）,1月31日,宁波
232,盐城全景智能科技有限公司,0.8-1.8万/月,高级研发工程师/研究员（机器学习方向）,1月31日,盐城
233,深圳市博阅科技股份有限公司,2-2.5万/月,高级机器学习算法工程师,1月31日,深圳
234,北京译泰教育科技有限公司,1-2万/月,数据分析（算法、机器学习）,1月31日,北京
235,南京硅基智能科技有限公司,3-6万/月,NLP自然语言处理工程师,2月6日,南京
236,北京国信安石科技有限责任公司,3-4万/月,自然语言处理工程师,2月6日,北京-朝阳区
237,北京百悟科技有限公司,1.5-2万/月,自然语言处理工程师,2月6日,北京-顺义区
238,上海江村市隐智能科技有限公司,3-4万/月,自然语言处理工程师,2月6日,上海-浦东新区
239,广东源恒软件科技有限公司,1-2万/月,自然语言处理工程师,2月6日,广州
240,坎德拉（深圳）科技创新有限公司,30-60万/年,自然语言处理算法工程师,2月6日,深圳-南山区
241,达而观信息科技（上海）有限公司,2-3万/月,NLP自然语言处理工程师,2月6日,上海-浦东新区
242,飞友科技有限公司,0.8-1.5万/月,文本挖掘/自然语言处理工程师,2月6日,合肥
243,上海优同科技有限公司,1.2-2万/月,自然语言处理高级算法工程师,1月25日,上海
244,三星电子（中国）研发中心,15-20万/年,自然语言处理算法工程师,1月25日,南京-雨花台区
245,四川弘和集团,0.8-1万/月,深度学习初级算法工程师（自然语言-NLP）,1月25日,成都-武侯区
246,弗徕威智能机器人科技（上海）有限...,2.5-5万/月,自然语言处理工程师,1月23日,北京-海淀区
247,京华信息科技股份有限公司,1-1.5万/月,自然语言处理工程师,1月23日,广州-天河区
248,天津华来科技有限公司,1-1.5万/月,机器学习算法工程师,2月9日,天津-南开区
249,北京协同创新研究院,1-1.5万/月,高级机器学习研发工程师(视频智能创作平台及示范应用),2月9日,北京
250,中电福富信息科技有限公司,6-8千/月,机器学习开发工程师-福州,2月9日,福州
251,湖南安存科技有限公司,15-30万/年,机器学习算法工程师,2月9日,长沙-开福区
252,虹软公司,4.5-6千/月,机器学习算法实习生,2月9日,上海-静安区
253,震坤行工业超市（上海）有限公司,0.8-1.2万/月,机器学习算法工程师,2月9日,武汉
254,网易集团,1.5-2.5万/月,机器学习高级工程师,2月9日,杭州-滨江区
255,中移物联网有限公司,1-1.5万/月,机器学习工程师-集成电路创新中心,2月9日,北京-西城区
256,南京昊控软件技术有限公司,0.5-1万/月,大数据/云架构/虚拟现实仿真/机器学习,2月8日,南京-江宁区
257,北京三星通信技术研究有限公司,1.5-2.5万/月,机器学习与图像识别算法工程师,2月8日,北京-朝阳区
258,广州群友信息科技有限公司,1-2万/月,机器学习工程师,2月8日,广州-番禺区
259,安徽晶奇网络科技股份有限公司,2.5-3万/月,机器学习/深度学习工程师,2月8日,合肥-高新区
260,HYPEREAL,2-2.5万/月,机器学习工程师,2月8日,上海-徐汇区
261,深圳市追远科技有限公司,2-2.5万/月,机器学习平台研发工程师,1月15日,深圳
262,苏州元联传感技术有限公司,0.8-2.5万/月,机器学习算法工程师,1月15日,苏州-工业园区
263,国建集团股份有限公司,1.5-2万/月,人工智能机器学习工程师,1月12日,天津-和平区
264,深圳市雅堂小超超市有限公司,1-1.5万/月,机器学习工程师,1月11日,深圳-南山区
265,新智认知数据服务有限公司,1-1.5万/月,机器学习工程师-SJYY,1月10日,南京-雨花台区
266,深圳市洛众科技有限公司,1.4-3万/月,机器学习算法工程师,1月10日,深圳-南山区
267,大唐电信科技股份有限公司,0.7-1.5万/月,机器学习工程师,1月10日,长沙
268,广东源恒软件科技有限公司,1-2万/月,机器学习和数据挖掘工程师,2月6日,广州
269,成都无糖信息技术有限公司,0.8-1.6万/月,机器学习算法工程师,2月6日,成都-高新区
270,中科创达软件股份有限公司,1.5-2万/月,图像算法工程师(机器学习方向)(000664),2月6日,北京-海淀区
271,天翼视讯传媒有限公司,1.5-2.5万/月,算法工程师（机器学习方向）,2月6日,上海-浦东新区
272,海南中智信信息技术有限公司,8-20万/年,机器学习工程师,2月6日,异地招聘
273,广州财略金融信息科技有限公司,1-1.5万/月,IRA-自然语言处理工程师(NLP),2月8日,广州-海珠区
274,广州合摩计算机科技有限公司,20-30万/年,自然语言算法工程师,2月8日,广州-天河区
275,武汉泰乐奇信息科技有限公司,1.5-2万/月,自然语言处理工程师,2月8日,武汉
276,微医集团,3-4万/月,自然语言处理工程师,2月8日,杭州
277,长安新生（深圳）金融投资有限公司,1-2万/月,大数据分析师（自然语言处理方向）,2月8日,北京-朝阳区
278,深圳和而泰智能控制股份有限公司,2-4万/月,自然语言处理工程师,2月8日,深圳
279,西安易特科信息技术有限公司,1.5-3万/月,自然语言处理NLP工程师,2月8日,西安-高新技术...
280,中移在线服务有限公司,15-30万/年,文本算法研究师,2月9日,郑州
281,河南新汉普影视技术有限公司,0.8-1万/月,网络工程师,2月9日,郑州
