,time,location,duty,sallary,name
10267,02-09,北京-大兴区,生产经理    项目生产经理,1-1.5万/月,北京百合苏通建筑工程有限公司
10268,02-09,杭州,督导/服装店长/导购,6-8千/月,浙江海明实业有限公司GMXY、avvn、...
10269,02-09,广州,销售代表,0.5-1万/月,广州医达医疗器械有限公司
10270,02-09,南宁,投资经理,10-15万/年,珠江西江产业投资基金管理有限公司
10271,02-09,东莞-南城区,东莞南城销售代表,0.6-1万/月,广东省脐带血造血干细胞库
10272,02-09,杭州-萧山区,总经理助理（首席运营官）,2-4万/月,杭州钱塘大数据交易中心有限公司
10273,02-09,上海-徐汇区,业务拓展主管  Business Development Specialist,0.6-1.2万/月,上海扬贝进出口有限公司
10274,02-09,南京,管理储备,3-5千/月,江苏九州通医药有限公司
10275,02-09,北京,海外优秀毕业生就业（优先落户）,0.8-1万/月,北京市浩东律师事务所
10276,02-09,襄阳,广告设备操作员,2-6千/月,襄阳市三美广告
10277,02-09,上海-嘉定区,三坐标测量员（上海丹景智能装备有限公司）,4.5-6千/月,上海德梅柯汽车装备制造有限公司
10278,02-09,西安,猎头顾问,3-6千/月,西安瀚墨企业管理咨询有限公司
10279,02-09,平顶山,销售 信贷 经理 五险一金 双休,6-8千/月,上海中帛信电子科技有限公司平顶山...
10280,02-09,宿州,人力资源专员,4-5千/月,广东碧桂园物业服务股份有限公司合...
10281,02-09,杭州,不打卡不考勤杭州驻点业务员,0.6-1万/月,上海普利欧餐饮管理有限公司
10282,02-09,西安,月入过万，真的不想了解吗,1-1.5万/月,中国平安人寿保险股份有限公司陕西...
10283,02-09,成都-成华区,内科医生,6-8千/月,成都交通医院
10284,02-09,上海-徐汇区,行政经理,4.5-6千/月,宜尤孚（上海）国际贸易有限公司
10285,02-09,深圳,海外销售助理,4.5-6千/月,深圳明锐理想科技有限公司
10286,02-09,西安,路基路面设计,5-25万/年,陕西中瑞公路勘察设计有限责任公司
10287,02-09,东莞,高薪诚聘中企商务代表,0.8-1万/月,中企动力科技股份有限公司东莞分公司
10288,02-09,上海,财富顾问-机构业务方向,2.5-5万/月,招商证券股份有限公司上海陆家嘴东...
10289,02-09,广州-天河区,雅思/托福老师（阅读/写作/听力/口语教师）,0.6-1.9万/月,广州市越秀区新航道英语培训中心
10290,02-09,南京,电力工程师 技术支持   监控继电保护 6000—8000,6-8千/月,南京中汇电气科技有限公司
10291,02-09,四川省,总经理（负责人）,1-1.5万/月,四川省农业信贷担保有限公司
10292,02-09,上海-徐汇区,美容顾问（永新店）,1-1.5万/月,海南美丽田园管理服务有限公司上海...
10293,02-09,宁波,市场专员,3-4.5千/月,宁波沐丰房地产投资咨询有限公司
10294,02-09,济南-市中区,喷漆工,3-4.5千/月,济南美迪格数控机械有限公司
10295,02-09,异地招聘,销售代表,50-100万/年,广州仁迈商贸有限公司
10296,02-09,南京,纸尿裤事业—南京地区销售主管,6-7千/月,王子制纸妮飘（苏州）有限公司上海...
10297,02-09,重庆-南岸区,销售代表（央视合作项目）试用期2.5K地铁周边,4.5-6千/月,厦门九润传媒有限公司重庆南坪分公司
10298,02-09,异地招聘,半挂车司机,0.8-1万/月,东莞市畅安货物运输服务有限公司
10299,02-09,上海-嘉定区,车间副主管,6-8千/月,上海点之浩服饰辅料制品有限公司
10300,02-09,广州,策划专员,4.5-6千/月,广州东兴堂大药房连锁有限公司
10301,02-09,南京-栖霞区,助理(英语),6-10万/年,南京康尼新能源汽车零部件有限公司
10302,02-09,嘉兴,广告专员,3-4.5千/月,嘉兴欧珀电子有限公司
10303,02-09,无锡-梁溪区,西班牙语外贸专员,3-4.5千/月,无锡鑫春体育用品有限公司
10304,02-09,上海-松江区,采购,3-6千/月,上海美客铝制品有限公司
10305,02-09,成都-青羊区,办公室协助,1-1.1千/月,成都永富教学设备有限公司
10306,02-09,无锡-江阴市,会计,4-5千/月,江阴技源药业有限公司
10307,02-09,常熟,仓储主管（常熟）,4.5-6千/月,江阴新澄运国际物流有限公司
10308,02-09,温州,知识产权专员,0.2-1万/月,温州一灯知识产权代理有限公司
10309,02-09,武汉-洪山区,土建工程师（武汉公司）,1-1.5万/月,河南正商置业有限公司
10310,02-09,上海-宝山区,司机,6-8千/月,山西奥瑞生物材料有限公司
10311,02-09,北京-朝阳区,会计,6-8千/月,登登动媒科技（北京）有限公司
10312,02-09,长沙-岳麓区,行政人事专员,3-4.5千/月,湖南正达纤科机械制造有限公司
10313,02-09,大连-金州区,京东天猫运营/电子商务运营,200元/天,大连天佑机械有限公司
10314,02-09,温州,仓库管理员,3-4.5千/月,温州高品科技有限公司
10315,02-09,上海-徐汇区,初、高中专职物理教师（班教）-中学生事业部,0.8-1万/月,昂立教育集团中学生事业部
10316,02-09,上海-长宁区,渠道运营专员/经理 （代理商管理方向）,0.6-1.5万/月,上海秉钧网络科技股份有限公司
10317,02-09,南京-鼓楼区,移动10086客服文员常白班,3-4.5千/月,南京新机王电子有限公司
10318,02-09,深圳-龙岗区,亚马逊日本站主管,0.6-1.5万/月,深圳市伟创时代科技有限公司
10319,02-09,南昌-西湖区,客户经理,6-8千/月,兴业银行南昌分行零售营销中心
10320,02-09,广州,结构工程师,0.8-1万/月,广州市奥威亚电子科技有限公司
10321,02-09,无锡,前台文员,2.5-3千/月,无锡卡秀堡辉涂料有限公司
10322,02-09,上海-松江区,人事专员,4.5-6千/月,上海纵驰电子有限公司
10323,02-09,苏州-姑苏区,行政平面设计师,4.5-6千/月,苏州爱米泽家居有限公司
10324,02-09,长沙-望城区,采购助理,3-4.5千/月,长沙成进汽车配件有限公司
10325,02-09,上海-浦东新区,JAVA / JAVA架构师 / JAVA中高级工程师,10-20万/年,拜椰特（上海）软件技术有限公司
10326,02-09,遂宁,采购,3-4.5千/月,四川英创力电子科技股份有限公司
10327,02-09,长沙,外教课程主管,10-15万/年,长沙欧恩教育咨询有限公司
10328,02-09,苏州,出纳,3-4.5千/月,苏州高新区良图语言文化培训中心
10329,02-09,上海-浦东新区,行政前台,3-4.5千/月,上海博威生物医药有限公司
10330,02-09,沈阳,万科租售房产经纪人,0.8-1万/月,沈阳万科物业服务有限公司
10331,02-09,上海-长宁区,插画原画师,6-8千/月,上海正昌企业管理咨询有限公司
10332,02-09,上海-静安区,出纳,3-4.5千/月,麦克维尔中央空调有限公司
10333,02-09,沈阳,客户经理（双休 不出差跑外）,6-8千/月,中国平安人寿保险股份有限公司沈阳...
10334,02-09,西宁,企划岗,3-4.5千/月,太平洋人寿保险青海分公司
10335,02-09,大连,电话续费专员,0.8-1万/月,上海车音智能科技有限公司
10336,02-09,上海,电气维修技术工,3.5-5千/月,上海祥欧自动化系统有限公司
10337,02-09,成都-青羊区,销售顾问  （高薪+ 双休+晋升）,4-8千/月,中国人寿保险股份有限公司成都市分...
10338,02-09,佛山-南海区,招聘专员,4-6千/月,佛山市南海富轩怡家装饰工程有限公司
10339,02-09,成都-蒲江县,质量技工Quality Technician,4.5-6千/月,博世电动工具（中国）有限公司
10340,02-09,深圳-南山区,自聘助理+双休,4.5-6千/月,中国平安人寿保险股份有限公司深圳...
10341,02-09,上海-黄浦区,销售总监,2-2.5万/月,上海盛治管理咨询有限公司
10342,02-09,杭州,财务管理,4.5-6千/月,传化物流集团有限公司（绿色慧联）
10343,02-09,重庆-渝北区,设计部经理--禾维科技,2-2.5万/月,重庆亲禾投资（集团）有限公司
10344,02-09,北京,华北销售代表（北京、天津、河北）,1-1.5万/月,上海佐威实业有限公司
10345,02-09,成都,售后技术支持,3-4.5千/月,成都傲梅科技有限公司
10346,02-09,上海-普陀区,财务总监,30-50万/年,上海千江月地产集团有限公司
10347,02-09,宁波-海曙区,雅思一部/二部/北美事业部助教主管,4-6千/月,宁波市海曙区新航道培训学校
10348,02-09,深圳,爱奇艺视频平台市场顾问,0.8-1.2万/月,广东易凌科技股份有限公司
10349,02-09,济南-历下区,储备干部,4.5-8千/月,山东乐活源生物科技有限公司
10350,02-09,长沙,行政文员,2-3千/月,长沙和硕医疗器械有限公司
10351,02-09,吉林,百度搜索商务顾问,0.4-1万/月,长春盘古网络技术有限公司吉林市大...
10352,02-09,东莞-厚街镇,PMC工程师,4.5-6千/月,东莞中世拓实业有限公司
10353,02-09,大连-中山区,平面设计师,6-8千/月,辽宁红运科技开发有限公司
10354,02-09,南京-栖霞区,物管,3-4.5千/月,南京嘉展精密电子有限公司
10355,02-09,广州,业务员(高提成+包住+免费培训+晋升空间),5-8千/月,广州依世爱生物科技有限公司
10356,02-09,烟台,销售经理,5-8千/月,烟台中金数据系统有限公司
10357,02-09,杭州,总经理助理/总裁秘书(人才管理方向),0.6-1万/月,杭州固安多贸易有限公司
10358,02-09,天津,融资经理,0.8-1.2万/月,天津荣尧智慧科技股份有限公司
10359,02-09,广州-荔湾区,电商会计,3-4.5千/月,广州万力集团有限公司
10360,02-09,岳阳,雅思主讲老师,3-4.5千/月,岳阳市英联雅思培训学校
10361,02-09,深圳-南山区,会计,6-8千/月,广州天翔航空科技有限公司
10362,02-09,东莞,生产工正式工操作工临时工普工,4.5-6千/月,锐逸电子科技
10363,02-09,青岛-市北区,质检工程师,6-8千/月,青岛优派普环保科技股份有限公司
10364,02-09,保定,销售--双休挑战高薪,4.5-6千/月,北京高沃国际知识产权代理有限公司
10365,02-09,沈阳,环保工程师,6-8千/月,沈阳欧森威尔工程设备销售有限公司
10366,02-09,南京-江宁区,客服文员（江宁禄口）,3-4.5千/月,南京瑞斯克自行车有限公司
10367,02-09,上海-宝山区,电话/网络销售助理,3-4.5千/月,上海瀚盛电子设备科技有限公司
10368,02-09,郑州-金水区,客服专员（高薪+1.5天休/周）,4-8千/月,郑州名人企划有限公司
10369,02-09,广州-天河区,生产工正式工操作工临时工普工,4.5-6千/月,深圳市海浪人力资源有限公司广州开...
10370,02-09,沈阳,销售代表(起薪3200),3-4.5千/月,某500强企业
10371,02-09,杭州-西湖区,facebook广告投放专员,0.5-1万/月,杭州三次方网络科技有限公司
10372,02-09,济南,医疗器械、医疗耗材销售经理,6-8千/月,上海群天通用电器有限公司
10373,02-09,广州-白云区,高薪诚聘店长经理 5000+提成,1.5-2万/月,广州众家房地产代理有限公司
10374,02-09,沈阳-皇姑区,市场营销专员,0.5-1万/月,沈阳立秋商务服务有限公司
10375,02-09,异地招聘,日本工签——温泉酒店前台接待年收15万左右）,1-1.5万/月,大连新翔教育咨询有限公司
10376,02-09,上海-普陀区,成本会计,3-4.5千/月,上海易亮照明技术有限公司
10377,02-09,宁波,市场营销部经理,0.8-1万/月,宁波青藤酒店集团有限公司
10378,02-09,青岛-城阳区,销售代表,5-6万/年,大多福食品（青岛）有限公司
10379,02-09,济南-高新区,算法工程师,4-8千/月,山东博昂信息科技有限公司
10380,02-09,深圳-宝安区,销售总监,0.8-1.2万/月,深圳市苍泰科技有限公司
10381,02-09,贵阳,营销代表  3000无责任底薪+提成+绩效,4-6千/月,重庆江小白品牌管理有限公司
10382,02-09,沈阳-铁西区,行政前台,2-3千/月,沈阳市考锐教育培训中心
10383,02-09,上海-宝山区,技术助理,5-8千/月,上海瓦科自动化设备有限公司
10384,02-09,天津-河东区,人事行政主管,4.5-6千/月,天津泰新科技有限公司
10385,02-09,清远,3D建模（初级人员）,2-3千/月,诚展（清远）鞋业有限公司
10386,02-09,上海-静安区,乘员保护工程师,10-15万/年,中智浩云科技有限公司
10387,02-09,武汉,店员-武汉首创店,4.5-6千/月,新百伦贸易（中国）有限公司
10388,02-09,重庆-江北区,商务经理,0.8-1万/月,中国平安人寿保险股份有限公司重庆...
10389,02-09,东莞,电子商务外贸专员,4.5-6千/月,东莞市乐瑞欣饰品有限公司
10390,02-09,北京-通州区,环境规划 地理科学类 学术期刊Land助理编辑,0.6-1万/月,曼迪匹艾（北京）科技服务有限公司
10391,02-09,南京-江宁区,网络新媒体运营  周末双休+五险一金,0.3-1.2万/月,江苏亚井雨水利用科技有限公司
10392,02-09,上海-虹口区,财务出纳,4.5-8千/月,上海繁纳旭进出口有限公司
10393,02-09,上海-宝山区,油漆工保底六千包吃住,6-8千/月,上海篆远实业有限公司
10394,02-09,苏州-吴中区,机修工,4.5-6千/月,汉森实验室系统设备（苏州）有限公司
10395,02-09,武汉-洪山区,技术工程师,0.5-1万/月,湖北鄂美环保科技有限公司
10396,02-09,宁波-鄞州区,打印机维修员,4-5千/月,宁波朝日数码科技发展有限公司
10397,02-09,苏州-吴中区,客服专员（长安4S店）,3-4.5千/月,苏州市都市飞梭汽车销售服务有限公司
10398,02-09,成都-高新区,团队经理,1.5-2万/月,浙江投融谱华资产管理有限公司
10399,02-09,北京-海淀区,留学顾问（大客户销售）,0.8-1万/月,津桥国际教育集团
10400,02-09,青岛-市北区,货代操作,3-4万/月,青岛迈德国际物流有限公司
10401,02-09,北京-大兴区,媒介专员,6-8千/月,北京爱育华妇儿医院有限公司
10402,02-09,上海,上海区域经理,0.8-1万/月,辽宁千业商贸有限公司
10403,02-09,深圳-坪山区,人事文员,3-4.5千/月,深圳市智动力精密技术股份有限公司
10404,02-09,常州,采购,3-4.5千/月,常州业威机械设备有限公司
10405,02-09,清远,商务文员,3-3.8千/月,清远市中能检测技术有限公司
10406,02-09,杭州-拱墅区,室内设计软装设计师,6-8千/月,杭州琢景装饰设计有限公司
10407,02-09,武汉-江汉区,工厂维修电工,3-4.5千/月,武汉新金投资管理有限公司
10408,02-09,广州-黄埔区,实验室技术员,5-8千/月,广东省实验动物监测所
10409,02-09,苏州-吴江区,网络推广,4.5-6千/月,苏州问候软件有限公司
10410,02-09,广州-番禺区,Android高级开发工程师,1-1.5万/月,广州悦荞茉萱贸易有限公司
10411,02-09,深圳-龙岗区,行政经理,7-9千/月,深圳市海和科技股份有限公司
10412,02-09,上海-杨浦区,成本会计,5-6千/月,小南国（集团）有限公司
10413,02-09,深圳-福田区,电话邀约专员,0.8-1万/月,深圳市喜合文化传播有限公司
10414,02-09,异地招聘,法务岗,4.5-6千/月,中庆投资控股（集团）有限责任公司
10415,02-09,大连-沙河口区,急招cuda和GPU研发工程师,1-1.5万/月,大连天宇科技有限公司
10416,02-09,长沙,高精度天线RTK板卡销售经理（北斗GNSS）,0.4-2万/月,湖南北云科技有限公司
10417,02-09,北京-海淀区,测试工程师,1-1.5万/月,北京智学客教育科技有限公司
10418,02-09,郑州,工程总监,1-1.5万/月,郑州恩普特科技股份有限公司
