,location,time,sallary,name,duty
0,重庆-渝北区,3月12日,5-7万/月,中国平安人寿保险股份有限公司重庆...,平安好车/汽车之家专员
1,杭州,3月12日,7-10万/月,杭州长安民生物流有限公司,物流规划专员
2,深圳-南山区,3月12日,5-7万/月,深圳市多迪信息科技有限公司,营销总监-合伙人级别
3,异地招聘,3月12日,5-8万/月,深圳中南置业有限公司,片区总/大项目总
4,上海-浦东新区,3月12日,5-10万/月,恒泰证券股份有限公司上海张杨路证...,金融销售总监
5,上海-闵行区,3月12日,5-7万/月,西藏衣得体信息科技有限公司,副总经理
6,广州,3月12日,300元/小时,广州市白云区和鑫服装厂,急招业余网拍平面模特/日韩美衣
7,上海-浦东新区,3月12日,100万以上/年,上海摩高投资有限公司,投资总监/合伙人（合伙团队）
8,深圳-罗湖区,3月12日,100万以上/年,深圳市中亚艺术品有限公司,收藏艺术品合伙人
9,广州-越秀区,3月12日,10万以上/月,深圳市乐有家控股集团有限公司,年薪百万不是梦
10,上海-普陀区,3月12日,5-10万/月,上海开启房地产投资咨询有限公司,二手房总经理
11,广州,3月12日,60-80万/年,深圳市华阳国际工程设计股份有限公...,结构部总经理
12,南昌-红谷滩新区,3月12日,10万以上/月,中陆企业管理集团有限公司,装饰公司总经理
13,广州-荔湾区,3月12日,7-10万/月,广州博明医疗集团,高薪竞价主管
14,广州-天河区,3月12日,10万以上/月,中国平安人寿保险股份有限公司广州...,高薪诚聘平安合伙人5400工资起步，综合金融大平台
15,上海-杨浦区,3月12日,5-7万/月,电讯盈科 上海,高级销售经理（BSS/OSS/MSS）
16,武汉,3月12日,10万以上/月,广州同鑫科技有限公司,人力资源总监
17,深圳-南山区,3月12日,100万以上/年,世纪投资控股集团（深圳）有限公司,中世纪基金经理（合伙人）
18,郑州,3月12日,5-7万/月,中梁地产新苏区域公司,区域公司常务副总
19,潍坊,3月12日,6-10万/月,北京柯默森机械设备有限公司,产品拓展工程师
20,上海-闵行区,3月12日,350元/小时,上海正培教育科技有限公司,双语计算机老师
21,湖州,3月12日,100万以上/年,浙江中链汽车服务有限公司,湖州地区百万年薪城市合伙人（分公司总经理）
22,异地招聘,3月12日,60-120万/年,浙江省国际交流实业公司,首席技术官
23,广州-天河区,3月12日,7-20万/月,华夏银行股份有限公司广州分行,高级白金信用卡客户经理A
24,宁波,3月12日,5-7万/月,鑫茂荣信财富投资管理（北京）有限...,分公司总经理
25,广州-天河区,3月12日,7-10万/月,中国平安人寿保险股份有限公司广州...,广东部互联网金融销售经理
26,深圳-福田区,3月12日,5-7万/月,珠海赢米资产管理有限公司,机构事业部总经理
27,东莞-南城区,3月12日,60-80万/年,泛华联兴保险销售股份公司东莞分公司,副总经理（省公司经营班子）
28,北京-海淀区,3月12日,10-20万/月,北京明德新民体育文化有限公司,运动科技 专栏频道负责人
29,广州,3月12日,5-7万/月,广州雷音网络科技有限公司,法务总监
30,广州-天河区,3月12日,15-50万/月,广州商君企业管理咨询有限公司,现场管理专家（顾问）
31,异地招聘,3月12日,100万以上/年,杭州士兰集成电路有限公司,总经理（厦门士兰明镓）
32,广州,3月12日,100万以上/年,广州富宏智能科技有限公司,自动售货机合伙人
33,郑州,3月12日,100万以上/年,河南宝恒信息科技有限公司,成本设计事业部总裁
34,宁波-江北区,3月12日,60-80万/年,上海丰树管理有限公司,商场管理副总经理（宁波项目）
35,上海-普陀区,3月12日,80-130万/年,上海千江月地产集团有限公司,文旅开发股份公司总裁/总经理
36,温州,3月12日,6-7万/月,上海海特克液压动力设备有限公司,2018海特克液压校园招聘
37,武汉,3月12日,5-7万/月,武汉乐美医疗美容有限公司,整形医生
38,上海-长宁区,3月12日,60-80万/年,微娃（上海）国际贸易有限公司,市场营销总监
39,东莞,3月12日,60-80万/年,东莞世联地产顾问有限公司,金融业务部总经理
40,上海,3月12日,7-10万/月,上海全通金融谷集团有限公司,融资副总经理
41,异地招聘,3月12日,100万以上/年,海银财富管理有限公司,营销副总裁-深圳/广州
42,广州-天河区,3月12日,60-80万/年,广州斯登诚信信息技术有限公司,运营副总经理-信息安全（销售方向）
43,东莞,3月12日,100-300万/年,东彩塑胶颜料（深圳）有限公司,激励师
44,上海-闵行区,3月12日,9999元/天,圣戈班研发（上海）有限公司,Cementitious materials technician
45,上海-普陀区,3月12日,60-80万/年,徙木金融信息服务（上海）有限公司,融资总监（机构合作总监）
46,武汉,3月12日,65-85万/年,武汉天利阁服饰有限责任公司,区长
47,泉州,3月12日,100万以上/年,泉州君越机电工程有限公司,合伙人
48,滁州,3月12日,5-10万/月,金鹏投资管理有限公司,装配式产业园-----副总
49,深圳-宝安区,3月12日,5-7万/月,深圳亿和环保有限公司,网络推广经理
50,常州,3月12日,100万以上/年,常州云谷物联科技有限公司,招纳专卖店城市合伙人
51,异地招聘,3月12日,60-80万/年,东莞市找大状互联网科技有限公司,招城市代理商，自己开公司做项目其实不难
52,成都-龙泉驿区,3月12日,10万以上/月,成都兴宝旺房地产开发有限公司,植筋班组
53,上海,3月12日,60-80万/年,上海宝藤生物医药科技股份有限公司,市场拓展总监
54,成都-双流区,3月12日,7-10万/月,成都吉家好家家居有限公司,新媒体分公司总经理（合伙人）
55,上海,3月12日,20-30万/月,上海有云信息技术有限公司,信息安全高级顾问
56,广州,3月12日,80-100万/年,白山人参生命网络科技有限公司,联合创始人
57,惠州,3月12日,70-90万/年,新力惠州城市公司,片区工程副总
58,上海-黄浦区,3月12日,60-100万/年,上海莲平实业有限公司,投资副总裁
59,上海-普陀区,3月12日,10万以上/月,宇培国际控股集团有限公司,首席财务官
60,上海-闵行区,3月12日,30-100万/月,人民电器集团有限公司,人民控股集团——信息部总经理
61,重庆-巴南区,3月12日,4000元/天,万全医药集团,建筑现场管理员
62,深圳-福田区,3月12日,5-7万/月,深圳益民财富管理有限公司,财富事业部总监
63,异地招聘,3月12日,5-8万/月,山东科瑞石油装备有限公司,战略合作部总经理
64,中山,3月12日,5-7万/月,中山百佳妇产医院有限公司,行政人事主管
65,郑州,3月12日,80-100万/年,上海红星美凯龙置业有限公司,项目总（河南）
66,北京-昌平区,3月12日,100万以上/年,上海捞派餐饮管理有限公司,特殊助理（cio）
67,厦门,3月12日,15-25万/月,绿芯半导体（厦门）有限公司,（初高级）固件测试开发(FWQA)工程师
68,深圳,3月12日,80-100万/年,东莞市勤明士照明科技有限公司,外贸副总
69,北京-海淀区,3月12日,60-80万/年,太平人寿保险有限公司北京分公司海...,金领人才工程
70,异地招聘,3月12日,100万以上/年,上海贝乐康足球俱乐部,合伙人
71,异地招聘,3月12日,60-80万/年,广州兆成景置业有限公司,区域拓展总经理
72,佛山,3月12日,100万以上/年,佛山市三八凤凰文化传播有限公司,招募分公司合作伙伴
73,深圳-福田区,3月12日,5-7万/月,深圳市恒明投资发展（集团）有限公司,城市更新总
74,广州-天河区,3月12日,5-7万/月,广东金楼投资有限公司,总经理
75,上海-徐汇区,3月12日,5-7万/月,HYPEREAL,机器学习研究员
76,异地招聘,3月12日,80-100万/年,上海伊捷人力资源有限公司,事业部总经理（药厂信息化）
77,广州-白云区,3月12日,10万以上/月,广州悦开妍化妆品有限公司,招募电商合伙人
78,广州-黄埔区,3月12日,5-7万/月,深圳市宝能投资集团有限公司,设计副总
79,异地招聘,3月12日,60-80万/年,远成物流城集团,集团总裁
80,广州,3月12日,5-7万/月,广州碧软信息科技有限公司,软件外包公司
81,天津,3月12日,80-100万/年,上海红星美凯龙置业有限公司,项目总（河北、天津）
82,上海-浦东新区,3月12日,10万以上/月,Unique Executive Search,营建部总经理
83,安徽省,3月12日,5-7万/月,上海红星美凯龙置业有限公司,项目总（江浙皖）
84,佛山,3月12日,300-1000万/年,宏图瀛通（广州）人力资源有限公司,首席财务官（CFO)
85,广州-天河区,3月12日,5-7万/月,广州无线电集团有限公司,市值管理总监
86,异地招聘,3月12日,5-6万/月,山东十笏园食品有限公司,总裁
87,上海-浦东新区,3月12日,7-10万/月,中金汇理融资租赁有限公司,贸易金融总经理
88,上海-静安区,3月12日,5-10万/月,新新贷（上海）金融信息服务有限公司,信贷端副总裁
89,西安-碑林区,3月12日,10万以上/月,红上财富（上海）投资管理有限公司,财富中心经理
90,合肥-蜀山区,3月12日,5-7万/月,巨汇财富（北京）投资管理有限公司...,高级理财顾问
91,上海-金山区,3月12日,80-100万/年,上海芮远化学科技有限公司,销售合伙人
92,广州-越秀区,3月12日,100万以上/年,广州森美浪贸易有限公司,副总裁
93,广州-天河区,3月12日,5-13万/月,广州市东洲装饰工程有限公司,木门销售从业人员
94,宁波-鄞州区,3月12日,5-7万/月,宁波市鄞州耿帅进出口有限公司,法语销售
95,异地招聘,3月12日,60-80万/年,深圳金辉达企业管理咨询有限公司,品牌服装首席数据官
96,武汉-武昌区,3月12日,60-80万/年,中国建筑第二工程局有限公司,房建类项目安全总监
97,异地招聘,3月12日,80-100万/年,上海科瓦纳企业管理咨询有限公司,冶金研究所所长（年薪大于80万）
98,异地招聘,3月12日,80-100万/年,安徽省文胜生物工程股份有限公司,总经理
99,太仓,3月12日,7-10万/月,太仓市金达机械厂,销售(金溪粉碎设备）
100,郑州-管城回族区,3月12日,100-500万/年,韩城金鸿日用品经销店,创业合伙人，年均100—500万，每年免费海外旅游2-4次
101,潍坊,3月12日,7-10万/月,山东铭拓企业管理咨询有限公司,总裁
102,湖南省,3月12日,60-80万/年,中梁控股集团长株潭区域公司,事业部总经理
103,上海,3月12日,5-6万/月,上海鸣志电器股份有限公司,贸易事业群总经理
104,嘉兴,3月12日,60-80万/年,永新纺织印染有限公司,总经理
105,深圳-福田区,3月12日,5-10万/月,银河移民,移民业务总经理
106,宁波,3月12日,5-7万/月,宁波市鄞州双维塑胶厂,数控带班师傅
107,江苏省,3月12日,5-7万/月,泰兴市奥新置业有限公司,储备项目营销副总
108,深圳-龙华新区,3月12日,10-20万/月,深圳市创视通电子技术有限公司,俄语销售
109,南京-秦淮区,3月12日,2500元/天,南京好易家网络科技有限公司,APP/微信扫码推广
110,深圳-罗湖区,3月12日,5-7万/月,宝能控股（中国）有限公司总部,资产运营中心副总
111,异地招聘,3月12日,4000元/天,上海世语翻译有限公司,中英同传（工作地点贵阳或昆明）
112,北京-朝阳区,3月12日,5-7万/月,中信云网有限公司,产业互联网战略研究规划岗
113,西安-曲江文化...,3月12日,7-10万/月,陕西英铂投资管理有限公司,文旅地产唐规划设计部副总经理
114,广州-花都区,3月12日,6-12万/月,广州市盛邦康体场地材料有限公司,工程销售经理（高底薪高提成）
115,广州-番禺区,3月12日,1000元/小时,广州角度服装有限公司,男模***:
116,广州-天河区,3月12日,100万以上/年,广州市华企软件有限公司,省代理权--营运商家
117,广州-番禺区,3月12日,80-100万/年,广州雅玛实验室系统工程设计有限公司,副总经理
118,上海-浦东新区,3月12日,60-80万/年,上海药明巨诺生物科技有限公司,Director of QC and Analytical Development
119,珠海,3月12日,5-10万/月,瑞德青春（珠海）健康管理有限公司,美丽养护微整中心主任
120,深圳-南山区,3月12日,5-10万/月,深圳前海优聚资本管理有限公司,投资总监ED/MD
121,宁波-海曙区,3月12日,8-18万/月,宁波博洋家纺有限公司,家居设计师主管
122,武汉-江岸区,3月12日,7-10万/月,华夏幸福基业股份有限公司,项目总
123,温州,3月12日,80-100万/年,杭州世茂瑞盈置业有限公司,项目总/储备城市总
124,深圳,3月12日,5-7万/月,深圳市欣话筒文化艺术传播有限公司,少儿模特、小模特老师
125,上海,3月12日,80-100万/年,戴德梁行房地产咨询（上海）有限公司,商业总经理--AM
126,上海-虹口区,3月12日,80-100万/年,上海利真汽车服务咨询有限公司,人力资源总监
127,北京,3月12日,60-75万/年,西安杨森制药有限公司,"Senior Manager, Medical Writer"
128,重庆,3月12日,5-7万/月,北京长久物流股份有限公司,总经理
129,深圳-福田区,3月12日,5-7万/月,广东碧桂园资产管理有限公司,物业经营副总裁
130,沈阳,3月12日,10万以上/月,沈阳市鑫洋饮料厂,城市代理商、经销商
131,广州-番禺区,3月12日,5-7万/月,广州市墨历服饰有限公司,车版师
132,上海-浦东新区,3月12日,5-7万/月,深圳市鼎丰盛业供应链管理有限公司,食品/化妆品进出口客服跟单
133,北京-朝阳区,3月12日,80-100万/年,汇法信息技术有限公司,高级销售经理
134,上海,3月12日,60-80万/年,上海雅太医院管理有限公司,项目总监
135,杭州,3月12日,5-7万/月,东易日盛家居装饰集团股份有限公司...,资深设计师（杭州）
136,广州,3月12日,5-7万/月,广州市泽普企业管理咨询有限公司,行政接待副总经理
137,深圳-宝安区,3月12日,5000元/天,深圳市宝威家用电器有限公司,火花机操作员
138,深圳-福田区,3月12日,5-6万/月,深圳市滨海基金管理有限公司,私人银行中心总经理
139,异地招聘,3月12日,5-7万/月,广州市番禺区南村椒王餐厅,椒王火锅诚聘 总经理
140,合肥-庐阳区,3月12日,5-7万/月,合肥仆心环保科技有限公司,拼搏的年龄不要选择安逸
141,广州-天河区,3月12日,100万以上/年,广东车天车地汽车销售服务有限公司,总经理（宝盈保险）
142,异地招聘,3月12日,60-80万/年,中智成都签证服务有限公司,企业文化专家
143,东莞,3月12日,80-120万/年,华为技术有限公司,企业订单业务运营专家
144,广州-天河区,3月12日,60-80万/年,龙浩机场集团有限公司,金控集团金融机构部总经理/副总经理
145,上海-浦东新区,3月12日,7-10万/月,上海增元投资管理咨询有限公司,财富管理合伙人
146,杭州-拱墅区,3月12日,80-100万/年,杭州林九大装饰工程有限公司,业务总经理
147,重庆-渝中区,3月12日,80-100万/年,北京德塬宝通资产管理有限公司,分公司总经理
148,广州,3月12日,5-7万/月,广州斯沃德科技有限公司,首席架构师/CTO/技术总监/技术合伙人
149,深圳-罗湖区,3月12日,10-20万/月,深圳市天通达实业发展有限公司,资质负责人
150,北京-朝阳区,3月12日,100万以上/年,富尔华兴（北京）国际投资管理有限...,CBD百万年薪诚邀各行各业精英共创天下
151,异地招聘,3月12日,1000元/小时,北京天译时代翻译有限责任公司,各语种口译翻译人员
152,重庆,3月12日,60-80万/年,保利（重庆）投资实业有限公司,园林景观部经理
153,北京,3月12日,5-7万/月,美团点评,图像处理算法高级专家
154,深圳-福田区,3月12日,60-80万/年,邦创咨询有限公司,***合伙人
155,深圳,3月12日,60-80万/年,深圳市广盛浩科技有限公司,总经理
156,上海,3月12日,70-80万/年,世联博众翻译有限公司,副总裁/合伙人
157,广州,3月12日,80-100万/年,广州无线电集团有限公司,首席科学家
158,异地招聘,3月12日,5-8万/月,瑞时会网络科技（深圳）有限公司,分公司总经理\俱乐部总经理
159,西安,3月12日,5-7万/月,陕西图观工程设计有限公司,总经理
160,深圳-宝安区,3月12日,100万以上/年,深圳市韩彩实业有限公司,保健食品合伙人
161,深圳-南山区,3月12日,80-150万/年,顺丰科技有限公司,包装研发专家（基础研究）
162,上海-徐汇区,3月12日,7-10万/月,威霖管理顾问（北京）有限公司,上市集团财务总监
163,上海-浦东新区,3月12日,5-7万/月,施耐德电气（中国）有限公司,GSC China Procurement Controller(00408Z)
164,深圳-福田区,3月12日,5-7万/月,太武国际贸易(深圳)有限公司,CFO
165,异地招聘,3月12日,4500元/天,东莞弗兰德通信科技有限公司,QC(松山湖)
166,杭州-滨江区,3月12日,100万以上/年,杭州豪世华邦,8销售8k+高提成+内部提升+旅游出差+食宿
167,上海-闵行区,3月12日,80-100万/年,上海绩唯商务信息咨询有限公司,金融销售(年薪50万+早九晚六+周末双休）
168,上海-浦东新区,3月12日,60-80万/年,上海恒实投资集团有限公司,房地产公司总经理
169,北京-朝阳区,3月12日,7-10万/月,合肥企业经营者人才公司,知名高科技领军企业招HRD 人事总监
170,异地招聘,3月12日,80-100万/年,广州日星药业有限公司,合伙人
171,深圳,3月12日,5-7万/月,深圳市龙光控股有限公司,战略分析总监/经理
172,北京-海淀区,3月12日,80-100万/年,重庆冠达游轮有限责任公司,项目投资总监
173,东莞,3月12日,2400元/天,东莞新意思纺织服装有限公司,倒毛工/打毛工
174,常州,3月12日,7-10万/月,常州锐进企业管理咨询有限公司,总经理 General Manager
175,深圳,3月12日,80-150万/年,创兴银行有限公司 CHONG HING BAN...,公司业务部门总经理
176,上海-徐汇区,3月12日,5-8万/月,上海牧懿企业管理咨询有限公司,财务总监
177,上海-徐汇区,3月12日,5-7万/月,凯悦国际酒店管理（北京）有限责任...,"Director-Select Service Brands Development, China"
178,北京-朝阳区,3月12日,5-7万/月,大公国际信用评级集团有限公司,市场总监
179,上海,3月12日,20-26万/月,睿力（上海）汽车科技有限公司,Themral CFD Enigneer 整车热管理工程师
180,北京,3月12日,5-7万/月,北京昆仑亿发科技股份有限公司,销售部总经理
181,上海-静安区,3月12日,80-100万/年,发码行有限公司,副总裁
182,深圳-罗湖区,3月12日,60-80万/年,佳兆业金沙湾国际乐园公司,安全及品质保障总经理（国际乐园）
183,北京-海淀区,3月12日,7-10万/月,太平人寿保险有限公司北京分公司,大客户主管
184,上海-徐汇区,3月12日,6-7万/月,阿迪达斯体育（中国）有限公司上海...,Director Shared Service Center Asia Pacific
185,重庆,3月12日,5-8万/月,重庆俊峰置业有限公司,海外投资负责人（急聘）
186,上海-松江区,3月12日,7-10万/月,上海九池精密模具有限公司,模具加工编程
187,深圳-龙岗区,3月12日,5-8万/月,深圳市五洲龙汽车股份有限公司,集团营销总监
188,东莞-南城区,3月12日,5-7万/月,团贷网,资深PMO
189,广州-天河区,3月12日,80-100万/年,广东珠光集团有限公司,风控法务部总经理
190,大连-甘井子区,3月12日,7-10万/月,大连雅典房地产经纪有限公司,高端房产销售
191,南昌,3月12日,5-7万/月,弘阳地产合肥公司,弘阳地产合肥公司-南昌事业部总
192,长沙-天心区,3月12日,80-160万/年,中兴汇商融资租赁有限公司,区域负责人/融资总监（高级）
193,异地招聘,3月12日,80-100万/年,云南碧桂园房地产开发有限公司,区域副总裁
194,深圳,3月12日,5000元/小时,平易电子技术（深圳）有限公司,TE技术员
195,武汉-汉阳区,3月12日,80-100万/年,武汉清华阳光口腔门诊部,合伙人
196,异地招聘,3月12日,60-80万/年,上海欢米光学科技有限公司,供应链总监（印度）J11072
197,广州,3月12日,5-7万/月,广州汇智通信技术有限公司,人工智能专家
198,深圳,3月12日,10万以上/月,深圳市金千禧金融控股有限公司,不动产投融资高管（合伙人）
199,深圳-罗湖区,3月12日,10-20万/月,闪盟珠宝科技有限公司,市场企划经理
200,上海-长宁区,3月12日,6.5-9万/月,上海洛顿信息科技有限公司,电池研发总监/电芯研发总监-新能源汽车
201,上海,3月12日,5-7万/月,特纳唐逊工程项目咨询（上海）有限...,Project Director
202,武汉-江汉区,3月12日,7-10万/月,平安银行武汉信用卡中心,平安银行信用卡销售6000-18000
203,异地招聘,3月12日,7-10万/月,宏运集团沈阳房地产开发有限公司,葫芦岛港集团-总经理
204,异地招聘,3月12日,10-15万/月,中国医药保健品有限公司,中药饮片厂负责人（吉林靖宇）
205,深圳-南山区,3月12日,20-40万/月,康佳集团股份有限公司,投资总监
206,成都,3月12日,60-80万/年,成都金林嘉华置业投资有限公司,总经理（文化公司）
207,深圳,3月12日,25-30万/月,深圳市艾比森光电股份有限公司,会务总监  （工作地：北京、广州、深圳）
208,深圳,3月12日,60-80万/年,凯捷咨询（中国）有限公司,Cloud Architect 云架构师
209,上海-浦东新区,3月12日,60-80万/年,万方财富投资管理有限公司,财富中心总经理
210,福建省,3月12日,60-100万/年,福建省麦迪尔企业管理咨询有限公司,建筑设计总监
211,湖州,3月12日,80-120万/年,上海褐石投资发展有限公司,项目总
212,连云港,3月12日,60-80万/年,太阳雨集团有限公司,光伏商用公司总经理
213,杭州,3月12日,5-9.9万/月,上海朝阳永续基金销售有限公司,私人银行财富总监
214,武汉-江汉区,3月12日,5-7万/月,中国科学院大学武汉存济口腔医院,口腔学科带头人/技术专家
215,深圳-福田区,3月12日,60-80万/年,深圳平安银行股份有限公司深圳分行,贵宾理财经理（RM）
216,上海-普陀区,3月12日,100万以上/年,中原地产（上海总部）,分行经理
217,深圳-宝安区,3月12日,80-160万/年,龙光基业集团有限公司,投资发展中心总经理/副总经理
218,上海-松江区,3月12日,5-7万/月,上海派米雷投资（集团）有限公司,开发建设副总裁
219,异地招聘,3月12日,70-100万/年,广州爱杰人力资源服务有限公司,质量总监（化妆品行业）
220,广州,3月12日,10万以上/月,广州中证弘鼎资产管理有限公司,股指吧/恒指吧/美原油合伙人
221,广州,3月12日,60-80万/年,广州聚焦网络技术有限公司,分公司总经理（年薪60-80万/互联网行业）
222,深圳-福田区,3月12日,10万以上/月,深圳市新鲜猫农业发展有限公司,项目合伙人
223,北京-朝阳区,3月12日,100万以上/年,海银财富管理有限公司,北京分公司副总经理
224,上海-浦东新区,3月12日,100万以上/年,国金证券股份有限公司,国金财富 - 私行部负责人(上海)
225,宁波-慈溪市,3月12日,6-12万/月,宁波市亚太酒店物业管理有限公司,杭州湾新区物业项目经理/助理
226,常州,3月12日,6-20万/月,四川西南航空职业学院,四川西南航空学院江苏招生负责人
227,深圳-宝安区,3月12日,1000-1200万/年,深圳豪车之家资产管理有限公司,市场副总裁
228,佛山,3月12日,80-150万/年,广东宝裕集团有限公司,总经理（集团旗下地产公司）
229,深圳-南山区,3月12日,60-80万/年,正中医药集团有限公司,政府事务经理
230,武汉-江夏区,3月12日,100万以上/年,清研电气（武汉）有限公司,公司合伙人
231,上海-浦东新区,3月12日,80-100万/年,深圳中润汇通股权投资基金管理有限...,分公司总经理
232,上海,3月12日,300元/小时,上海金程教育培训有限公司,法律硕士(法学) 专业综合课***师资
233,上海-浦东新区,3月12日,60-80万/年,善林（上海）金融信息服务有限公司,内审总监（集团）
234,无锡-江阴市,3月12日,80-100万/年,无锡市厚德载物医药咨询有限公司,城市合伙人
235,北京-海淀区,3月12日,100万以上/年,华成恒飞（北京）科技发展有限公司,高管 准总监 （金融行业）
236,上海-浦东新区,3月12日,250-300万/年,上海动景眼镜集团有限公司,CFO/融资关系总监
237,异地招聘,3月12日,5-8万/月,东莞市云特信息科技有限公司,供应链副总
238,南京,3月12日,5-8万/月,南京金斯瑞生物科技有限公司,GMP Manufacturing VP
239,异地招聘,3月12日,100万以上/年,杭州龙席网络科技股份有限公司,上市互联网招募百万年薪合伙人
240,上海-浦东新区,3月12日,60-80万/年,辉源生物科技(上海)有限公司,药物化学高级总监/副总裁
241,上海-长宁区,3月12日,10-30万/月,碧桂园集团·广东博意建筑设计院有...,电气专业负责人
242,北京-西城区,3月12日,5-8万/月,天津万家财富资产管理有限公司,副总经理
243,异地招聘,3月12日,60-70万/年,广州梵盛管理咨询有限公司,商业运营副总经理
244,杭州-西湖区,3月12日,15-25万/月,葛洲坝（杭州）房地产开发有限公司,策划管理岗
245,异地招聘,3月12日,18-36万/月,宁波凯越国际贸易有限公司,Senior Merchandiser （Promotional Hardgoods）
246,南京,3月12日,15-20万/月,南京沃创人力资源服务有限公司,大型连锁餐饮店经理
247,深圳-南山区,3月12日,30-50万/月,深圳马力网络科技有限公司,首席财务官CFO
248,成都-金牛区,3月12日,7-10万/月,成都晶禄源网络科技有限公司,网络销售客服 周末双休 高薪
249,上海-长宁区,3月12日,7-10万/月,神马专车,集团财务总监
250,北京,3月12日,70-90万/年,青岛百洋医药股份有限公司,慢病事业部全国市场总监
251,上海,3月12日,80-100万/年,竹间智能科技（上海）有限公司,算法总监
252,常州,3月12日,5-7万/月,阿贝（武进）电子有限公司,质量品质保证专员
253,南京,3月12日,5-7万/月,乐金化学（南京）信息电子材料有限...,仓储物流管理
254,武汉-江汉区,3月12日,5-7万/月,蓝光地产华中区域,建筑设计总监
255,西安,3月12日,16-20万/月,西安市雁塔区学而思培训中心,政府关系经理
256,异地招聘,3月12日,200-300万/年,河源巴登新城投资有限公司,总经理（集团旗下地产公司）
257,武汉,3月12日,100万以上/年,中国平安人寿保险股份有限公司前进...,中国金融主管储备
258,上海,3月12日,60-80万/年,上海品腾贸易有限公司,人力资源总监
259,重庆-江北区,3月12日,7-10万/月,重庆九街尚进房地产开发有限公司,成本审计
260,深圳,3月12日,5-7万/月,深圳市世华房地产投资顾问有限公司,轻松收入过5万，不封顶
261,北京-朝阳区,3月12日,5-7万/月,多弗国际控股集团有限公司,集团副总裁（地产方向）
262,昆明,3月12日,80-100万/年,千世界（成都）房地产经纪有限公司,项目/区域负责人
263,深圳-福田区,3月12日,5-7万/月,华睿安盈投资（深圳）有限公司,私行线中心总经理
264,广州-天河区,3月12日,100万以上/年,广州火了网络科技有限公司,创业合伙人
265,深圳,3月12日,5-7万/月,乐华恒业投资控股有限公司,营销总经理
266,太原,3月12日,5-7万/月,劲霸男装（上海）有限公司,自营督导
267,广州,3月12日,60-80万/年,广州粤泰集团股份有限公司,工程公司总经理
268,武汉,3月12日,100万以上/年,某型综合性房屋制造、销售企业,装配式建筑企业运营副总裁
269,杭州-拱墅区,3月12日,5-7万/月,上海华领祺熙投资管理有限公司,分公司总经理
270,北京-朝阳区,3月12日,100万以上/年,中数央广（北京）国际文化发展有限...,高薪诚聘渠道主任/总监
271,深圳-龙华新区,3月12日,4500元/天,深圳市永亿豪电子有限公司,生产修理
272,武汉,3月12日,60-80万/年,某武汉市国资委下属大型国有企业,投资部负责人
273,西安,3月12日,10万以上/月,西安市莲湖区爱美妆婚纱摄影工作室,化妆美甲纹绣学徒
274,天津-南开区,3月12日,5-7万/月,天津大学建筑设计规划研究总院上承...,设计部副主任/设计部副总
275,上海,3月12日,60-80万/年,美国力特集团,Technical Marketing Director
276,广州-天河区,3月12日,10-20万/月,瀚华金控股份有限公司,融资租赁经理
277,北京,3月12日,5-7万/月,北京汉能光伏投资有限公司,海外首席交付官(013880)
278,成都,3月12日,5-7万/月,成都华宇业瑞房地产开发有限公司,营销商管总经理
279,成都,3月12日,5-8万/月,四川嘉宝资产管理集团股份有限公司,商业管理事业部总经理
280,异地招聘,3月12日,80-100万/年,浙江海亮教育集团有限公司,副总裁
281,东莞,3月12日,4000元/小时,东莞大银塑胶制品有限公司,车间统计
282,深圳-光明新区,3月12日,5000元/天,福群电子（深圳）有限公司,技术员（光明新区）
283,广州-越秀区,3月12日,5-7万/月,广州嘉懿企业管理顾问有限公司,工程师
284,武汉-武昌区,3月12日,5000元/天,小钱（武汉）金融信息服务有限公司,行政人事主管
285,深圳-龙岗区,3月12日,100万以上/年,索牌体育（深圳）股份有限公司,百万年薪寻营销副总（体育行业）
286,杭州,3月12日,100万以上/年,海亮集团有限公司,管理天才
287,广州,3月12日,7-10万/月,广东朗润集团有限公司,托福口语
288,杭州-西湖区,3月12日,5-7万/月,宜信卓越财富投资管理（北京）有限...,智享经理(10014184)
289,武汉,3月12日,5.5-6万/月,万象春天实业集团（武汉）有限公司,合伙人
290,佛山,3月12日,10万以上/月,恒天财富佛山分公司,企业金融部总监
291,深圳,3月12日,5-6万/月,毕马威中国 KPMG China,"Senior Tax Manager, Corporate Tax"
292,南京,3月12日,6.5-8万/月,大千生态环境集团股份有限公司,互联网平台总经理/总监（园艺2C互联网平台）
293,上海-静安区,3月12日,60-80万/年,雅芳（中国）有限公司,Associate Director  Brand Communication
294,深圳-福田区,3月12日,80-100万/年,首控基金管理有限公司,执行总裁
295,深圳-南山区,3月12日,100万以上/年,深圳市潘多拉魔盒信息科技有限公司,会销总监
296,芜湖,3月12日,7-10万/月,芜湖慧众财务管理有限公司,月薪8K聘愿来挑战的你
297,杭州,3月12日,80-100万/年,杭州佳程企业管理咨询有限公司,CEO
298,苏州,3月12日,10万以上/月,苏州玄一企业管理咨询有限公司,投资发展总监/经理
299,常州,3月12日,5-7万/月,上海诺银机电科技有限公司,銷售工程師
300,深圳-南山区,3月12日,100万以上/年,深圳市腾坤贸易有限公司,人力资源总监
301,武汉-东西湖区,3月12日,10万以上/月,武汉链家宏业房地产经纪有限公司,为人才寻找高薪岗位
