,location,time,sallary,name,duty
302,深圳-南山区,3月12日,5-7万/月,天九共享孵化南方投资集团,投资副总裁
303,昆明,3月12日,5-7万/月,云南喜玛特商业有限公司,总裁/副总裁
304,广州-白云区,3月12日,10万以上/月,肇庆美康卫浴有限公司,项目合作伙伴
305,深圳-福田区,3月12日,100万以上/年,中旗国信控股集团（深圳）有限公司,财富中心总经理
306,长沙,3月12日,7-10万/月,湖南农商通电子商务股份有限公司,运营副总裁
307,上海-闵行区,3月12日,80-100万/年,宝龙地产总部,酒店集团经营管理中心总经理
308,南昌,3月12日,60-80万/年,江西碧桂园地产有限公司,片区/城市公司营销负责人
309,北京-西城区,3月12日,7-10万/月,上海中融置业集团有限公司,法规总监
310,北京-昌平区,3月12日,5-7万/月,北京鼎金华夏投资咨询有限公司,高薪招聘优秀团队
311,上海-浦东新区,3月12日,10万以上/月,上海雪山金融信息服务有限公司,总经理
312,深圳,3月12日,10万以上/月,深圳市鼎浩建材有限公司,营销副总
313,上海-徐汇区,3月12日,90-250万/年,上海梅高创意咨询有限公司,客户总监（副总裁）
314,南京-鼓楼区,3月12日,60-80万/年,中邮人寿保险股份有限公司江苏分公司,分公司副总经理
315,上海-虹口区,3月12日,5-7万/月,上海泛江国际物流有限公司,指定货操作
316,广州-天河区,3月12日,60-80万/年,北京华玺财富投资管理有限公司广州...,财富管理中心总经理
317,深圳-福田区,3月12日,100万以上/年,深圳前海集富通互联网金融服务股份...,优才计划
318,重庆-九龙坡区,3月12日,10-50万/月,重庆普天药业有限公司,地区代理
319,武汉,3月12日,80-100万/年,湖北中梁地产有限公司,投资发展中心总经理
320,广州-天河区,3月12日,5-7万/月,广州海峡美容医疗有限公司,整形外科主任
321,北京,3月12日,60-80万/年,国广东方网络（北京）有限公司,海外投融资总监
322,珠海,3月12日,60-100万/年,珠海市卡索发展有限公司,服装设计总监
323,上海-长宁区,3月12日,6-20万/月,与果资产投资管理（上海）有限公司,汽车金融部-专员
324,上海-闵行区,3月12日,80-100万/年,上海新惠能环保科技有限公司,供应链副总裁（软银中国资本旗下公司）
325,上海,3月12日,5000元/天,上海复宏汉霖生物技术股份有限公司,QC稳定性管理专员/主管
326,珠海-香洲区,3月12日,60-80万/年,珠海华发集团有限公司,战略发展部副总经理
327,北京,3月12日,5-7万/月,美巢集团股份公司,财务总监（管理）
328,深圳-南山区,3月12日,5000元/天,深圳百胜扬工业电子商务平台发展有...,信息安全顾问
329,红河州,3月12日,5-7万/月,平安银行股份有限公司昆明分行,红河零售支行行长
330,深圳-南山区,3月12日,5-7万/月,深圳市友语科技有限公司,CEO/产品负责人
331,北京-海淀区,3月12日,60-80万/年,中科恒源科技股份有限公司,北京公司总经理/副总经理
332,异地招聘,3月12日,5-7万/月,虎门电影集团有限公司,财富中心总经理
333,广州-白云区,3月12日,100万以上/年,广东贤哥食品有限公司,总经理
334,成都-青羊区,3月12日,60-80万/年,四川省一带一路经贸合作促进会,总经理（建筑专委会下属公司）
335,异地招聘,3月12日,100万以上/年,苏州三缺一网络技术有限公司,CHO
336,广州-天河区,3月12日,100-150万/年,广东蒿芃燊晟律师事务所,律所合伙人
337,上海-长宁区,3月12日,7-10万/月,上海丞策信息科技有限公司,现金贷风险总监
338,东莞-寮步镇,3月12日,5000元/天,广东金龙机电有限公司,技术员LCM
339,上海-长宁区,3月12日,60-80万/年,远洋地产（上海）有限公司,上海公司投资总经理
340,广州,3月12日,5-6万/月,广州市番禺煤气有限公司,巡逻员/巡线员
341,异地招聘,3月12日,100万以上/年,吉林省林田远达形象集团有限公司,年薪百万诚聘总经理（工作地址：佛山）
342,上海-松江区,3月12日,5-7万/月,上海志豪实业有限公司,企业CEO
343,青岛,3月12日,5-10万/月,北京华玺财富投资管理有限公司青岛...,财富中心总经理
344,北京-海淀区,3月12日,5-8万/月,会找房（北京）网络技术有限公司,CTO
345,武汉,3月12日,3000元/天,武汉骅恒商贸有限公司,导购***
346,上海-虹口区,3月12日,5-7万/月,上海鹏欣高科技农业发展有限公司,法务部总经理
347,上海-浦东新区,3月12日,60-80万/年,深圳市中科卓软科技有限公司,System Design Engineer - Shanghai
348,重庆-九龙坡区,3月12日,100万以上/年,重庆龙灵科技有限公司,C语言开发工程师
349,广州-越秀区,3月12日,6-8万/月,民加科风信息技术有限公司,CTO
350,深圳-福田区,3月12日,7-10万/月,联建建设集团有限公司,地产公司总经理
351,佛山,3月12日,5-7万/月,海银财富管理有限公司佛山南海分公司,总经理（南海桂城）
352,深圳,3月12日,7-10万/月,深圳市麦达数字股份有限公司,CFO首席财务官
353,异地招聘,3月12日,80-100万/年,黑龙江辰鹰乳业有限公司,城市合伙人
354,异地招聘,3月12日,10万以上/月,深圳中安拓视科技有限公司,项目合伙人 区域总代
355,厦门,3月12日,60-80万/年,依思有限公司,市场拓展总监
356,成都,3月12日,5-7万/月,成都中梁置业有限公司,收并购中心负责人
357,广州-越秀区,3月12日,80-100万/年,宇态控股广东有限公司,人工智能首席专家（年薪80-100万）
358,上海-虹口区,3月12日,80-100万/年,上海昊鹏投资中心（有限合伙）,财富中心总经理
359,上海,3月12日,5-10万/月,上海杰事杰新材料（集团）股份有限...,投融资总监
360,北京-朝阳区,3月12日,60-80万/年,北京天正中广投资控股集团有限公司,项目拓展总监（房地产开发公司）
361,广州-海珠区,3月12日,80-120万/年,广州先登网络科技有限公司,金融学院院长
362,北京-通州区,3月12日,80-100万/年,桑德集团有限公司,汽车公司研发负责人
363,异地招聘,3月12日,100万以上/年,上海丁博士网络科技有限公司,城市合伙人
364,南京,3月12日,60-80万/年,弘阳商业集团,商业集团-招商副总经理
365,广州-越秀区,3月12日,5-10万/月,广州市森能投资管理有限公司,投资总监
366,北京,3月12日,5-7万/月,深圳前海普卓生活科技有限公司,法务总监
367,上海,3月12日,5-7万/月,上海天会皓闻信息科技有限公司,研究总监（4A/直客）
368,西安,3月12日,8-20万/月,西安柒道房地产信息咨询有限公司,主案策划年薪8-20万
369,深圳-南山区,3月12日,5-10万/月,夸克链科技（深圳）有限公司,区块链研究员（BTC）
370,深圳-福田区,3月12日,6-10万/月,武汉民投金融服务有限公司,房地产事业部总经理
371,南昌-青山湖区,3月12日,5-7万/月,南昌新宇制衣有限公司,后整包装师傅
372,上海-闵行区,3月12日,10万以上/月,霍夫曼工具贸易（上海）有限公司,Controlling Supervisor
373,异地招聘,3月12日,5-7万/月,苏州广德浩建筑工程管理咨询有限公司,城市总（项目总）
374,成都-青羊区,3月12日,5-7万/月,成都班德尔文化传播有限公司,无试用期+2500底薪+六险+高额奖金
375,郑州-郑东新区,3月12日,5-7万/月,河南省文旅控股有限公司,特色小镇CEO
376,苏州,3月12日,80-100万/年,美视伊汽车镜控（苏州）有限公司,Director Business Development China-Automotive
377,广州,3月12日,5-10万/月,广州骆驼户外用品有限公司,成本核算
378,广州,3月12日,60-80万/年,四川纬易企业管理咨询有限公司,副总裁
379,上海,3月12日,60-70万/年,力奇先进清洁设备（上海）有限公司,"APAC Field Marketing ,senior manager"
380,上海-浦东新区,3月12日,100万以上/年,盈科创新资产管理有限公司,城市合伙人
381,无锡,3月12日,5-8万/月,中国金茂无锡公司,设计副总经理
382,南京-鼓楼区,3月12日,10万以上/月,中国平安人寿保险股份有限公司江苏...,诚聘优才一百精英
383,北京-昌平区,3月12日,15-20万/月,北京天元永恒商贸有限公司,口腔医疗器械耗材销售
384,深圳-宝安区,3月12日,5-7万/月,深圳市康达尔（集团）股份有限公司,副总经理
385,福州-鼓楼区,3月12日,30-40万/月,广州市阅才人力资源服务有限公司,知名医药外企招聘
386,南京-建邺区,3月12日,5-7万/月,江苏先冻网络科技有限公司,执行总经理
387,昆明,3月12日,5-7万/月,平安普惠投资咨询有限公司日新路分...,平安普惠正式员工
388,广州,3月12日,7-10万/月,北京合创盈丰商品经营有限公司广州...,副总经理
389,杭州,3月12日,80-100万/年,浙江中通文博服务有限公司,分行资金部主管
390,北京-西城区,3月12日,60-80万/年,北京益派市场咨询有限公司,研究总监
391,长沙-岳麓区,3月12日,8-16万/月,长沙壹玖叁贰教育咨询有限公司,策划设计主管
392,上海-浦东新区,3月12日,100万以上/年,上海瀚盈企业管理有限公司,Communication Director
393,深圳-宝安区,3月12日,100万以上/年,一带一路文化控股（深圳）有限公司,人力资源总监（GF）
394,上海-宝山区,3月12日,30-100万/月,上海华诚有色金属电子市场管理有限...,城市合伙人（外贸行业）
395,太原,3月12日,60-80万/年,红星美凯龙置业太原城市公司,项目总经理/副总经理（太原项目）
396,武汉-江汉区,3月12日,100万以上/年,武汉星途网视文化传媒有限公司,电影《黑金危机》项目合伙人
397,广州-天河区,3月12日,10万以上/月,广东中原地产代理有限公司凯旋新世...,房地产销售主管
398,上海-浦东新区,3月12日,5-7万/月,上海二三四五网络科技有限公司,产品总监
399,宁波-海曙区,3月12日,60-80万/年,三生（中国）健康产业有限公司,体检中心总经理
400,广州-越秀区,3月12日,5-7万/月,广州市连达国际货运代理有限公司,货代销售（应届生优先）
401,上海-徐汇区,3月12日,60-80万/年,江苏思特威电子科技有限公司,财务总监
402,东莞-南城区,3月12日,10万以上/月,宜投基金销售有限公司,私人理财工作室（东莞二分）
403,北京-朝阳区,3月12日,60-80万/年,宜投基金销售有限公司,区域总裁
404,广州-黄埔区,3月12日,5-7万/月,广州昕动化妆品有限公司,数据产品专家
405,杭州-下城区,3月12日,10-18万/月,谷川联行有限公司,高级税务顾问（杭州）
406,上海,3月12日,100万以上/年,BRecruit (英智),融资总监
407,北京-朝阳区,3月12日,25-45万/月,中国中期投资股份有限公司,投行总监
408,深圳,3月12日,60-90万/年,广东领地房地产开发有限公司,区域投资总经理
409,广州-天河区,3月12日,5-7万/月,广州知酷文化传播有限公司,培训部副总
410,异地招聘,3月12日,80-100万/年,上海猎英人才服务有限公司,Commercial Compliance Manager
411,武汉-江岸区,3月12日,10万以上/月,武汉庞恒投资咨询有限公司,首席运营官
412,上海-静安区,3月12日,60-80万/年,T6空间设计装饰,家装设计总监
413,重庆-渝中区,3月12日,60-80万/年,恒天财富重庆分公司,事业部总经理
414,昆明,3月12日,60-80万/年,恒天财富昆明分公司,事业部总经理
415,广州-越秀区,3月12日,350元/小时,广州市水元日京纺织服装有限公司,公司直招免押金服饰平面展示
416,上海,3月12日,80-100万/年,万宝盛华人力资源（中国）有限公司,支行行长（知名内资银行）
417,北京,3月12日,80-100万/年,北京东方合瑞投资有限公司,信托项目合伙人
418,深圳-龙岗区,3月12日,5-7万/月,广州狮王教育科技有限公司,乐高指导师
419,上海-虹口区,3月12日,5-7万/月,上海旗虎金融信息服务有限公司,财富中心总经理
420,深圳-福田区,3月12日,100万以上/年,深圳市同方汇金股权投资基金管理有...,投资合伙人
421,上海,3月12日,5-7万/月,上海远播教育科技股份有限公司,互联网运营副总经理
422,异地招聘,3月12日,100万以上/年,上海海日智能科技有限公司,分公司总经理
423,广州-天河区,3月12日,10万以上/月,广州华磐网络科技有限公司,投融资部总监
424,武汉,3月12日,100万以上/年,武汉中清龙图科技有限公司,游戏动漫行业定岗委培
425,深圳-福田区,3月12日,60-80万/年,中国金茂,招采总监
426,重庆,3月12日,100万以上/年,重庆生活在线实业（集团）有限公司,区域综合交易平台合伙人招募令
427,苏州,3月12日,80-100万/年,伟创力电子技术（苏州）有限公司,Business Development Snr Manager/Director
428,温州,3月12日,8-10万/月,上海太太乐食品有限公司南京分公司,区域负责人
429,上海-金山区,3月12日,8-10万/月,上海和辉光电有限公司,仪电工程师
430,杭州-滨江区,3月12日,5-7万/月,杭州原筑装饰工程有限公司,别墅设计师
431,杭州-西湖区,3月12日,7-10万/月,杭州慧蒙教育咨询有限公司,信息技术
432,广州-天河区,3月12日,10万以上/月,广州市燕侨荟健康科技有限公司,销售冠军/医疗养老养生养老院/年薪百万
