,sallary,location,duty,name,time
0,60-80万/年,上海-虹口区,Technology Lead China,奥信常客策划顾问（上海）有限公司,2月9日
1,60-80万/年,上海-黄浦区,工程总经理,上海城市地产控股有限公司,2月9日
2,60-80万/年,上海,Senior Cloud Specialist / BDM,Orange Business Services,2月9日
3,5-7万/月,上海,软装设计师,上海赫乐建筑设计有限公司,2月9日
4,5-7万/月,北京,副总裁/高级副总裁,北京轩昂环保科技股份有限公司,2月9日
5,10万以上/月,杭州,销售积累财富/协助住宿+五险一金+400元话补,杭州豪世华邦,2月9日
6,30-40万/月,深圳,流程管理总监,华大基因,2月9日
7,10万以上/月,上海,私人理财工作室,宜投基金销售有限公司,2月9日
8,100万以上/年,济南-历下区,移民留学合伙人,山东美侨信息咨询有限公司,2月9日
9,8-18万/月,宁波-海曙区,家居设计师主管,宁波博洋家纺有限公司,2月9日
10,60-120万/年,上海-浦东新区,人事总经理（CHO）,万宝盛华企业管理咨询（上海）有限...,2月9日
11,60-100万/年,广州-白云区,首席运营官COO,广东康之家云健康医药股份有限公司,2月9日
12,80-100万/年,杭州-江干区,首席内容营销官,杭州维欧艾丝绸股份有限公司,2月9日
13,5-7万/月,上海-闵行区,信息化总监,上海众龙实业有限公司,2月9日
14,5-7万/月,成都,收并购中心负责人,成都中梁置业有限公司,2月9日
15,5-7万/月,上海,Senior Actuary,美亚财产保险有限公司,2月9日
16,5-7万/月,上海-徐汇区,（lis云&体检云）研发总监,上海云济信息科技有限公司,2月9日
17,5-15万/月,上海-闵行区,高级催收,曦中（香港）国际信用征信有限公司,2月9日
18,5-7万/月,台湾,DESKTOP SUPPORT ENGINEER,艾湃苛斯（上海）企业管理有限公司,2月9日
19,60-80万/年,异地招聘,研究总监,上海萃荟企业管理咨询有限公司,2月9日
20,6-12万/月,杭州,量化研究员,国海良时期货有限公司,2月9日
21,5-8万/月,异地招聘,首席医学官,上海宝藤生物医药科技股份有限公司,2月9日
22,5-7万/月,北京-海淀区,crm合伙人 crm股东 crm开发工程师,北京华琪软通技术有限公司,2月9日
23,20-40万/月,深圳-龙岗区,品牌策划经理,深圳市美美哒生物科技有限公司,2月9日
24,5-7万/月,异地招聘,业务咨询总监,赞同科技股份有限公司,2月9日
25,5-7万/月,常州,质量品质保证专员,阿贝（武进）电子有限公司,2月9日
26,80-100万/年,异地招聘,项目/区域负责人,千世界（成都）房地产经纪有限公司,2月9日
27,4000元/天,重庆-巴南区,建筑现场管理员,万全医药集团,2月9日
28,5-7万/月,南充,南充公司总经理,成都融创泽辉房地产开发有限公司,2月9日
29,100万以上/年,杭州,首席技术官,商盟商务服务有限公司,2月9日
30,60-200万/年,珠海,营销副总,珠海市卡索发展有限公司,2月9日
31,5-8万/月,东莞,营销VP,奥海集团,2月9日
32,10-20万/月,杭州-下城区,商务拓展经理,浙江融创信息产业有限公司,2月9日
33,300元/小时,上海-黄浦区,急招新人新面孔服装平面拍摄可微胖大龄,厦门睿火文化传媒有限公司,2月9日
34,60-80万/年,上海,財務資訊總監,上海麦坚时投资管理有限公司,2月9日
35,10万以上/月,上海-浦东新区,战略规划经理,上海乐赚互联网金融信息服务有限公司,2月9日
36,7-10万/月,上海-静安区,工程建设事业部总经理,上海秦森园林股份有限公司,2月9日
37,10万以上/月,广州-白云区,项目合作伙伴,肇庆美康卫浴有限公司,2月9日
38,5-7万/月,昆山,冲压主管,昆山品越精密模具有限公司,2月9日
39,60-80万/年,苏州-工业园区,移民总监,江苏省金阳光出国服务中心有限公司...,2月9日
40,60-80万/年,武汉-江岸区,武汉产业服务公司总经理,华夏幸福基业股份有限公司,2月9日
41,100万以上/年,深圳,房地产公司总经理,某知名房地产投资综合性企业,2月9日
42,60-80万/年,深圳-福田区,投资总监,深圳市值尚互动科技有限公司,2月9日
43,5-7万/月,上海-浦东新区,美容皮肤科医师,上海奇致芊晶医院管理有限公司,2月9日
44,200-400万/年,广州-天河区,事业部副总裁,广东黄金铺集团有限公司,2月9日
45,100万以上/年,合肥,***销售,安徽左右智能科技发展有限公司,2月9日
46,10万以上/月,合肥,总审,安徽蒙建城乡规划建筑设计有限公司...,2月9日
47,30-40万/月,福州-鼓楼区,知名医药外企招聘,广州市阅才人力资源服务有限公司,2月9日
48,60-80万/年,成都,总经理（文化公司）,成都金林嘉华置业投资有限公司,2月9日
49,5-7万/月,无锡,常务副院长,凯宜医疗和凯健养老,2月9日
50,6-12万/月,北京-朝阳区,驻外财务总监,北京飞客互联科技发展有限公司,2月9日
51,5-7万/月,上海,人力资源部总监,上海泰近企业服务外包有限公司,2月9日
52,100万以上/年,广东省,"Operation Head,China",上海瀚盈企业管理有限公司,2月9日
53,5-7万/月,北京-海淀区,新商业总经理,铭泰投资发展集团有限公司,2月9日
54,20-30万/月,北京,移民经理,津桥国际教育集团,2月9日
55,5-7万/月,北京-朝阳区,财务总监,上海尚地工程技术有限公司,2月9日
56,80-100万/年,深圳-南山区,区块链CTO,新动集团有限公司,2月9日
57,10万以上/月,上海,National SeniorTransportation Manager,上海一海国际货运代理有限公司,2月9日
58,60-80万/年,北京-丰台区,副总经理,北京思睿网信科技有限公司,2月9日
59,5-7万/月,淮南,行政人事经理,合肥汉邦希瑞护理用品有限公司,2月9日
60,6-8万/月,天津-河东区,燃气电厂运行经理（GE 6B机组）,天津中海林石油工程技术服务有限公司,2月9日
61,40-80万/月,上海-杨浦区,首席财务官CFO,可力梅塔集团,2月9日
62,5-7万/月,西安,陕西省机构负责人,北京恒荣汇彬保险代理股份有限公司,2月9日
63,5-7万/月,异地招聘,快销总经理（急猎纸尿裤行业）,广州卓源人力资源服务有限公司,2月9日
64,7-10万/月,北京,投资业务负责人,深圳市前海诚帮金融服务有限公司,2月9日
65,5-7万/月,上海-浦东新区,投行副总裁,上海伯仲联行企业管理有限公司,2月9日
66,500元/小时,北京-海淀区,高中地理老师,北京金航晨教育科技有限公司,2月9日
67,7-10万/月,南京,怡口净水暖通中央空调渠道开拓经理,南京格新电器有限公司,2月9日
68,60-80万/年,上海,广告客户总监/副总监,上海恒光广告有限公司,2月9日
69,5-7万/月,上海,研究总监（4A/直客）,上海天会皓闻信息科技有限公司,2月9日
70,5-7万/月,重庆,商业运营副总经理,重庆华南城有限公司,2月9日
71,100万以上/年,苏州,国金财富 - 私人银行行长（苏州）,上海国金理益财富基金销售有限公司,2月9日
72,100万以上/年,青岛,网络运营总监,青岛萨亚姆商贸有限公司,2月9日
73,80-100万/年,异地招聘,副总经理-工程（中山）J10783,新力地产(中山分公司),2月9日
74,5-7万/月,福州,骁龙货运,福州天瑞人力资源有限公司,2月9日
75,80-100万/年,异地招聘,城市合伙人,上海华诚有色金属电子市场管理有限...,2月9日
76,80-100万/年,潍坊,压力容器生产制作管理,潍坊市润捷轻工环保科技有限公司,2月9日
77,5-7万/月,上海-浦东新区,Head of Generals Compliance,大华银行（中国）有限公司,2月9日
78,60-150万/年,郑州,自动驾驶首席工程师,郑州宇通客车股份有限公司,2月9日
79,7-10万/月,嘉兴,高分子工程师,嘉兴市盛央电气有限公司,2月9日
80,5-7万/月,东莞,副总经理,东莞金诚财富投资管理有限公司,2月9日
81,7-10万/月,上海-长宁区,集团财务总监,神马专车,2月9日
82,60-100万/年,宁波-鄞州区,分公司总经理/负责人/事业合伙人,宁波万物盛世健康科技股份有限公司,2月9日
83,80-100万/年,上海-静安区,副总裁 VP  技术副总裁,发码行有限公司,2月9日
84,80-100万/年,南京-江宁区,总裁,江苏德恒新能源科技股份有限公司,2月9日
85,60-80万/年,深圳-龙华新区,筹备处经理,深圳市收获宝互联网金融服务有限公司,2月9日
86,10万以上/月,北京-海淀区,销售（IT、软件、硬件、系统集成),北京金山顶尖科技股份有限公司,2月9日
87,7-10万/月,上海-徐汇区,合伙人,上海申浩律师事务所,2月9日
88,80-100万/年,广州,分公司总经理,恒天财富广佛区域管理中心,2月9日
89,12-24万/月,上海-嘉定区,分部经理+待遇从优/固定收益理财产品,上海久燊企业管理有限公司,2月9日
90,100万以上/年,深圳-龙华新区,产品代理,深圳市中裕冠投资发展有限公司,2月9日
91,60-80万/年,异地招聘,财务总监,好办易网络科技（深圳）有限公司,2月9日
92,10万以上/月,杭州-余杭区,基因输送主任（高级）研究员,浙江海昶生物医药技术有限公司,2月9日
93,60-80万/年,异地招聘,运营副总,广东百盈花园房地产开发有限公司,2月9日
94,5-10万/月,青岛,财富中心总经理,北京华玺财富投资管理有限公司青岛...,2月9日
95,80-100万/年,南京-鼓楼区,机构业务部总经理,德邦证券股份有限公司南京龙园西路...,2月9日
96,5-7万/月,上海-浦东新区,产品总监,上海欧电云信息科技有限公司,2月9日
97,60-80万/年,上海-黄浦区,营销总监,上海象屿置业有限公司,2月9日
98,10万以上/月,广州-天河区,房地产销售主管,广东中原地产代理有限公司凯旋新世...,2月9日
99,5-7万/月,上海-浦东新区,COO（互联网电商）,上海亲邻信息科技有限公司,2月9日
100,5-7万/月,中山,Chief Financial Officer,中山世达模型制造有限公司,2月9日
101,5-7万/月,上海-长宁区,集团财务总监 Group Financial Controller ID24363,裸心,2月9日
102,100-300万/年,北京,总裁,罗兰贝辉（北京）企业管理咨询有限...,2月9日
103,5-7万/月,北京,Security and Business Continuity Manager - China,上海平克顿咨询有限公司,2月9日
104,5-7万/月,郑州-郑东新区,特色小镇CEO,河南省文旅控股有限公司,2月9日
105,5-7万/月,北京-朝阳区,人力资源总监,北京艾度咨询有限公司,2月9日
106,80-100万/年,上海-长宁区,集团运营部计划运营中心总监,郑州绿都地产集团有限公司,2月9日
107,60-100万/年,北京,营销副总,北京鼎普科技股份有限公司,2月9日
108,60-80万/年,上海,（CMC-SHC）合伙人（集成IPD咨询）,和胜（上海）文化传媒有限公司,2月9日
109,10万以上/月,株洲,影城总经理,春天国际影城（凤凰文化传媒）,2月9日
110,5-7万/月,深圳-龙华新区,光学镜片副总经理,深圳摩方材料科技有限公司,2月9日
111,5-7万/月,上海,销售总监（知名日系广告）月薪 -60K+,上海恒封密封制品有限公司,2月9日
112,5-7万/月,杭州-滨江区,资产负债和资本管理专家,信雅达系统工程股份有限公司,2月9日
113,100万以上/年,杭州-萧山区,萧山分公司总经理,上海钜派投资集团有限公司,2月9日
114,5-8万/月,异地招聘,财富公司负责人（成都）,上海贝肯投资管理有限公司,2月9日
115,5-7万/月,深圳-南山区,制造行业客户合作伙伴 MRL Client Partner,电讯盈科深圳,2月9日
116,5-7万/月,上海-浦东新区,产品总监,上海欧电云信息科技有限公司,2月9日
117,10-20万/月,长沙,董事会办公室战略管理岗,财富证券有限责任公司,2月9日
118,80-100万/年,北京-朝阳区,运营VP,山东科瑞石油装备有限公司,2月9日
119,5-7万/月,宁波,数控带班师傅,宁波市鄞州双维塑胶厂,2月9日
120,6-8万/月,上海-浦东新区,信用风控总监（电商贷）,启赟金融信息服务（上海）有限公司,2月9日
121,100万以上/年,广州,自动售货机合伙人,广州富宏智能科技有限公司,2月9日
122,60-80万/年,上海-浦东新区,财富中心总经理,上海天沁资产管理有限公司,2月9日
123,100万以上/年,杭州,蝶恋花电商合伙人/杭州区,香港蝶恋花企业国际有限公司,2月9日
124,7-10万/月,上海-长宁区,现金贷风险总监,上海丞策信息科技有限公司,2月9日
125,5-10万/月,北京-海淀区,算法首席科学家,北京智慧眼科技股份有限公司,2月9日
126,60-80万/年,上海-浦东新区,首席执行官/总裁/总经理,上海都颖股权投资基金管理有限公司,2月9日
127,100万以上/年,北京-西城区,首席执行官/首席运营官,北京正逢盛世资产管理有限公司,2月9日
128,80-100万/年,哈尔滨,高级合伙人,哈尔滨厚康经贸有限公司,2月9日
129,80-100万/年,东莞,常务副总裁,广东华坤建设集团有限公司,2月9日
130,60-80万/年,广州-天河区,法务总监,美启电力（广东）股份有限公司,2月9日
131,300-350万/年,成都,子公司总经理,海思科医药集团股份有限公司,2月9日
132,5-7万/月,异地招聘,改性塑料销售总监（美国）,五行科技股份有限公司,2月9日
133,1000元/小时,异地招聘,各语种口译翻译人员,北京天译时代翻译有限责任公司,2月9日
134,5-8万/月,苏州-工业园区,设计管理负责人,协鑫地产控股有限公司,2月9日
135,5-7万/月,上海,Senior Online Digital Product Owner,英培信息技术（上海）有限公司,2月9日
136,80-100万/年,广州-天河区,总经理,广东太阳神集团有限公司,2月9日
137,5-7万/月,上海-静安区,Marketing Director/CMO,上海唐艾文化传播有限公司,2月9日
138,70-100万/年,大连,政府协会事务VP,上海倍通数据集团,2月9日
139,7-10万/月,东莞,包装指导员,东莞厚街溪头励泰皮具制造厂,2月9日
140,10万以上/月,上海,业务合伙人,上海中程建设装饰工程有限公司,2月9日
141,80-100万/年,南京,研发总监/合伙人（化学药）,江苏柯菲平医药股份有限公司,2月9日
142,5-7万/月,广州-越秀区,工程师,广州嘉懿企业管理顾问有限公司,2月9日
143,5-7万/月,上海-浦东新区,平行进口车批售专员,中航兰田汽车销售服务（上海）有限...,2月9日
144,60-80万/年,上海,全国运动零售总监,普立谋咨询（上海）有限公司,2月9日
145,5-7万/月,上海-浦东新区,食品/化妆品进出口客服跟单,深圳市鼎丰盛业供应链管理有限公司,2月9日
146,60-80万/年,北京-朝阳区,项目拓展总监（房地产开发公司）,北京天正中广投资控股集团有限公司,2月9日
147,5-7万/月,南京,仓储物流管理,乐金化学（南京）信息电子材料有限...,2月9日
148,80-100万/年,上海,HRVP-年薪80万以上,上海润企投资管理咨询有限公司,2月9日
149,100万以上/年,武汉,全国办事处总监（接受分派）,上海斐讯数据通信技术有限公司,2月9日
150,60-100万/年,上海,合伙人（上海）,百思特管理咨询有限公司,2月9日
151,60-80万/年,上海-黄浦区,Analytic Consulting-Sr. Manager,费埃哲信息技术（北京）有限公司,2月9日
152,60-80万/年,深圳-福田区,金融产品总监,深圳市怡亚通供应链股份有限公司,2月9日
153,60-80万/年,广州-天河区,运营副总经理-信息安全（销售方向）,广州斯登诚信信息技术有限公司,2月9日
154,2500元/天,广州-黄埔区,***人员、学生实习或学生***,广州讯腾信息科技有限公司,2月9日
155,20-30万/月,广州-天河区,哥弟-人力资源总监,哥弟集团-广州真源生物科技有限责...,2月9日
156,8-10万/月,深圳-南山区,副总经理,夸克链科技（深圳）有限公司,2月9日
157,5-7万/月,深圳-宝安区,EE VP,欧优普洛商务咨询（深圳）有限公司,2月9日
158,60-80万/年,呼和浩特,PPP项目副总裁,内蒙古和盛生态育林有限公司,2月9日
159,100万以上/年,异地招聘,西安分公司总经理/城市总,上海轩天实业有限公司,2月9日
160,7-10万/月,宁波,副总裁,宁波兴旗股权投资管理有限公司,2月9日
161,60-80万/年,北京-西城区,合伙人、授薪合伙人,中审华会计师事务所（特殊普通合伙...,2月9日
162,5-8万/月,无锡,设计副总经理,中国金茂无锡公司,2月9日
163,60-80万/年,广州,总经理,广东合诚环境工程有限公司,2月9日
164,100万以上/年,上海-徐汇区,招商运营副总裁（房地产）,上海派米雷投资（集团）有限公司,2月9日
165,100万以上/年,武汉,中国平安综合金融主管,中国平安人寿保险股份有限公司前进...,2月9日
166,100万以上/年,贵阳,年收益100万以上，诚招加盟合作伙伴,成都新江明企业管理咨询有限公司贵...,2月9日
167,5-7万/月,杭州-江干区,营销副总经理（浙江区域）,东渡国际集团,2月9日
168,5-7万/月,杭州,资深设计师（杭州）,东易日盛家居装饰集团股份有限公司...,2月9日
169,30-40万/月,上海-黄浦区,餐饮总经理,上海佘恩酒业有限公司,2月9日
170,10万以上/月,重庆-九龙坡区,行销总监,深圳大石资本管理有限公司,2月9日
171,7-10万/月,上海-闵行区,校区经理,北京优肯飞扬体育文化有限公司上海...,2月9日
172,5-7万/月,上海-浦东新区,融资副总裁,金恪投资控股股份有限公司,2月9日
173,7-10万/月,北京-大兴区,人力资源总监,北京斯利安药业有限公司,2月9日
174,5-7万/月,武汉-洪山区,和昇电器湖北营销中心诚招：开关插座销售区域总代理商,武汉九重歌文化传媒有限公司,2月9日
175,80-100万/年,广州-越秀区,人工智能首席专家（年薪80-100万）,宇态控股广东有限公司,2月9日
176,9-19万/月,深圳-南山区,APP运营主管/经理,东方禅文化教育（深圳）有限公司,2月9日
177,5-7万/月,深圳-南山区,整形外科医生,深圳盛熹医疗投资发展有限公司,2月9日
178,7-10万/月,北京-海淀区,CFO,北京安德信业信息咨询有限责任公司,2月9日
179,60-80万/年,深圳-福田区,***合伙人,邦创咨询有限公司,2月9日
180,5-10万/月,深圳-福田区,城市总经理,小牛新财富管理有限公司,2月9日
181,100万以上/年,深圳,服装设计总监,深圳市赢家服饰有限公司,2月9日
182,60-80万/年,广州-越秀区,Sr. System Implementation Manager,亨氏（中国）投资有限公司,2月9日
183,5-7万/月,上海-青浦区,吸塑机开机师傅,上海展扬包装制品有限公司,2月9日
184,60-80万/年,宁波-江北区,商场管理副总经理（宁波项目）,上海丰树管理有限公司,2月9日
185,7-10万/月,深圳,总经理,深圳市又一居房地产开发有限公司,2月9日
186,60-90万/年,北京-朝阳区,投资总监（战略投资中心）,广州实地房地产开发有限公司,2月9日
187,5-7万/月,异地招聘,热成型领域专家,东莞市豪斯特热冲压技术有限公司,2月9日
188,5-6万/月,郑州,经营公司总经理,泰康之家（北京）投资有限公司,2月9日
189,100万以上/年,杭州-江干区,事业合伙人,杭州优雀科技有限公司,2月9日
190,5-7万/月,广州-黄埔区,设计副总,深圳市宝能投资集团有限公司,2月9日
191,80-100万/年,上海,支行行长（知名内资银行）,万宝盛华人力资源（中国）有限公司,2月9日
192,10万以上/月,成都-高新区,装饰公司总经理,米兰办公空间（装饰·家具）,2月9日
193,60-100万/年,上海,高级销售总监,北京数字一百市场咨询有限公司,2月9日
194,7-10万/月,北京-海淀区,项目合伙人,北京友谊顺捷国际物流有限公司,2月9日
195,15-30万/月,杭州-滨江区,电气一次设计,浙江精工能源科技集团有限公司,2月9日
196,5-7万/月,深圳-南山区,副总裁,长沙微领地网络科技有限公司深圳运...,2月9日
197,10000元/天,昆山,产品区域代理经理,苏州衡业新材料科技有限公司,2月9日
198,80-100万/年,南京,央企控股，诚招P2P江苏大区总,南京中融晋乾金融信息服务有限公司,2月9日
199,5-8万/月,广州-天河区,酒店事业部总经理,广东圣丰集团有限公司,2月9日
200,5-6万/月,上海,(ID64405)consulting manager,上海任仕达人才服务有限公司,2月9日
201,5-7万/月,东莞,热加工压铸资深专家,广东铭利达科技有限公司,2月9日
202,100万以上/年,广州,祛斑祛痘修护总经理,广州宝诗逸化妆品有限公司,2月9日
203,70-100万/年,上海-徐汇区,常务副总,上海用正医药科技有限公司,2月9日
204,7-10万/月,芜湖,人力资源总监,上海金一黄金珠宝有限公司,2月9日
205,5-7万/月,上海-徐汇区,资本运作副总监,上海益商仓储服务有限公司,2月9日
206,70-100万/年,上海-黄浦区,副总经理（主管业务）,中得服能源有限公司,2月9日
207,5-7万/月,异地招聘,公司出资选拔优秀期货操盘手,北京市喜万家投资管理有限公司,2月9日
208,60-120万/年,广州-天河区,运营商商务副总裁,广州正视网络技术有限公司,2月9日
209,5-7万/月,哈尔滨-南岗区,机构业务部负责人（总监级）,江海证券有限公司哈尔滨和兴路证券...,2月9日
210,10万以上/月,成都-锦江区,体检中心工作人员,四川友谊医院,2月9日
211,7-10万/月,武汉,高级整形医生,武汉爱美汇门诊部有限公司,2月9日
212,80-100万/年,上海-闵行区,供应链副总裁（软银中国资本旗下公司）,上海新惠能环保科技有限公司,2月9日
213,8-10万/月,上海-金山区,仪电工程师,上海和辉光电有限公司,2月9日
214,80-100万/年,深圳-南山区,分公司总经理,诺亚(深圳)财富管理中心,2月9日
215,100万以上/年,昆明,常务副总裁,云南中业普惠经济信息咨询有限公司,2月9日
216,60-80万/年,苏州-工业园区,城市投资公司总经理,远洋地产苏州公司,2月9日
217,80-100万/年,上海-浦东新区,技术中心总经理,上海银生宝电子支付服务有限公司,2月9日
218,10万以上/月,常州-新北区,Production Engineer Machining,立达（中国）纺织仪器有限公司,2月9日
219,5-10万/月,济南,高端财富管理中心总经理,冠群驰骋投资管理（北京）有限公司...,2月9日
220,10-30万/月,上海-闵行区,风力发电机设计,上海电气集团上海电机厂有限公司,2月9日
221,10万以上/月,广州-天河区,中国平安广东总部首聘：金融产品/贷款/银行/信托/证券,中国平安人寿保险股份有限公司广州...,2月9日
222,10万以上/月,异地招聘,三级机构总（计划筹建）,天安人寿保险股份有限公司广东分公司,2月9日
223,10万以上/月,上海-浦东新区,量化研究员,中融汇信期货有限公司,2月9日
224,7-10万/月,深圳-南山区,资金渠道负责人,深圳信用宝金融服务有限公司,2月9日
225,10万以上/月,广州-白云区,童装淘宝运营,广州伍尔斯微贸易有限公司,2月9日
226,10万以上/月,益阳,政研经理,湖南兴潮食品有限公司,2月9日
227,5-7万/月,济南-历下区,整形医生,济南美容整形医院,2月9日
228,10万以上/月,上海-浦东新区,联席CEO,上海麦子资产管理有限公司,2月9日
229,10万以上/月,上海-浦东新区,总经理,上海雪山金融信息服务有限公司,2月9日
230,300元/小时,北京-海淀区,TOEFL教师/SAT教师,臻美乐听教育科技（北京）有限公司,2月9日
231,60-80万/年,深圳-福田区,项目合伙人,深圳市中融恒富投资管理有限公司,2月9日
232,80-100万/年,北京,事业部总经理（药厂信息化）,上海伊捷人力资源有限公司,2月9日
233,9.9-9.9万/月,深圳-福田区,GIS软件工程师,深圳市宏图空间科技有限公司,2月9日
234,10-30万/月,上海-长宁区,电气专业负责人,碧桂园集团·广东博意建筑设计院有...,2月9日
235,5-7万/月,苏州-工业园区,"Head, Manufacturing - DSP",苏桥医药（苏州）有限公司,2月9日
236,5-7万/月,湖州,项目总,协信集团,2月9日
237,60-80万/年,上海,Commercial Leader/ 大中华区业务负责人-密封胶,迈图（上海）企业管理有限公司,2月9日
238,100万以上/年,杭州,集团副总裁,杭州奇异鸟饮品科技连锁有限公司,2月9日
239,60-80万/年,成都,事业部总经理,四川蓝光生态环境产业有限公司,2月9日
240,80-100万/年,北京,信托项目合伙人,北京东方合瑞投资有限公司,2月9日
241,7-10万/月,杭州-萧山区,网络公司首席运营官,杭州康久医疗投资管理有限公司,2月9日
242,10万以上/月,深圳-福田区,"Director, TAM",昱科环球存储科技（深圳）有限公司,2月9日
243,100万以上/年,惠州,招募区域合伙人,惠州思远通科技有限公司,2月9日
244,7-10万/月,异地招聘,城市合伙人,福州诺比文化传媒有限公司,2月9日
245,100万以上/年,上海-黄浦区,集团总裁/CEO,华东一号控股集团有限公司,2月9日
246,7-10万/月,重庆-南岸区,解债师,重庆鸿包惠网络科技有限公司,2月9日
247,5-7万/月,上海-徐汇区,"Senior Manager, Total Rewards COE, APAC(146450)",江森自控（中国）投资有限公司,2月9日
248,100-150万/年,上海-普陀区,财富端总裁,深圳崇融资产管理有限公司,2月9日
249,140-180万/年,苏州,"Plant GM, Auto Industry",苏州市汇杰企业管理咨询有限公司,2月9日
250,80-100万/年,深圳,首席战略官,广东红樱桃网络科技有限公司,2月9日
251,10万以上/月,上海-浦东新区,合伙人律师,上海明庭律师事务所,2月9日
252,100万以上/年,异地招聘,福州城市代表,浙江中链汽车服务有限公司,2月9日
253,90-250万/年,上海-徐汇区,副总裁,上海梅高创意咨询有限公司,2月9日
254,60-80万/年,北京-朝阳区,Retail System Solution Team Manager,西安伯恩人力资源咨询有限公司,2月9日
255,10万以上/月,北京-朝阳区,首席项目官(012647),北京汉能光伏投资有限公司,2月9日
256,60-100万/年,异地招聘,总经理,宁波欧文恒盛食品有限公司,2月9日
257,5000元/天,深圳-龙华新区,QA/IPQC,深圳市智博通电子有限公司,2月9日
258,5-6.5万/月,上海-长宁区,风控总经理（风控总监）,鹏欣环球资源股份有限公司（鹏欣资...,2月9日
259,60-80万/年,南京,先进全固态激光技术（2 ）名,金华那尔国际贸易有限公司,2月9日
260,5-7万/月,湖州,项目总,上海合景房地产开发有限公司,2月9日
261,60-80万/年,莆田,电子商务总经理,三棵树涂料股份有限公司,2月9日
262,7-10万/月,深圳,营销VP,腾邦资产管理集团股份有限公司,2月9日
263,10-50万/月,重庆-九龙坡区,地区代理,重庆普天药业有限公司,2月9日
264,100万以上/年,泉州,运营合伙人,石狮兴进房地产开发有限公司,2月9日
265,500-2000万/年,郑州,合伙人，年均500万元左右，兼全职皆可，免费海外旅游,韩城金鸿日用品经销店,2月9日
266,5-7万/月,广州-海珠区,房地产销售经理/主管（欢迎团队加盟）,广州优居房地产经纪有限公司,2月9日
267,10万以上/月,深圳,销售高手/店铺代练师,浙江雅莹集团有限公司,2月9日
268,10万以上/月,南京,弘阳商业-副总裁,弘阳商业集团,2月9日
269,80-100万/年,菏泽,城市代理 城市经销商 创业加盟个人创业,南京信奇健康科技有限公司,2月9日
270,20-30万/月,上海-闵行区,IT项目管理,众智融金（北京）资产管理有限公司,2月9日
271,10-12万/月,哈尔滨-道里区,APP研发团队招聘,哈尔滨霏尚网络科技开发有限公司,2月9日
272,5-7万/月,广州-天河区,创意群总监,盛世长城国际广告有限公司广州分公司,2月9日
273,10万以上/月,异地招聘,直播项目运营经理,讯汇科技（广州）有限公司,2月9日
274,5-7万/月,北京-朝阳区,data analytics manager,NTT DATA（中国）有限公司,2月9日
275,30-60万/月,异地招聘,高级销售经理,苏州科可瑞尔航空技术有限公司,2月9日
276,80-100万/年,南京,HRVP,大千生态环境集团股份有限公司,2月9日
277,300元/小时,佛山,优秀SAT老师,佛山市老海龟出国咨询有限公司,2月9日
278,5-7万/月,深圳-福田区,产品总监,深圳市万普拉斯科技有限公司,2月9日
279,5-7万/月,武汉-江汉区,汉口售前客服无责3000（包吃住+急招）,武汉中联储金融服务有限公司,2月9日
280,5-8万/月,上海-徐汇区,财务总监,上海牧懿企业管理咨询有限公司,2月9日
281,5-7万/月,深圳,城市公司总经理（副总）（粤港澳、长三角、成渝）,深圳市中洲投资控股股份有限公司,2月9日
282,60-120万/年,上海-普陀区,企业发展事业部总经理,上海千江月地产集团有限公司,2月9日
283,80-100万/年,深圳-罗湖区,分公司总经理,深圳市资本在线金融信息服务有限公司,2月9日
284,5-7万/月,上海-浦东新区,不良资产项目副总裁,上海合坊信息科技股份有限公司,2月9日
285,80-100万/年,上海,CTO首席技术官,黑龙江翰迪会展服务有限责任公司,2月9日
286,60-100万/年,杭州,首席财务官CFO,杭州卓荦企业管理咨询有限公司,2月9日
287,5-7万/月,武汉-江汉区,整形医院口腔科合伙人,武汉利标日化有限公司,2月9日
288,5-7万/月,北京-朝阳区,商业总监,阳光壹佰置业集团有限公司,2月9日
289,100万以上/年,异地招聘,项目合伙人/城市合伙人/事业部总经理,深圳合众奇迹文化传媒有限公司,2月9日
290,60-80万/年,北京-西城区,医疗租赁事业部副总,中国环球租赁有限公司,2月9日
291,5-7万/月,成都,营销商管总经理,成都华宇业瑞房地产开发有限公司,2月9日
292,5-7万/月,上海-长宁区,后端java Leader,爱奇艺（www.iqiyi.com）,2月9日
293,60-80万/年,大连-中山区,财富中心总经理,浙江永垣利孚股权投资基金管理有限...,2月9日
294,10万以上/月,上海-徐汇区,市场传播专员Marketing Communications Specialist,德纳管理（上海）有限公司,2月9日
295,80-100万/年,上海,算法总监,竹间智能科技（上海）有限公司,2月9日
296,80-120万/年,杭州-拱墅区,网点负责人,浙江爱晚基金管理有限公司,2月9日
297,7-10万/月,广州,大型集团小贷公司总经理,广州思可企业管理咨询有限公司,2月9日
298,80-100万/年,成都-郫都区,总部营销中心副总经理,四川蓝光和骏实业有限公司,2月9日
299,60-80万/年,东莞,Plant Manager-Mechanical,广州斯飞迩信息咨询有限公司,2月9日
300,5-7万/月,异地招聘,天线专家,vivo智能手机（维沃移动通信有限公...,2月9日
301,5-7万/月,深圳-龙华新区,品牌总经理,深圳市维也纳国际酒店管理有限公司,2月9日
302,7-10万/月,武汉-武昌区,行政人事经理,武汉百大企业咨询有限公司,2月9日
