,sallary,location,duty,name,time
2130,60-80万/年,合肥-经开区,投资拓展副总,安徽文峰投资集团有限公司,1月22日
2131,5-7万/月,深圳-宝安区,投资并购总经理,深圳市鑫梓润物业管理股份有限公司,1月22日
2132,5-7万/月,北京-海淀区,互联网工业投资总监/总经理/合伙人,星河互联集团有限公司,1月21日
2133,60-80万/年,异地招聘,建筑专业负责人,上海申联建筑设计有限公司陕西分公司,1月20日
2134,10万以上/月,深圳-宝安区,外贸业务总临,深圳市捷能星光电科技有限公司,1月20日
2135,7-10万/月,珠海,月子中心大厨,珠海市香洲区狮山社区卫生服务中心,1月20日
2136,80-100万/年,上海-浦东新区,财富私银总经理,深圳市海钜信达投资发展有限公司,1月22日
2137,60-80万/年,深圳-南山区,融资总监（商票融资 丰富的资金端资源）,北京英嘉联合科技有限公司,1月22日
2138,5-10万/月,上海,首席数据科学家（AI实验室）,上海触宝信息技术有限公司,1月22日
2139,7-10万/月,苏州,案场接待,苏州万国行房地产营销策划有限公司,1月22日
2140,20-50万/月,北京,主创设计师,尚层装饰（北京）有限公司北京分公司,1月20日
2141,100万以上/年,上海-普陀区,品牌运营官,美国优异公司北京代表处,1月20日
2142,5-7万/月,深圳-南山区,营销副总裁,深圳茵特里国际医疗服务有限公司,1月20日
2143,80-100万/年,石家庄,合作总监,张北凯嘉罗矿业有限公司,1月20日
2144,8-25万/月,异地招聘,医学事务专员/经理,精微视达医疗科技（武汉）有限公司,1月19日
2145,60-80万/年,广州-番禺区,高级楼盘项目联动总监,广州壹购房网络科技有限公司,1月19日
2146,7-10万/月,深圳-南山区,AI人工智能团队,深圳市卓垣翰互动科技有限公司,1月19日
2147,5-7万/月,沈阳-于洪区,小程序推广,沈阳考拉云商电子商务有限公司,1月19日
2148,6-6.5万/月,杭州,区块链事业部副总经理,杭州蓝蛙科技有限公司,1月19日
2149,5-7万/月,成都,设计师经理,上海帝森建筑装饰工程有限公司成都...,1月19日
2150,5-8万/月,异地招聘,成本总监,世茂集团 Shimao Group,1月19日
2151,5-7万/月,惠州,事业合伙人,冠群驰骋投资管理（北京）有限公司...,1月19日
2152,7-10万/月,大连-甘井子区,轻松赚钱 快乐工作,大连雅典房地产经纪有限公司,1月19日
2153,5-7万/月,深圳-福田区,事业部总经理,广东派生财富投资管理有限公司,1月19日
2154,80-100万/年,深圳-宝安区,LED显示屏 国内 市场 销售 业务 主管 经理 总监 副总,深圳市新纪元光电科技有限公司,1月19日
2155,10万以上/月,北京-海淀区,律所合伙人,北京佳友律师事务所,1月19日
2156,80-100万/年,上海,彩妆品类副总经理,颖通（上海）贸易有限公司,1月19日
2157,10万以上/月,中山,高薪+面试通过后可就近安排上班地点+包住,中山市家家顺房地产经纪有限公司大...,1月19日
2158,60-80万/年,佛山,大沥支行行长,广东华兴银行股份有限公司佛山分行,1月19日
2159,80-100万/年,大连-中山区,约伴旅游集团总经理,大连约伴旅游股份有限公司,1月19日
2160,7-10万/月,深圳,私人银行总经理,中财沃顿资本管理有限公司,1月19日
2161,7-10万/月,广州-花都区,金利来，奥康天猫推广,广州市建橙皮具有限公司,1月19日
2162,60-80万/年,郑州-郑东新区,财富中心总经理,恒天财富郑州分公司,1月19日
2163,60-80万/年,郑州,投资负责人,阳光城集团郑州公司,1月19日
2164,60-80万/年,上海-浦东新区,连锁餐饮总经理,上海鼎基投资集团有限公司,1月19日
2165,5-7万/月,上海-长宁区,营销总监,沈阳中新科技开发有限公司,1月19日
2166,7-10万/月,深圳-龙华新区,龙华写字楼招应届实习/毕业生,深圳市乐有家房产交易有限公司,1月19日
2167,5-7万/月,杭州-拱墅区,组织发展经理（杭州）,杭州新丝路模特经纪有限公司,1月19日
2168,5-10万/月,广州-番禺区,面部微整专家,广州百钠鑫生物科技有限公司,1月19日
2169,5-10万/月,成都,整形医生（成都）,柏荟国际医疗集团,1月19日
2170,60-100万/年,成都-温江区,总经理（成都）,深圳市万汇国际投资发展有限公司,1月19日
2171,10万以上/月,上海-浦东新区,金融公司 首席执行官/总裁/总经理,东银商品交易中心有限公司,1月19日
2172,60-80万/年,异地招聘,税务总监（投资并购项目）,合景泰富地产,1月19日
2173,220-260万/年,深圳,总经理,深圳市思沃特投资有限公司,1月19日
2174,3000元/天,沈阳-大东区,机加检验员,沈阳新宝路航空机械制造有限公司,1月19日
2175,120-200万/年,广州-白云区,微贷分网点负责人（广州广建小额贷款股份有限公司）,广东省小额贷款公司协会,1月19日
2176,7-10万/月,北京-昌平区,三一海外营销（副）总经理（风电行业）,三一重型能源装备有限公司,1月19日
2177,80-100万/年,北京-顺义区,Branch Manager - North China,华辉国际运输服务有限公司,1月19日
2178,5-7万/月,异地招聘,副总经理（投资）,中梁地产集团昆明区域公司,1月18日
2179,100万以上/年,杭州-上城区,财富管理总部负责人,浙商金汇信托股份有限公司,1月18日
2180,60-80万/年,福州-台江区,投资拓展总经理（福州）,融侨（福州）地产公司,1月18日
2181,6-8万/月,台州,生产总经理（台州、宁波）,宁波铭匠扎啤设备有限公司,1月18日
2182,100万以上/年,上海-长宁区,集团首席融资官,上海苏河汇投资管理股份有限公司,1月18日
2183,5-7万/月,天津,国网天津三源电力招聘,天津首创人力资源有限公司,1月18日
2184,5-7万/月,青岛-崂山区,手板师傅/手板工,青岛海斯特工业设计有限公司,1月18日
2185,100万以上/年,上海-浦东新区,商品期货操盘手,上海豫商物产国际贸易有限公司,1月18日
2186,100万以上/年,上海,副总裁（金融）,上海易柳商务咨询有限公司,1月18日
2187,10万以上/月,北京,"English,French, German, Spanish teacers",北京乐学者国际文化交流中心,1月18日
2188,8-30万/月,昆明,室内设计总监,云南苏海装饰工程设计有限公司,1月17日
2189,60-80万/年,深圳-福田区,金融事业部总经理,湖南和立东升实业集团有限公司,1月15日
2190,50-90万/月,南宁,办公室总经理,平安银行股份有限公司,1月18日
2191,5-7万/月,上海,总经理,上海天晟房地产经纪有限公司,1月18日
2192,10万以上/月,上海,爱情合伙人,钻石婚恋,1月18日
2193,80-100万/年,上海-松江区,办事处总监,上海蜃瑾信息科技有限公司,1月18日
2194,500元/小时,广州-南沙区,时尚服装麻豆可新人,广州市白云区和鑫服装厂,1月18日
2195,80-120万/年,厦门,Assistant Corporate Controller,明达实业（厦门）有限公司,1月18日
2196,100万以上/年,成都-锦江区,法务总经理｜风控总经理,成都睿远企业管理咨询有限公司,1月18日
2197,100万以上/年,杭州,各省分公司总经理（广东福建湖南湖北江苏等省）,鲲鹏建设集团有限公司,1月17日
2198,7-10万/月,深圳-光明新区,化妆品OEM高级管理人员,深圳市玛雅化妆品有限公司,1月17日
2199,20-30万/月,广州-天河区,高薪诚聘市场营销专业实习各10名/带薪培训/入职买社保,广东中原地产代理有限公司五山分公司,1月17日
2200,7-10万/月,东莞,五金模具設計工程師,东莞耀台五金电子有限公司,1月17日
2201,5-7万/月,深圳-罗湖区,事业部总监,深圳市长辉盛世投资管理有限公司,1月17日
2202,120-180万/年,深圳,金融副总裁,昆山琨华投资发展有限公司,1月15日
2203,100万以上/年,深圳-龙华新区,副总裁（推广中心总经理）,深圳华智共创教育科技有限公司,1月15日
2204,5-7万/月,哈尔滨-道里区,集团总经理,黑龙江省英超投资管理有限公司,1月15日
2205,7-10万/月,深圳-福田区,安装预算员,深圳市建衡达工程造价咨询有限公司,1月15日
2206,10万以上/月,北京-朝阳区,创业合伙人-大都会Metlife,北京云天慈航健康管理有限公司,1月15日
2207,100万以上/年,哈尔滨-香坊区,分公司总经理,上海海日智能科技有限公司,1月18日
2208,80-100万/年,异地招聘,环保集团投资总监,烟台杰瑞石油服务集团股份有限公司,1月18日
2209,5-7万/月,哈尔滨,土地拓展,富力（哈尔滨）房地产开发有限公司,1月17日
2210,100万以上/年,杭州,CTO,杭州富华计算机技术开发有限公司,1月17日
2211,20-50万/月,广州-白云区,电商 合伙人 股东,广州市澳意化妆品有限公司,1月17日
2212,10万以上/月,杭州,医学博士,浙江阿夫拉姆生物科技有限公司,1月17日
2213,10万以上/月,广州-白云区,家装设计总监,广州标杆装饰设计工程有限公司,1月17日
2214,80-100万/年,上海-浦东新区,品质管理处副总Quality Assurance VP,日月光封装测试（上海）有限公司,1月17日
2215,10万以上/月,上海-闵行区,基金管理负责人,上海星成实业有限公司,1月17日
2216,60-80万/年,深圳-南山区,地产基金投资总监,华润置地（深圳）有限公司,1月17日
2217,60-80万/年,异地招聘,工程副总经理（西安）J11105,奥园集团有限公司 Aoyuan Corpora...,1月10日
2218,10万以上/月,永州,资本总监,湖南科森农业科技有限公司,1月12日
2219,111.1-222.2万/月,上海-浦东新区,Treasury Manager,ETAM CHINA上海艾格服饰有限公司,1月15日
2220,60-80万/年,北京-东城区,项目部 总经理,中投金桥（北京）投资有限公司,1月15日
2221,3000元/天,广州-天河区,高端车展模特,广州韩帝文化活动策划有限公司,1月15日
2222,10万以上/月,德宏,高薪诚聘人力资源总监8000+,瑞丽市大熊珠宝有限公司,1月15日
2223,7-10万/月,成都-金牛区,网络销售客服 周末双休 高薪,成都晶禄源网络科技有限公司,1月15日
2224,5-7万/月,荆州,招石首美食城档口老板（招商）,湖北省饕餮商贸有限公司,1月17日
2225,7-10万/月,成都-郫都区,事业部副总裁,成都东旭智能科技有限公司,1月17日
2226,5-7万/月,深圳-南山区,规划副总,中旅智业文化发展（深圳）有限公司,1月17日
2227,60-80万/年,广州-天河区,私人银行总监/理财总监/投融资总监,金憙宝（广州）信息科技有限公司,1月17日
2228,60-80万/年,苏州,分公司总经理,金海棠资产管理有限公司（苏州）,1月17日
2229,6-7.5万/月,深圳-南山区,寻找能动手编程的技术架构师/CTO,未来地图（深圳）智能科技有限公司,1月10日
2230,5-10万/月,北京-朝阳区,公司副总/运营中心总监—产业集团公司代招,北京珠江房地产开发有限公司,1月10日
2231,20-60万/月,深圳-罗湖区,建筑设计主管/经理/总监,宝能城市发展建设集团有限公司,1月9日
2232,5-7万/月,成都,产品结构设计,成都易华天宇试验设备有限责任公司,1月9日
2233,10万以上/月,深圳-宝安区,轻松月收入过万,深圳市乐有家房产交易有限公司,1月12日
2234,60-80万/年,杭州-余杭区,师资中心总经理,有邻有伴（杭州）教育咨询有限公司,1月12日
2235,7-10万/月,异地招聘,奔宝奥维修师傅,青岛宝悦宝马汽车服务有限公司,1月12日
2236,8-12万/月,宁波,投资研究专员,宁波金田铜业（集团）股份有限公司,1月12日
2237,5-7万/月,青岛-市南区,足球俱乐部经理人,中国海归精英协会,1月12日
2238,10万以上/月,宁波,旅游策划,宁波华侨城投资发展有限公司,1月12日
2239,5-7万/月,上海,执行创意总监,上海通泽广告有限公司,1月15日
2240,100万以上/年,郑州-郑东新区,外汇操盘手年薪百万,河南一平实业有限公司,1月15日
2241,100万以上/年,长沙,省级公司总经理,苏州美格尔网络股份有限公司,1月15日
2242,5-8万/月,深圳-福田区,优+主管（中国平安全国冠军团队）,中国平安人寿保险股份有限公司深圳...,1月15日
2243,10-20万/月,北京-朝阳区,移动端测试,米袋子信息技术（北京）有限公司,1月17日
2244,7-10万/月,上海,设计院院长,上海嘉春装饰设计工程有限公司,1月17日
2245,60-80万/年,上海-浦东新区,股权投资总监,海银资产管理有限公司,1月17日
2246,5-7万/月,哈尔滨,直销总经理,哈尔滨怡康药业有限公司,1月17日
2247,7-10万/月,深圳-福田区,建筑设计总监,金地（集团）深圳地产公司,1月9日
2248,80-100万/年,广州,高级销售经理,广州翻倍信息技术有限公司,1月9日
2249,7-10万/月,上海-静安区,地下连续墙施工负责人,上海建元工程股份有限公司,1月9日
2250,60-80万/年,连云港,置业总经理,江苏建艺置业有限公司,1月9日
2251,50-100万/月,上海-黄浦区,合作伙伴招聘—个人客户部VP,上海普财投资管理有限公司,1月9日
2252,5-10万/月,上海-长宁区,CTO技术VP技术总监,再惠（上海）网络科技有限公司,1月12日
2253,5-7万/月,上海,投资总监,上海张江科技园平湖联合发展有限公司,1月12日
2254,7-10万/月,东莞-沙田镇,人力资源总监,广东美泰制药有限公司,1月12日
2255,100万以上/年,上海,上海-首席运营官/总经理,深圳市极速名车投资发展有限公司,1月12日
2256,5-7万/月,北京-大兴区,首席执行官/总裁/总经理,北京市兴商房地产经纪中心,1月15日
2257,7-10万/月,武汉-洪山区,分校区中心主任（高校管理+招生绩效+年终分红）,湖北鑫天证教育咨询有限公司,1月15日
2258,10万以上/月,北京-朝阳区,副总经理,唐玺文化集团有限公司,1月15日
2259,10万以上/月,杭州,资深运营专员/经理,湖州大风车网络科技有限公司,1月15日
2260,60-80万/年,异地招聘,总经理,深圳市中珩互联网金融服务有限公司,1月15日
2261,5-7万/月,烟台,信息化智能化管理员,山东英福莱农业装备集团有限公司,1月15日
2262,5-7万/月,上海-黄浦区,高级理财顾问,恒大互联网集团,1月15日
2263,4500元/天,深圳,上下模师傅,深圳市皓星伟业科技有限公司,1月17日
2264,5-7万/月,北京-丰台区,业务拓展总监/产品引进总监/产品总监,北京蓝天共享健康管理有限责任公司,1月16日
2265,15-30万/月,长沙-芙蓉区,资产评估项目经理,中和资产评估有限公司,1月16日
2266,60-80万/年,北京-朝阳区,内控合规部负责人,凤凰金融,1月16日
2267,10-50万/月,天津-滨海新区,城市合伙人（人脉广 资源丰富）,腾丰企业管理咨询（天津）有限公司,1月9日
2268,80-100万/年,异地招聘,城市服务站合伙人,广东慧华易居信息科技有限公司,1月9日
2269,60-80万/年,上海-静安区,某集团公司平行进口车总经理，工作地点：上海、深圳,上海锐核企业管理咨询有限公司,1月9日
2270,10-30万/月,深圳-南山区,高级税筹师,神州易桥（北京）财税科技有限公司,1月9日
2271,300元/小时,北京,***配音员,北京北方天地影视文化有限公司,1月9日
2272,80-100万/年,北京-丰台区,金融销售副总经理,北京金涨丰盛资产管理有限公司,1月9日
2273,5-7万/月,香港,Responsible Officer（RO）,好买财富管理股份有限公司,1月9日
2274,100万以上/年,深圳-福田区,财富管理中心总裁,深圳前海海德财富投资管理有限公司,1月12日
2275,60-80万/年,异地招聘,融资总经理,海南地恒实业投资有限公司,1月12日
2276,3500元/天,东莞-凤岗镇,IPQCW,东莞亚岑照明有限公司,1月12日
2277,7-10万/月,上海-长宁区,运营副总裁,上海珂宇投资管理有限公司,1月12日
2278,7-10万/月,大理,区域代理,大理昱帆速递有限公司满江分部,1月15日
2279,7-10万/月,异地招聘,市政、公路工程预结算,广西建工集团第四建筑工程有限责任...,1月14日
2280,100万以上/年,呼和浩特,诚招呼和浩特各区县代理,内蒙古宝民商贸有限责任公司,1月14日
2281,50-100万/月,杭州-下城区,连者,杭州拼积科技有限公司,1月14日
2282,7-10万/月,宁波-海曙区,副总经理(5750),旭辉集团杭州事业部,1月14日
2283,80-100万/年,杭州-下城区,运营副总裁,富春控股集团有限公司,1月14日
2284,60-80万/年,异地招聘,人力资源总监,西藏惠才企业管理有限公司,1月14日
2285,80-100万/年,异地招聘,大客户开发合伙人,武汉芝华商业数据分析有限公司,1月16日
2286,5-7万/月,北京-朝阳区,北控城市资源集团总经理(J10125),北控水务（中国）投资有限公司,1月16日
2287,80-100万/年,深圳-福田区,Office Manager,苏州蓝牛网络科技有限公司,1月16日
2288,5-7万/月,南京-建邺区,营销副总,海银财富管理有限公司南京奥体分公司,1月16日
2289,80-150万/年,异地招聘,城市总,邦泰集团,1月9日
2290,5-10万/月,北京,欧洲全兼地领队,北京神舟国际旅行社集团有限公司欧...,1月8日
2291,10万以上/月,成都-高新区,首席技术官,成都雪域乐途信息技术有限公司,1月8日
2292,7-10万/月,上海-长宁区,月子会所销售,超宝汇月子会所,1月8日
2293,5-10万/月,上海-闵行区,微商操盘手,上海蔻得国际贸易有限公司,1月8日
2294,5-7万/月,异地招聘,分公司总经理,深圳鼎霖财富管理有限公司,1月8日
2295,80-100万/年,南京-鼓楼区,运营副总经理,苏宁环球健康投资发展有限公司,1月8日
2296,5-7万/月,深圳-福田区,不动产投资董事总经理,深圳市中科创城市更新集团有限公司,1月8日
2297,28-30万/月,哈尔滨,景区总经理,哈尔滨帽儿山天马旅游景区管理有限...,1月12日
2298,7-10万/月,广州-番禺区,人力资源总监,广州正溢财务顾问有限公司,1月12日
2299,60-80万/年,上海-黄浦区,方案主创,北京联东投资（集团）有限公司,1月12日
2300,100万以上/年,杭州-滨江区,基金合伙人,上海滢盛投资管理有限公司,1月14日
2301,10万以上/月,广州-海珠区,月薪10万销售 买车买楼等你来挑战,广东中原地产代理有限公司穗景大厦...,1月13日
2302,5-7万/月,天津-和平区,Call Center ManagerJ15260,捷信消费金融有限公司,1月13日
2303,10万以上/月,深圳,营销副总,深圳市鼎浩建材有限公司,1月13日
2304,5-7万/月,苏州-工业园区,财富管理部副总,中孚财富（北京）投资管理有限公司,1月13日
2305,5-10万/月,北京-朝阳区,工业云资深业务专家,JD京东商城,1月13日
2306,15-25万/月,重庆-江北区,经济分析师,重庆合乐工程咨询有限公司,1月16日
2307,70-80万/年,南京,Senior Java Development Manager,毕马威中国 KPMG China,1月16日
2308,5-7万/月,北京-朝阳区,川湘风云饭店急招转接商,北京润丰快递服务有限公司,1月16日
2309,10万以上/月,异地招聘,HRBP-王黎演示-WY,杭州海康威视数字技术股份有限公司,1月16日
2310,10万以上/月,杭州-余杭区,精装修经理,杭州汇高置地有限公司,1月16日
2311,5-7万/月,北京-昌平区,高薪招聘优秀团队,北京鼎金华夏投资咨询有限公司,1月16日
2312,7-10万/月,广州-海珠区,广州地区OTC经理,广州共途生物科技有限公司,1月8日
2313,10万以上/月,异地招聘,执行CEO,沈阳科艺馨科技有限公司,1月8日
2314,60-80万/年,成都-郫都区,CEO,四川鑫码快宿科技有限公司,1月8日
2315,7-10万/月,昆明,金融销售专员（五险一金）,平安普惠投资咨询有限公司日新路分...,1月8日
2316,10-20万/月,上海-虹口区,项目/活动策划经理,六一天使医疗投资有限公司,1月12日
2317,5-10万/月,上海-静安区,信贷端副总裁,新新贷（上海）金融信息服务有限公司,1月12日
2318,10-30万/月,深圳-龙岗区,J71--CEO/总裁/总经理,深圳多米索科技有限公司,1月11日
2319,100万以上/年,异地招聘,社群营销网络运营经理,义乌千行驹信息技术有限公司,1月11日
2320,60-80万/年,武汉,执行总裁,乔万尼时装,1月11日
2321,5-7万/月,昆明,地产总经理,云南汉威投资有限公司,1月11日
2322,5-7万/月,广州-天河区,融资副总监/总监,广州佳兆业金融集团,1月11日
2323,5-7万/月,广州-番禺区,副总经理,广州威旭环保科技有限公司,1月11日
2324,5-7万/月,北京-房山区,争议解决总监,中细软移动互联科技有限公司,1月13日
2325,5-7万/月,南昌-东湖区,诚聘/计算机/软件/自动化/电子工程论文写手,湖北希恩文化传媒有限公司,1月13日
2326,100万以上/年,广州-番禺区,财商老师/青少年培训项目合伙人,广州易直采网络科技有限公司,1月13日
2327,60-80万/年,广州-天河区,平安合伙人,中国平安人寿保险股份有限公司广东...,1月13日
2328,80-100万/年,北京-昌平区,招募高端设计师（项目合作无需坐班）,北京宏尚时代建筑装饰工程有限公司,1月16日
2329,5-7万/月,东莞,总经理,东莞市同凯食品有限公司,1月16日
2330,5-7万/月,上海-嘉定区,销售总监,上海华仓通信技术有限公司,1月16日
2331,10万以上/月,扬州,财富顾问,招商证券股份有限公司扬州汶河北路...,1月16日
2332,100-150万/年,广州-天河区,律所合伙人,广东蒿芃燊晟律师事务所,1月16日
2333,30-80万/月,北京-东城区,年薪30万起，拓展各省市县医院资源,北京同和泰投资管理有限公司,1月16日
2334,5-7万/月,广州,只找有野心有目标的领袖,广东中原地产代理有限公司国际科贸...,1月16日
2335,60-80万/年,上海-静安区,融资顾问/总裁,上海祁道企业管理咨询有限公司,1月16日
2336,60-80万/年,北京,战略投资总经理,兴茂集团北京分公司,1月8日
2337,60-80万/年,上海-黄浦区,投资项目总监,上海众鼎实业集团有限公司,1月8日
2338,80-100万/年,郑州,高薪诚聘企业合伙人股份制年薪50万,河南巴司夫农业科技有限公司,1月8日
2339,5-7万/月,北京-西城区,首席技术官,中农集团控股股份有限公司,1月8日
2340,5-7万/月,北京-朝阳区,集团副总裁（金融方向）,多弗国际控股集团有限公司,1月8日
2341,60-80万/年,深圳-南山区,HRD,深圳智能博世科技有限公司,1月8日
2342,10万以上/月,哈尔滨-南岗区,成型团队,哈尔滨睿信企业管理有限公司,1月11日
2343,5-10万/月,上海-静安区,网络自媒体运营,上海福旺企业登记代理事务所,1月11日
2344,15-20万/月,北京-昌平区,口腔医疗器械耗材销售,北京天元永恒商贸有限公司,1月11日
2345,5-7万/月,深圳-福田区,财富事业部总监,深圳益民财富管理有限公司,1月11日
2346,60-80万/年,广州,旧改项目总,广州市浩猎企业管理咨询有限公司,1月11日
2347,5-7万/月,北京-昌平区,子公司副总经理（煤化工、冶金公司各1人）,神雾科技集团股份有限公司,1月11日
2348,7-10万/月,深圳-福田区,新加坡学校代表,深圳市博学堂信息咨询有限公司,1月11日
2349,5-7万/月,东莞-道滘镇,房地产运营版块CEO,东莞市爱嘉房地产开发有限公司,1月13日
2350,10万以上/月,东莞-厚街镇,美容纹绣学徒,东莞市厚街天使化妆品店,1月13日
2351,80-100万/年,广州-天河区,副总经理,广州市拉拉米信息科技有限公司,1月13日
2352,5-7万/月,广州-天河区,销售高级总监（副总裁）,蓝色光标天地互联科技（北京）有限...,1月13日
2353,60-80万/年,武汉-洪山区,商管总经理,湖北万豪置业集团,1月13日
2354,100万以上/年,深圳,施工项目经理（合伙人）,骆丹国际酒店设计（香港）有限公司,1月13日
2355,5-7万/月,异地招聘,人力资源总监,上海松竹梅翻译有限公司,1月16日
2356,5-7万/月,苏州,分公司总经理,江苏中业鑫服信息咨询有限责任公司,1月16日
2357,100万以上/年,上海-浦东新区,规划设计副总裁,海游（上海）企业发展有限公司,1月16日
2358,7-10万/月,深圳-盐田区,建筑总师,深圳市万科房地产有限公司,1月16日
2359,60-80万/年,福州-仓山区,经营副总裁/COO,福建华威集团有限公司,1月16日
2360,500元/小时,上海-长宁区,"AP Computer Science( Coding & Robotics,Arduino)",上海爱碧教育科技有限公司,1月16日
2361,75-100万/年,异地招聘,Head of CHINA Sales大中华区销售总监,上海斯德尔建筑材料贸易有限公司,1月16日
2362,60-80万/年,南京-栖霞区,行政副总裁,上海拓景信息科技有限公司,1月15日
2363,60-80万/年,西安,地产公司总经理,陕西博能电力技术有限公司,1月8日
2364,60-80万/年,异地招聘,Sales Director,上海道均商务咨询有限公司,1月8日
2365,5-7万/月,上海-普陀区,商管总经理/商业项目总（招商企划营运总）,月星集团总部,1月7日
2366,80-100万/年,上海-徐汇区,董事总经理,上海捷宝投资有限公司,1月7日
2367,15-30万/月,西安-未央区,高级销售经理,中国平安人寿保险股份有限公司陕西...,1月7日
2368,100万以上/年,唐山,支撑中心总经理,唐山市路北区大拇指幼儿园,1月7日
2369,100万以上/年,重庆-渝中区,融资总经理,北京德塬宝通资产管理有限公司,1月11日
2370,5-7万/月,上海-闵行区,首席运营官COO,上海厚乾企业发展（集团）有限公司,1月11日
2371,5-7万/月,异地招聘,CFO-首席财务官,广东世纪晓教育科技有限公司,1月11日
2372,10万以上/月,上海-松江区,总经理,上海溥悦实业有限公司,1月11日
2373,100万以上/年,杭州,分行财富管理与私人银行部总经理,上海达翰企业管理有限公司,1月11日
2374,7-10万/月,深圳,租赁总经理,深圳深中润投资控股有限公司,1月10日
2375,5-7万/月,南昌,首席助理,深圳玛丝菲尔时装股份有限公司南昌...,1月10日
2376,10万以上/月,广州-越秀区,招聘热爱销售的你 一起创业 一起带团队,广州仁隆房地产销售代理有限公司,1月10日
2377,5-7万/月,异地招聘,线下店总负责人J10262,北京河狸家信息技术有限公司,1月13日
2378,60-80万/年,宿迁,副总经理（沭阳）,正中投资集团有限公司,1月13日
2379,5-10万/月,广州-越秀区,餐饮加盟,广州市咕噜咕噜餐饮管理有限公司,1月12日
2380,10000元/天,深圳-南山区,深圳山海社合伙人招募计划,深圳市山海社文化传播有限公司,1月12日
2381,5-7万/月,上海-杨浦区,件杂操作,大连泛和集团有限公司,1月12日
2382,60-80万/年,北京-通州区,前期开发总监,北京融都投资管理有限公司,1月7日
2383,60-80万/年,异地招聘,副总经理,深圳市君达房地产经纪有限公司,1月7日
2384,5-7万/月,福州,营销总经理/副总经理（福州公司）,福州富力房地产开发有限公司,1月7日
2385,5-7万/月,上海-浦东新区,战略规划总监J19047,海航科技集团有限公司,1月7日
2386,60-80万/年,异地招聘,大数据架构师,长城证券股份有限公司,1月7日
2387,80-100万/年,广州,副总经理,广州方中投资有限公司,1月7日
2388,60-80万/年,长春,房地产总经理,长春金达洲集团有限公司,1月10日
2389,20-30万/月,北京-朝阳区,金融销售经理,平安金融理财营业部,1月10日
2390,5-6万/月,深圳-福田区,地产投资总监,平安信托有限责任公司,1月10日
2391,100万以上/年,武汉,游戏动漫行业定岗委培,武汉中清龙图科技有限公司,1月10日
2392,5-7万/月,深圳-龙华新区,财务总监,深圳市金誉半导体集团,1月10日
2393,5-7万/月,南京-浦口区,地产项目部总经理/副总经理,苏宁环球集团有限公司,1月10日
2394,7-10万/月,上海,投资总监,恒大地产集团珠三角房地产开发有限...,1月10日
2395,5-7万/月,上海-杨浦区,渠道/销售总监,上海尤银信息科技集团有限公司,1月10日
2396,5-7万/月,异地招聘,人力资源总监,上海翼威企业管理咨询有限公司,1月7日
2397,5-7万/月,上海-浦东新区,互金平台总经理,东融资产管理有限公司,1月7日
2398,80-100万/年,上海-黄浦区,急聘天猫旗舰店运营,上海初妆贸易有限公司,1月6日
2399,7-10万/月,北京-丰台区,总长助理,北京金建出租汽车有限公司,1月10日
2400,100万以上/年,常州,招纳专卖店城市合伙人,常州云谷物联科技有限公司,1月6日
2401,60-80万/年,南昌-青山湖区,运营副总J11339,新力地产,1月6日
2402,10万以上/月,宁波,CAE安全碰撞工程师,重庆福呗信息技术有限公司,1月5日
2403,5-7万/月,东莞-东城区,气泡机吹膜师傅,深圳市力特新材料有限公司,1月5日
2404,70-100万/年,异地招聘,IDC公司总经理,河北嘉旭福美科技有限公司,1月5日
2405,10-20万/月,上海-虹口区,作业管理部承保管理岗,健康养老事业中心,1月5日
2406,7-10万/月,异地招聘,临沂生产线驻厂负责人,青岛惠都食品有限公司,1月5日
2407,5-7万/月,武汉,房产销售实习,武汉宇宸不动产代理有限公司永清分...,1月5日
2408,6-8万/月,上海-杨浦区,中国人寿诚聘 保险代理人(可实习),中国人寿保险股份有限公司上海市分...,1月5日
2409,5-7万/月,北京-海淀区,投资发展总经理,伟光汇通旅游产业发展有限公司,1月5日
2410,5-7万/月,杭州-西湖区,联想产品销售经理,四川长虹佳华信息产品有限责任公司,1月5日
2411,60-300万/年,深圳-南山区,合伙人或投资总监,创维集团有限公司,1月5日
2412,5-7万/月,北京-朝阳区,财务总监,中山市宾哥网络科技有限公司,1月5日
2413,80-150万/年,深圳,智能技术中国区总经理(安防行业）,深圳市宏剑科技有限公司,1月5日
2414,60-100万/年,深圳-福田区,副总经理（业务合伙人）,深圳中邦财富商务俱乐部有限公司,1月5日
2415,60-120万/年,深圳-福田区,董事总经理,深圳智远东方资本管理有限公司,1月4日
2416,7-10万/月,异地招聘,副总经理(5597),旭辉集团西安事业部,1月4日
2417,7-10万/月,南京-浦口区,大公司大平台，高提成年终分红，百万年薪等你来挑战,南京我爱我家江风房地产经纪有限公司,1月4日
2418,8000元/天,武汉,手机***,西藏蕃王集团,1月4日
2419,5-7万/月,北京,BFSI Client Partner(银行金融证券保险业CP),电讯盈科企业方案,1月4日
2420,12-14万/月,异地招聘,硫酸,赣州腾远钴业新材料股份有限公司,1月4日
2421,100万以上/年,广州-番禺区,供应链金融总监,广州找屏科技有限公司,1月4日
2422,5-7万/月,广州-越秀区,货代销售（应届生优先）,广州市连达国际货运代理有限公司,1月4日
2423,7-10万/月,上海-普陀区,大客户洽谈代表,北京百日学通教育科技有限责任公司...,1月4日
